[(-14463, 6727, -3988), (-137, 487, -2)]
[(-14467, 6744, -4035), (-186, 616, -5)]
[(-14467, 6744, -4035), (-186, 616, -5)]
[(-14467, 6744, -4035), (-186, 616, -5)]
[(-14467, 6744, -4035), (-186, 616, -5)]
[(-14467, 6744, -4035), (-186, 616, -5)]
[(-14467, 6744, -4035), (-186, 616, -5)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14476, 6736, -4107), (-200, 716, -42)]
[(-14493, 6728, -4195), (-144, 772, -44)]
[(-14493, 6728, -4195), (-144, 772, -44)]
[(-14493, 6728, -4195), (-144, 772, -44)]
[(-14493, 6728, -4195), (-144, 772, -44)]
[(-14493, 6728, -4195), (-144, 772, -44)]
[(-14493, 6728, -4195), (-144, 772, -44)]
[(-14484, 6708, -4241), (-189, 800, -54)]
[(-14484, 6708, -4241), (-189, 800, -54)]
[(-14484, 6708, -4241), (-189, 800, -54)]
[(-14484, 6708, -4241), (-189, 800, -54)]
[(-14484, 6708, -4241), (-189, 800, -54)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14503, 6693, -4282), (-187, 644, -24)]
[(-14497, 6664, -4344), (-187, 562, 1)]
[(-14497, 6664, -4344), (-187, 562, 1)]
[(-14497, 6664, -4344), (-187, 562, 1)]
[(-14497, 6664, -4344), (-187, 562, 1)]
[(-14497, 6664, -4344), (-187, 562, 1)]
[(-14497, 6664, -4344), (-187, 562, 1)]
[(-14493, 6647, -4346), (-189, 391, 39)]
[(-14493, 6647, -4346), (-189, 391, 39)]
[(-14493, 6647, -4346), (-189, 391, 39)]
[(-14493, 6647, -4346), (-189, 391, 39)]
[(-14493, 6647, -4346), (-189, 391, 39)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14490, 6692, -4281), (-332, 90, 122)]
[(-14484, 6705, -4207), (-305, 114, 146)]
[(-14484, 6705, -4207), (-305, 114, 146)]
[(-14484, 6705, -4207), (-305, 114, 146)]
[(-14484, 6705, -4207), (-305, 114, 146)]
[(-14484, 6705, -4207), (-305, 114, 146)]
[(-14484, 6705, -4207), (-305, 114, 146)]
[(-14474, 6733, -4145), (-197, 169, 143)]
[(-14474, 6733, -4145), (-197, 169, 143)]
[(-14474, 6733, -4145), (-197, 169, 143)]
[(-14474, 6733, -4145), (-197, 169, 143)]
[(-14474, 6733, -4145), (-197, 169, 143)]
[(-14477, 6753, -4126), (-259, 214, 95)]
[(-14477, 6753, -4126), (-259, 214, 95)]
[(-14477, 6753, -4126), (-259, 214, 95)]
[(-14477, 6753, -4126), (-259, 214, 95)]
[(-14477, 6753, -4126), (-259, 214, 95)]
[(-14477, 6753, -4126), (-259, 214, 95)]
[(-14485, 6771, -4091), (-218, 219, 98)]
[(-14485, 6771, -4091), (-218, 219, 98)]
[(-14485, 6771, -4091), (-218, 219, 98)]
[(-14485, 6771, -4091), (-218, 219, 98)]
[(-14485, 6771, -4091), (-218, 219, 98)]
[(-14485, 6771, -4091), (-218, 219, 98)]
[(-14470, 6776, -4061), (-221, 245, 74)]
[(-14470, 6776, -4061), (-221, 245, 74)]
[(-14470, 6776, -4061), (-221, 245, 74)]
[(-14470, 6776, -4061), (-221, 245, 74)]
[(-14470, 6776, -4061), (-221, 245, 74)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14470, 6786, -4015), (-204, 276, 78)]
[(-14474, 6792, -4004), (-169, 327, 55)]
[(-14474, 6792, -4004), (-169, 327, 55)]
[(-14474, 6792, -4004), (-169, 327, 55)]
