[(-14732, 6472, -3359), (-143, 409, -22)]
[(-14747, 6464, -3372), (-129, 429, -29)]
[(-14747, 6464, -3372), (-129, 429, -29)]
[(-14761, 6452, -3392), (-110, 462, -34)]
[(-14761, 6452, -3392), (-110, 462, -34)]
[(-14761, 6452, -3392), (-110, 462, -34)]
[(-14761, 6452, -3392), (-110, 462, -34)]
[(-14761, 6452, -3392), (-110, 462, -34)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14780, 6412, -3394), (-174, 460, 9)]
[(-14774, 6413, -3412), (-226, 575, -19)]
[(-14774, 6413, -3412), (-226, 575, -19)]
[(-14774, 6413, -3412), (-226, 575, -19)]
[(-14774, 6413, -3412), (-226, 575, -19)]
[(-14774, 6413, -3412), (-226, 575, -19)]
[(-14749, 6406, -3429), (-294, 676, -27)]
[(-14749, 6406, -3429), (-294, 676, -27)]
[(-14749, 6406, -3429), (-294, 676, -27)]
[(-14749, 6406, -3429), (-294, 676, -27)]
[(-14749, 6406, -3429), (-294, 676, -27)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14720, 6405, -3501), (-256, 715, -39)]
[(-14731, 6384, -3593), (-260, 657, -20)]
[(-14731, 6384, -3593), (-260, 657, -20)]
[(-14731, 6384, -3593), (-260, 657, -20)]
[(-14731, 6384, -3593), (-260, 657, -20)]
[(-14731, 6384, -3593), (-260, 657, -20)]
[(-14716, 6372, -3614), (-346, 568, 38)]
[(-14716, 6372, -3614), (-346, 568, 38)]
[(-14716, 6372, -3614), (-346, 568, 38)]
[(-14716, 6372, -3614), (-346, 568, 38)]
[(-14716, 6372, -3614), (-346, 568, 38)]
[(-14697, 6380, -3618), (-354, 496, 65)]
[(-14697, 6380, -3618), (-354, 496, 65)]
[(-14697, 6380, -3618), (-354, 496, 65)]
[(-14697, 6380, -3618), (-354, 496, 65)]
[(-14697, 6380, -3618), (-354, 496, 65)]
[(-14697, 6380, -3618), (-354, 496, 65)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14678, 6410, -3588), (-368, 410, 95)]
[(-14704, 6428, -3548), (-244, 324, 99)]
[(-14704, 6428, -3548), (-244, 324, 99)]
[(-14704, 6428, -3548), (-244, 324, 99)]
[(-14704, 6428, -3548), (-244, 324, 99)]
[(-14704, 6428, -3548), (-244, 324, 99)]
[(-14681, 6448, -3590), (-219, 315, 74)]
[(-14681, 6448, -3590), (-219, 315, 74)]
[(-14681, 6448, -3590), (-219, 315, 74)]
[(-14681, 6448, -3590), (-219, 315, 74)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14705, 6445, -3544), (-244, 309, 32)]
[(-14672, 6445, -3516), (-246, 317, 72)]
[(-14672, 6445, -3516), (-246, 317, 72)]
[(-14672, 6445, -3516), (-246, 317, 72)]
[(-14672, 6445, -3516), (-246, 317, 72)]
[(-14672, 6445, -3516), (-246, 317, 72)]
[(-14675, 6441, -3505), (-197, 311, 90)]
[(-14675, 6441, -3505), (-197, 311, 90)]
[(-14675, 6441, -3505), (-197, 311, 90)]
[(-14675, 6441, -3505), (-197, 311, 90)]
[(-14675, 6441, -3505), (-197, 311, 90)]
[(-14675, 6441, -3505), (-197, 311, 90)]
[(-14674, 6469, -3520), (-225, 339, 85)]
[(-14674, 6469, -3520), (-225, 339, 85)]
[(-14674, 6469, -3520), (-225, 339, 85)]
