[(-13861, 7815, -4537), (-203, 315, -89)]
[(-13878, 7856, -4488), (64, -97, 42)]
[(-13878, 7856, -4488), (64, -97, 42)]
[(-13878, 7856, -4488), (64, -97, 42)]
[(-13878, 7856, -4488), (64, -97, 42)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13924, 7848, -4446), (139, -158, 39)]
[(-13926, 7872, -4477), (189, -148, 64)]
[(-13926, 7872, -4477), (189, -148, 64)]
[(-13926, 7872, -4477), (189, -148, 64)]
[(-13926, 7872, -4477), (189, -148, 64)]
[(-13926, 7872, -4477), (189, -148, 64)]
[(-13926, 7872, -4477), (189, -148, 64)]
[(-13906, 7859, -4464), (180, -125, 58)]
[(-13906, 7859, -4464), (180, -125, 58)]
[(-13906, 7859, -4464), (180, -125, 58)]
[(-13906, 7859, -4464), (180, -125, 58)]
[(-13906, 7859, -4464), (180, -125, 58)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13870, 7841, -4428), (127, -94, 52)]
[(-13892, 7784, -4413), (67, -48, 38)]
[(-13892, 7784, -4413), (67, -48, 38)]
[(-13892, 7784, -4413), (67, -48, 38)]
[(-13892, 7784, -4413), (67, -48, 38)]
[(-13892, 7784, -4413), (67, -48, 38)]
[(-13892, 7784, -4413), (67, -48, 38)]
[(-13899, 7799, -4368), (20, 4, 55)]
[(-13899, 7799, -4368), (20, 4, 55)]
[(-13899, 7799, -4368), (20, 4, 55)]
[(-13899, 7799, -4368), (20, 4, 55)]
[(-13899, 7799, -4368), (20, 4, 55)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13894, 7823, -4306), (-118, 71, 58)]
[(-13917, 7836, -4264), (-197, 158, 33)]
[(-13917, 7836, -4264), (-197, 158, 33)]
[(-13917, 7836, -4264), (-197, 158, 33)]
[(-13917, 7836, -4264), (-197, 158, 33)]
[(-13917, 7836, -4264), (-197, 158, 33)]
[(-13917, 7836, -4264), (-197, 158, 33)]
[(-13901, 7846, -4315), (-183, 222, -6)]
[(-13901, 7846, -4315), (-183, 222, -6)]
[(-13901, 7846, -4315), (-183, 222, -6)]
[(-13901, 7846, -4315), (-183, 222, -6)]
[(-13901, 7846, -4315), (-183, 222, -6)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13903, 7827, -4326), (-67, 195, 2)]
[(-13919, 7834, -4373), (-73, 216, -9)]
[(-13919, 7834, -4373), (-73, 216, -9)]
[(-13919, 7834, -4373), (-73, 216, -9)]
[(-13919, 7834, -4373), (-73, 216, -9)]
[(-13919, 7834, -4373), (-73, 216, -9)]
[(-13919, 7834, -4373), (-73, 216, -9)]
[(-13912, 7811, -4375), (-124, 219, 20)]
[(-13912, 7811, -4375), (-124, 219, 20)]
[(-13912, 7811, -4375), (-124, 219, 20)]
[(-13912, 7811, -4375), (-124, 219, 20)]
[(-13912, 7811, -4375), (-124, 219, 20)]
[(-13912, 7811, -4375), (-124, 219, 20)]
[(-13876, 7816, -4364), (-181, 233, 13)]
[(-13876, 7816, -4364), (-181, 233, 13)]
[(-13876, 7816, -4364), (-181, 233, 13)]
[(-13876, 7816, -4364), (-181, 233, 13)]
[(-13876, 7816, -4364), (-181, 233, 13)]
[(-13904, 7820, -4341), (-163, 230, 29)]
[(-13904, 7820, -4341), (-163, 230, 29)]
[(-13904, 7820, -4341), (-163, 230, 29)]
[(-13904, 7820, -4341), (-163, 230, 29)]
[(-13904, 7820, -4341), (-163, 230, 29)]
[(-13876, 7839, -4322), (-125, 247, 24)]
[(-13876, 7839, -4322), (-125, 247, 24)]
[(-13876, 7839, -4322), (-125, 247, 24)]
[(-13876, 7839, -4322), (-125, 247, 24)]
[(-13876, 7839, -4322), (-125, 247, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13874, 7833, -4323), (-67, 239, 24)]
[(-13868, 7826, -4378), (-21, 238, 39)]
[(-13868, 7826, -4378), (-21, 238, 39)]
[(-13868, 7826, -4378), (-21, 238, 39)]
[(-13868, 7826, -4378), (-21, 238, 39)]
[(-13868, 7826, -4378), (-21, 238, 39)]
[(-13871, 7824, -4427), (-16, 233, 32)]
