[(-13997, 3669, -8600), (-121, 228, -76)]
[(-14006, 3648, -8583), (-91, 194, -18)]
[(-14006, 3648, -8583), (-91, 194, -18)]
[(-14006, 3648, -8583), (-91, 194, -18)]
[(-14006, 3648, -8583), (-91, 194, -18)]
[(-14006, 3648, -8583), (-91, 194, -18)]
[(-13996, 3652, -8572), (-86, 188, -4)]
[(-13996, 3652, -8572), (-86, 188, -4)]
[(-13996, 3652, -8572), (-86, 188, -4)]
[(-13996, 3652, -8572), (-86, 188, -4)]
[(-13996, 3652, -8572), (-86, 188, -4)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-13992, 3672, -8572), (-77, 185, -14)]
[(-14000, 3644, -8565), (-61, 186, -8)]
[(-14000, 3644, -8565), (-61, 186, -8)]
[(-14000, 3644, -8565), (-61, 186, -8)]
[(-14000, 3644, -8565), (-61, 186, -8)]
[(-14000, 3644, -8565), (-61, 186, -8)]
[(-14000, 3644, -8565), (-61, 186, -8)]
[(-14008, 3637, -8568), (110, 94, 67)]
[(-14008, 3637, -8568), (110, 94, 67)]
[(-14008, 3637, -8568), (110, 94, 67)]
[(-14008, 3637, -8568), (110, 94, 67)]
[(-14008, 3637, -8568), (110, 94, 67)]
[(-13980, 3652, -8595), (-69, 199, 0)]
[(-13980, 3652, -8595), (-69, 199, 0)]
[(-13980, 3652, -8595), (-69, 199, 0)]
[(-13980, 3652, -8595), (-69, 199, 0)]
[(-13980, 3652, -8595), (-69, 199, 0)]
[(-13980, 3652, -8595), (-69, 199, 0)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13889, 3655, -8570), (-612, 1161, -260)]
[(-13832, 3665, -8700), (-676, 1106, -276)]
[(-13832, 3665, -8700), (-676, 1106, -276)]
[(-13832, 3665, -8700), (-676, 1106, -276)]
[(-13832, 3665, -8700), (-676, 1106, -276)]
[(-13832, 3665, -8700), (-676, 1106, -276)]
[(-14219, 3503, -8783), (1085, -874, 641)]
[(-14219, 3503, -8783), (1085, -874, 641)]
[(-14219, 3503, -8783), (1085, -874, 641)]
[(-14219, 3503, -8783), (1085, -874, 641)]
[(-14219, 3503, -8783), (1085, -874, 641)]
[(-14219, 3503, -8783), (1085, -874, 641)]
[(-14006, 3554, -8797), (990, -440, 619)]
[(-14006, 3554, -8797), (990, -440, 619)]
[(-14006, 3554, -8797), (990, -440, 619)]
[(-14006, 3554, -8797), (990, -440, 619)]
[(-14006, 3554, -8797), (990, -440, 619)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14065, 3579, -8744), (667, -291, 462)]
[(-14056, 3564, -8684), (359, -177, 271)]
[(-14056, 3564, -8684), (359, -177, 271)]
[(-14056, 3564, -8684), (359, -177, 271)]
[(-14056, 3564, -8684), (359, -177, 271)]
[(-14056, 3564, -8684), (359, -177, 271)]
[(-14056, 3564, -8684), (359, -177, 271)]
[(-14100, 3560, -8629), (-122, 325, 136)]
[(-14100, 3560, -8629), (-122, 325, 136)]
[(-14100, 3560, -8629), (-122, 325, 136)]
[(-14100, 3560, -8629), (-122, 325, 136)]
[(-14100, 3560, -8629), (-122, 325, 136)]
[(-14087, 3592, -8643), (-138, 247, 139)]
[(-14087, 3592, -8643), (-138, 247, 139)]
[(-14087, 3592, -8643), (-138, 247, 139)]
[(-14087, 3592, -8643), (-138, 247, 139)]
[(-14087, 3592, -8643), (-138, 247, 139)]
[(-14056, 3640, -8620), (-171, 222, 133)]
[(-14056, 3640, -8620), (-171, 222, 133)]
[(-14056, 3640, -8620), (-171, 222, 133)]
[(-14056, 3640, -8620), (-171, 222, 133)]
[(-14056, 3640, -8620), (-171, 222, 133)]
[(-14056, 3640, -8620), (-171, 222, 133)]
[(-14028, 3648, -8600), (-174, 204, 117)]
[(-14028, 3648, -8600), (-174, 204, 117)]
[(-14028, 3648, -8600), (-174, 204, 117)]
[(-14028, 3648, -8600), (-174, 204, 117)]
[(-14028, 3648, -8600), (-174, 204, 117)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
[(-14004, 3646, -8600), (-148, 186, 71)]
