[(-13782, 4957, -8244), (-71, 221, -1)]
[(-13756, 4942, -8308), (-305, 458, -112)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13728, 4868, -8307), (-587, 687, -161)]
[(-13697, 4866, -8398), (-461, 556, -117)]
[(-13697, 4866, -8398), (-461, 556, -117)]
[(-13697, 4866, -8398), (-461, 556, -117)]
[(-13697, 4866, -8398), (-461, 556, -117)]
[(-13697, 4866, -8398), (-461, 556, -117)]
[(-13697, 4866, -8398), (-461, 556, -117)]
[(-13699, 4872, -8441), (-201, 322, -33)]
[(-13699, 4872, -8441), (-201, 322, -33)]
[(-13699, 4872, -8441), (-201, 322, -33)]
[(-13699, 4872, -8441), (-201, 322, -33)]
[(-13699, 4872, -8441), (-201, 322, -33)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13685, 4888, -8480), (-82, 250, 22)]
[(-13669, 4843, -8475), (178, 44, 174)]
[(-13669, 4843, -8475), (178, 44, 174)]
[(-13669, 4843, -8475), (178, 44, 174)]
[(-13669, 4843, -8475), (178, 44, 174)]
[(-13669, 4843, -8475), (178, 44, 174)]
[(-13669, 4843, -8475), (178, 44, 174)]
[(-13679, 4810, -8463), (524, -315, 358)]
[(-13679, 4810, -8463), (524, -315, 358)]
[(-13679, 4810, -8463), (524, -315, 358)]
[(-13679, 4810, -8463), (524, -315, 358)]
[(-13679, 4810, -8463), (524, -315, 358)]
[(-13678, 4820, -8396), (427, -254, 351)]
[(-13678, 4820, -8396), (427, -254, 351)]
[(-13678, 4820, -8396), (427, -254, 351)]
[(-13678, 4820, -8396), (427, -254, 351)]
[(-13678, 4820, -8396), (427, -254, 351)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13672, 4866, -8347), (318, -107, 296)]
[(-13682, 4887, -8371), (215, -25, 206)]
[(-13682, 4887, -8371), (215, -25, 206)]
[(-13682, 4887, -8371), (215, -25, 206)]
[(-13682, 4887, -8371), (215, -25, 206)]
[(-13682, 4887, -8371), (215, -25, 206)]
[(-13704, 4852, -8372), (-225, 403, -45)]
[(-13704, 4852, -8372), (-225, 403, -45)]
[(-13704, 4852, -8372), (-225, 403, -45)]
[(-13704, 4852, -8372), (-225, 403, -45)]
[(-13704, 4852, -8372), (-225, 403, -45)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13684, 4899, -8383), (-378, 472, -91)]
[(-13655, 4931, -8408), (-366, 399, -104)]
[(-13655, 4931, -8408), (-366, 399, -104)]
[(-13655, 4931, -8408), (-366, 399, -104)]
[(-13655, 4931, -8408), (-366, 399, -104)]
[(-13655, 4931, -8408), (-366, 399, -104)]
[(-13686, 4911, -8407), (-270, 273, -91)]
[(-13686, 4911, -8407), (-270, 273, -91)]
[(-13686, 4911, -8407), (-270, 273, -91)]
[(-13686, 4911, -8407), (-270, 273, -91)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13685, 4920, -8373), (-232, 209, -35)]
[(-13691, 4897, -8372), (-222, 179, -45)]
[(-13691, 4897, -8372), (-222, 179, -45)]
[(-13691, 4897, -8372), (-222, 179, -45)]
[(-13691, 4897, -8372), (-222, 179, -45)]
[(-13698, 4894, -8379), (-127, 75, 40)]
[(-13698, 4894, -8379), (-127, 75, 40)]
[(-13698, 4894, -8379), (-127, 75, 40)]
[(-13698, 4894, -8379), (-127, 75, 40)]
[(-13698, 4894, -8379), (-127, 75, 40)]
[(-13728, 4884, -8358), (22, -157, 111)]
[(-13728, 4884, -8358), (22, -157, 111)]
[(-13728, 4884, -8358), (22, -157, 111)]
[(-13728, 4884, -8358), (22, -157, 111)]
[(-13728, 4884, -8358), (22, -157, 111)]
[(-13728, 4884, -8358), (22, -157, 111)]
[(-13728, 4884, -8358), (22, -157, 111)]
