[(-15304, 3399, -4710), (-312, 330, 84)]
[(-15312, 3390, -4722), (-215, 293, 61)]
[(-15300, 3388, -4737), (-162, 324, 48)]
[(-15300, 3388, -4737), (-162, 324, 48)]
[(-15300, 3388, -4737), (-162, 324, 48)]
[(-15300, 3388, -4737), (-162, 324, 48)]
[(-15300, 3388, -4737), (-162, 324, 48)]
[(-15288, 3412, -4747), (-149, 316, 87)]
[(-15288, 3412, -4747), (-149, 316, 87)]
[(-15288, 3412, -4747), (-149, 316, 87)]
[(-15288, 3412, -4747), (-149, 316, 87)]
[(-15288, 3412, -4747), (-149, 316, 87)]
[(-15288, 3412, -4747), (-149, 316, 87)]
[(-15303, 3444, -4764), (-391, 341, 132)]
[(-15303, 3444, -4764), (-391, 341, 132)]
[(-15303, 3444, -4764), (-391, 341, 132)]
[(-15303, 3444, -4764), (-391, 341, 132)]
[(-15303, 3444, -4764), (-391, 341, 132)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15260, 3448, -4780), (-446, 354, 100)]
[(-15286, 3504, -4773), (-275, 269, 66)]
[(-15286, 3504, -4773), (-275, 269, 66)]
[(-15286, 3504, -4773), (-275, 269, 66)]
[(-15286, 3504, -4773), (-275, 269, 66)]
[(-15286, 3504, -4773), (-275, 269, 66)]
[(-15289, 3549, -4835), (-301, 220, 68)]
[(-15289, 3549, -4835), (-301, 220, 68)]
[(-15289, 3549, -4835), (-301, 220, 68)]
[(-15289, 3549, -4835), (-301, 220, 68)]
[(-15289, 3549, -4835), (-301, 220, 68)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15299, 3562, -4822), (-338, 202, 55)]
[(-15297, 3564, -4768), (-341, 190, 41)]
[(-15297, 3564, -4768), (-341, 190, 41)]
[(-15297, 3564, -4768), (-341, 190, 41)]
[(-15297, 3564, -4768), (-341, 190, 41)]
[(-15297, 3564, -4768), (-341, 190, 41)]
[(-15297, 3564, -4768), (-341, 190, 41)]
[(-15278, 3586, -4704), (-321, 170, 21)]
[(-15278, 3586, -4704), (-321, 170, 21)]
[(-15278, 3586, -4704), (-321, 170, 21)]
[(-15278, 3586, -4704), (-321, 170, 21)]
[(-15278, 3586, -4704), (-321, 170, 21)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15287, 3542, -4679), (-168, 44, -18)]
[(-15315, 3522, -4659), (-154, 70, -18)]
[(-15315, 3522, -4659), (-154, 70, -18)]
[(-15315, 3522, -4659), (-154, 70, -18)]
[(-15315, 3522, -4659), (-154, 70, -18)]
[(-15315, 3522, -4659), (-154, 70, -18)]
[(-15315, 3522, -4659), (-154, 70, -18)]
[(-15300, 3508, -4652), (-119, 70, 4)]
[(-15300, 3508, -4652), (-119, 70, 4)]
[(-15300, 3508, -4652), (-119, 70, 4)]
[(-15300, 3508, -4652), (-119, 70, 4)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15291, 3482, -4706), (-59, 154, 21)]
[(-15306, 3494, -4720), (-91, 190, 15)]
[(-15306, 3494, -4720), (-91, 190, 15)]
[(-15306, 3494, -4720), (-91, 190, 15)]
[(-15306, 3494, -4720), (-91, 190, 15)]
[(-15306, 3494, -4720), (-91, 190, 15)]
[(-15306, 3494, -4720), (-91, 190, 15)]
[(-15296, 3480, -4724), (-141, 210, 20)]
[(-15296, 3480, -4724), (-141, 210, 20)]
[(-15296, 3480, -4724), (-141, 210, 20)]
[(-15296, 3480, -4724), (-141, 210, 20)]
[(-15296, 3480, -4724), (-141, 210, 20)]
[(-15289, 3484, -4693), (-147, 215, 35)]
[(-15289, 3484, -4693), (-147, 215, 35)]
[(-15289, 3484, -4693), (-147, 215, 35)]
[(-15289, 3484, -4693), (-147, 215, 35)]
[(-15289, 3484, -4693), (-147, 215, 35)]
