[(-15261, 3635, -4784), (-180, 347, 14)]
[(-15253, 3647, -4781), (-342, 403, 18)]
[(-15253, 3647, -4781), (-342, 403, 18)]
[(-15278, 3652, -4819), (-511, 435, 39)]
[(-15278, 3652, -4819), (-511, 435, 39)]
[(-15278, 3652, -4819), (-511, 435, 39)]
[(-15278, 3652, -4819), (-511, 435, 39)]
[(-15278, 3652, -4819), (-511, 435, 39)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15264, 3663, -4801), (-371, 352, 50)]
[(-15258, 3644, -4851), (-332, 300, 56)]
[(-15258, 3644, -4851), (-332, 300, 56)]
[(-15258, 3644, -4851), (-332, 300, 56)]
[(-15258, 3644, -4851), (-332, 300, 56)]
[(-15258, 3644, -4851), (-332, 300, 56)]
[(-15260, 3660, -4867), (-373, 257, 42)]
[(-15260, 3660, -4867), (-373, 257, 42)]
[(-15260, 3660, -4867), (-373, 257, 42)]
[(-15260, 3660, -4867), (-373, 257, 42)]
[(-15260, 3660, -4867), (-373, 257, 42)]
[(-15232, 3656, -4878), (-381, 232, 15)]
[(-15232, 3656, -4878), (-381, 232, 15)]
[(-15232, 3656, -4878), (-381, 232, 15)]
[(-15232, 3656, -4878), (-381, 232, 15)]
[(-15232, 3656, -4878), (-381, 232, 15)]
[(-15232, 3656, -4878), (-381, 232, 15)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15224, 3660, -4857), (-365, 200, 1)]
[(-15240, 3636, -4812), (-308, 178, 14)]
[(-15240, 3636, -4812), (-308, 178, 14)]
[(-15240, 3636, -4812), (-308, 178, 14)]
[(-15240, 3636, -4812), (-308, 178, 14)]
[(-15240, 3636, -4812), (-308, 178, 14)]
[(-15230, 3621, -4792), (-264, 195, 18)]
[(-15230, 3621, -4792), (-264, 195, 18)]
[(-15230, 3621, -4792), (-264, 195, 18)]
[(-15230, 3621, -4792), (-264, 195, 18)]
[(-15230, 3621, -4792), (-264, 195, 18)]
[(-15230, 3621, -4792), (-264, 195, 18)]
[(-15224, 3636, -4779), (-240, 208, 44)]
[(-15224, 3636, -4779), (-240, 208, 44)]
[(-15224, 3636, -4779), (-240, 208, 44)]
[(-15224, 3636, -4779), (-240, 208, 44)]
[(-15224, 3636, -4779), (-240, 208, 44)]
[(-15224, 3636, -4779), (-240, 208, 44)]
[(-15247, 3650, -4772), (-216, 228, 34)]
[(-15247, 3650, -4772), (-216, 228, 34)]
[(-15247, 3650, -4772), (-216, 228, 34)]
[(-15247, 3650, -4772), (-216, 228, 34)]
[(-15219, 3652, -4784), (-183, 241, 23)]
[(-15219, 3652, -4784), (-183, 241, 23)]
[(-15219, 3652, -4784), (-183, 241, 23)]
[(-15219, 3652, -4784), (-183, 241, 23)]
[(-15219, 3652, -4784), (-183, 241, 23)]
[(-15219, 3652, -4784), (-183, 241, 23)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15248, 3664, -4796), (-162, 256, 25)]
[(-15253, 3660, -4792), (-84, 234, 24)]
[(-15253, 3660, -4792), (-84, 234, 24)]
[(-15253, 3660, -4792), (-84, 234, 24)]
[(-15253, 3660, -4792), (-84, 234, 24)]
[(-15253, 3660, -4792), (-84, 234, 24)]
[(-15253, 3660, -4792), (-84, 234, 24)]
[(-15250, 3651, -4780), (-60, 261, 15)]
