accX,accY,accZ,gyrX,gyrY,gyrZ
1514,16334,-360,-103,-10,35
1499,16352,-352,-119,-9,43
1499,16352,-352,-119,-9,43
1498,16344,-364,-117,14,45
1498,16344,-364,-117,14,45
1498,16344,-364,-117,14,45
1498,16344,-364,-117,14,45
1516,16340,-399,-120,1,61
1504,16328,-385,-103,-9,68
1504,16328,-385,-103,-9,68
1504,16328,-385,-103,-9,68
1504,16328,-385,-103,-9,68
1520,16336,-391,-124,3,58
1520,16336,-391,-124,3,58
1532,16335,-391,-146,11,46
1532,16335,-391,-146,11,46
1532,16335,-391,-146,11,46
1532,16335,-391,-146,11,46
1548,16346,-378,-142,-1,43
1548,16346,-378,-142,-1,43
1548,16346,-378,-142,-1,43
1542,16336,-375,-122,-98,46
1542,16336,-375,-122,-98,46
1541,16357,-349,-222,-219,-2
1541,16357,-349,-222,-219,-2
1541,16357,-349,-222,-219,-2
1541,16357,-349,-222,-219,-2
1541,16357,-349,-222,-219,-2
1583,16409,-281,28,-38,-89
1583,16409,-281,28,-38,-89
1583,16409,-281,28,-38,-89
1583,16409,-281,28,-38,-89
1572,16411,-279,-12,-12,-72
1572,16411,-279,-12,-12,-72
1572,16411,-279,-12,-12,-72
1572,16411,-279,-12,-12,-72
1572,16411,-279,-12,-12,-72
1533,16365,-248,82,-145,-38
1533,16365,-248,82,-145,-38
1533,16365,-248,82,-145,-38
1533,16365,-248,82,-145,-38
1572,16372,-187,211,-259,58
1572,16372,-187,211,-259,58
1572,16372,-187,211,-259,58
1572,16372,-187,211,-259,58
1606,16361,-196,153,-186,88
1583,16337,-239,111,-55,43
1583,16337,-239,111,-55,43
1583,16337,-239,111,-55,43
1583,16337,-239,111,-55,43
1583,16337,-239,111,-55,43
1583,16337,-239,111,-55,43
1583,16337,-239,111,-55,43
1587,16335,-291,77,43,29
1585,16336,-311,63,95,7
1585,16336,-311,63,95,7
1585,16336,-311,63,95,7
1570,16323,-332,23,70,0
1570,16323,-332,23,70,0
1568,16327,-325,-10,61,-2
1568,16327,-325,-10,61,-2
1568,16327,-325,-10,61,-2
1568,16327,-325,-10,61,-2
1572,16327,-348,-42,92,-11
1572,16327,-348,-42,92,-11
1572,16327,-348,-42,92,-11
1562,16340,-350,-87,68,-5
1562,16340,-350,-87,68,-5
1562,16340,-350,-87,68,-5
1562,16340,-350,-87,68,-5
1556,16326,-320,-106,70,-8
1556,16326,-320,-106,70,-8
1556,16326,-320,-106,70,-8
1523,16352,-337,-114,101,-35
1523,16352,-337,-114,101,-35
1523,16352,-337,-114,101,-35
1523,16352,-337,-114,101,-35
1537,16346,-334,-129,128,-41
1537,16346,-334,-129,128,-41
1537,16346,-334,-129,128,-41
1537,16346,-334,-129,128,-41
1537,16346,-334,-129,128,-41
1528,16349,-324,-130,144,-41
1528,16349,-324,-130,144,-41
1520,16355,-330,-139,140,-49
1520,16355,-330,-139,140,-49
1520,16353,-322,-147,116,-42
1520,16353,-322,-147,116,-42
1520,16353,-322,-147,116,-42
1520,16353,-322,-147,116,-42
1514,16353,-336,-155,112,-37
1514,16353,-336,-155,112,-37
1514,16353,-336,-155,112,-37
1514,16353,-336,-155,112,-37
1514,16353,-336,-155,112,-37
