[(-15013, 5511, -3641), (-209, 420, 61)]
[(-15012, 5518, -3637), (-204, 426, 70)]
[(-14992, 5538, -3610), (-182, 399, 56)]
[(-14992, 5538, -3610), (-182, 399, 56)]
[(-14992, 5538, -3610), (-182, 399, 56)]
[(-14992, 5538, -3610), (-182, 399, 56)]
[(-14992, 5538, -3610), (-182, 399, 56)]
[(-15012, 5558, -3543), (-122, 234, 64)]
[(-15012, 5558, -3543), (-122, 234, 64)]
[(-15012, 5558, -3543), (-122, 234, 64)]
[(-15012, 5558, -3543), (-122, 234, 64)]
[(-15012, 5558, -3543), (-122, 234, 64)]
[(-15025, 5552, -3520), (-132, 86, 98)]
[(-15025, 5552, -3520), (-132, 86, 98)]
[(-15025, 5552, -3520), (-132, 86, 98)]
[(-15025, 5552, -3520), (-132, 86, 98)]
[(-15025, 5552, -3520), (-132, 86, 98)]
[(-15025, 5552, -3520), (-132, 86, 98)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15020, 5571, -3526), (-59, 56, 130)]
[(-15012, 5604, -3484), (-40, 132, 92)]
[(-15012, 5604, -3484), (-40, 132, 92)]
[(-15012, 5604, -3484), (-40, 132, 92)]
[(-15012, 5604, -3484), (-40, 132, 92)]
[(-15020, 5599, -3449), (-50, 173, 44)]
[(-15020, 5599, -3449), (-50, 173, 44)]
[(-15020, 5599, -3449), (-50, 173, 44)]
[(-15020, 5599, -3449), (-50, 173, 44)]
[(-15020, 5599, -3449), (-50, 173, 44)]
[(-15020, 5599, -3449), (-50, 173, 44)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15034, 5592, -3437), (-94, 220, 36)]
[(-15037, 5576, -3373), (-106, 269, 50)]
[(-15037, 5576, -3373), (-106, 269, 50)]
[(-15037, 5576, -3373), (-106, 269, 50)]
[(-15037, 5576, -3373), (-106, 269, 50)]
[(-15037, 5576, -3373), (-106, 269, 50)]
[(-15028, 5600, -3346), (-109, 306, 78)]
[(-15028, 5600, -3346), (-109, 306, 78)]
[(-15028, 5600, -3346), (-109, 306, 78)]
[(-15028, 5600, -3346), (-109, 306, 78)]
[(-15028, 5600, -3346), (-109, 306, 78)]
[(-15028, 5600, -3346), (-109, 306, 78)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15015, 5622, -3327), (-102, 316, 64)]
[(-15012, 5625, -3306), (-96, 309, 45)]
[(-15012, 5625, -3306), (-96, 309, 45)]
[(-15012, 5625, -3306), (-96, 309, 45)]
[(-15012, 5625, -3306), (-96, 309, 45)]
[(-15012, 5625, -3306), (-96, 309, 45)]
[(-15016, 5639, -3273), (-110, 330, 43)]
[(-15016, 5639, -3273), (-110, 330, 43)]
[(-15016, 5639, -3273), (-110, 330, 43)]
[(-15016, 5639, -3273), (-110, 330, 43)]
[(-15016, 5639, -3273), (-110, 330, 43)]
[(-15016, 5639, -3273), (-110, 330, 43)]
[(-15021, 5631, -3216), (-160, 345, 45)]
[(-15021, 5631, -3216), (-160, 345, 45)]
[(-15021, 5631, -3216), (-160, 345, 45)]
[(-15021, 5631, -3216), (-160, 345, 45)]
