[(-14472, 6755, -4152), (-10, 374, -61)]
[(-14469, 6729, -4216), (26, -20, 118)]
[(-14469, 6729, -4216), (26, -20, 118)]
[(-14469, 6729, -4216), (26, -20, 118)]
[(-14469, 6729, -4216), (26, -20, 118)]
[(-14469, 6729, -4216), (26, -20, 118)]
[(-14469, 6729, -4216), (26, -20, 118)]
[(-14474, 6744, -4241), (140, -218, 238)]
[(-14474, 6744, -4241), (140, -218, 238)]
[(-14474, 6744, -4241), (140, -218, 238)]
[(-14474, 6744, -4241), (140, -218, 238)]
[(-14474, 6744, -4241), (140, -218, 238)]
[(-14463, 6776, -4190), (3, -104, 242)]
[(-14463, 6776, -4190), (3, -104, 242)]
[(-14463, 6776, -4190), (3, -104, 242)]
[(-14463, 6776, -4190), (3, -104, 242)]
[(-14463, 6776, -4190), (3, -104, 242)]
[(-14463, 6776, -4190), (3, -104, 242)]
[(-14432, 6852, -4172), (-79, -25, 258)]
[(-14432, 6852, -4172), (-79, -25, 258)]
[(-14432, 6852, -4172), (-79, -25, 258)]
[(-14432, 6852, -4172), (-79, -25, 258)]
[(-14432, 6852, -4172), (-79, -25, 258)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14386, 6916, -4144), (-84, 98, 220)]
[(-14357, 6981, -4135), (-68, 114, 212)]
[(-14357, 6981, -4135), (-68, 114, 212)]
[(-14357, 6981, -4135), (-68, 114, 212)]
[(-14357, 6981, -4135), (-68, 114, 212)]
[(-14348, 7015, -4105), (-61, 162, 174)]
[(-14348, 7015, -4105), (-61, 162, 174)]
[(-14348, 7015, -4105), (-61, 162, 174)]
[(-14348, 7015, -4105), (-61, 162, 174)]
[(-14348, 7015, -4105), (-61, 162, 174)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14336, 7052, -4131), (-75, 154, 157)]
[(-14300, 7101, -4109), (-118, 162, 82)]
[(-14300, 7101, -4109), (-118, 162, 82)]
[(-14300, 7101, -4109), (-118, 162, 82)]
[(-14300, 7101, -4109), (-118, 162, 82)]
[(-14300, 7101, -4109), (-118, 162, 82)]
[(-14300, 7101, -4109), (-118, 162, 82)]
[(-14304, 7101, -4062), (-117, 122, 39)]
[(-14304, 7101, -4062), (-117, 122, 39)]
[(-14304, 7101, -4062), (-117, 122, 39)]
[(-14304, 7101, -4062), (-117, 122, 39)]
[(-14304, 7101, -4062), (-117, 122, 39)]
[(-14313, 7125, -4040), (-96, 141, 44)]
[(-14313, 7125, -4040), (-96, 141, 44)]
[(-14313, 7125, -4040), (-96, 141, 44)]
[(-14313, 7125, -4040), (-96, 141, 44)]
[(-14313, 7125, -4040), (-96, 141, 44)]
[(-14291, 7141, -4040), (-95, 135, 43)]
[(-14291, 7141, -4040), (-95, 135, 43)]
[(-14291, 7141, -4040), (-95, 135, 43)]
[(-14291, 7141, -4040), (-95, 135, 43)]
[(-14291, 7141, -4040), (-95, 135, 43)]
[(-14291, 7141, -4040), (-95, 135, 43)]
[(-14273, 7155, -4062), (-94, 152, 16)]
[(-14273, 7155, -4062), (-94, 152, 16)]
[(-14273, 7155, -4062), (-94, 152, 16)]
[(-14273, 7155, -4062), (-94, 152, 16)]
[(-14273, 7155, -4062), (-94, 152, 16)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14288, 7140, -4060), (-104, 141, -7)]
[(-14296, 7147, -4013), (-106, 144, -18)]
[(-14296, 7147, -4013), (-106, 144, -18)]
