[(-15464, 2167, -5378), (-127, 179, 6)]
[(-15452, 2174, -5392), (-169, 181, 18)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15425, 2152, -5390), (-147, 175, 33)]
[(-15417, 2167, -5393), (-169, 199, 32)]
[(-15417, 2167, -5393), (-169, 199, 32)]
[(-15417, 2167, -5393), (-169, 199, 32)]
[(-15417, 2167, -5393), (-169, 199, 32)]
[(-15417, 2167, -5393), (-169, 199, 32)]
[(-15417, 2167, -5393), (-169, 199, 32)]
[(-15413, 2166, -5416), (-359, 289, 31)]
[(-15413, 2166, -5416), (-359, 289, 31)]
[(-15413, 2166, -5416), (-359, 289, 31)]
[(-15413, 2166, -5416), (-359, 289, 31)]
[(-15413, 2166, -5416), (-359, 289, 31)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15411, 2224, -5452), (-503, 552, 76)]
[(-15412, 2271, -5496), (-581, 1012, 185)]
[(-15412, 2271, -5496), (-581, 1012, 185)]
[(-15412, 2271, -5496), (-581, 1012, 185)]
[(-15412, 2271, -5496), (-581, 1012, 185)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15424, 2394, -5620), (-534, 1092, 308)]
[(-15362, 2440, -5723), (-498, 939, 234)]
[(-15362, 2440, -5723), (-498, 939, 234)]
[(-15362, 2440, -5723), (-498, 939, 234)]
[(-15362, 2440, -5723), (-498, 939, 234)]
[(-15362, 2440, -5723), (-498, 939, 234)]
[(-15299, 2497, -5837), (-503, 744, 199)]
[(-15299, 2497, -5837), (-503, 744, 199)]
[(-15299, 2497, -5837), (-503, 744, 199)]
[(-15299, 2497, -5837), (-503, 744, 199)]
[(-15299, 2497, -5837), (-503, 744, 199)]
[(-15299, 2497, -5837), (-503, 744, 199)]
[(-15270, 2567, -5936), (-446, 603, 169)]
[(-15270, 2567, -5936), (-446, 603, 169)]
[(-15270, 2567, -5936), (-446, 603, 169)]
[(-15270, 2567, -5936), (-446, 603, 169)]
[(-15270, 2567, -5936), (-446, 603, 169)]
[(-15234, 2632, -6006), (-450, 484, 157)]
[(-15234, 2632, -6006), (-450, 484, 157)]
[(-15234, 2632, -6006), (-450, 484, 157)]
[(-15234, 2632, -6006), (-450, 484, 157)]
[(-15234, 2632, -6006), (-450, 484, 157)]
[(-15196, 2655, -6098), (-393, 284, 83)]
[(-15196, 2655, -6098), (-393, 284, 83)]
[(-15196, 2655, -6098), (-393, 284, 83)]
[(-15196, 2655, -6098), (-393, 284, 83)]
[(-15196, 2655, -6098), (-393, 284, 83)]
[(-15196, 2655, -6098), (-393, 284, 83)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15260, 2625, -6222), (-297, -66, -12)]
[(-15288, 2572, -6138), (240, -322, 12)]
[(-15288, 2572, -6138), (240, -322, 12)]
[(-15288, 2572, -6138), (240, -322, 12)]
[(-15338, 2588, -5996), (233, -245, 54)]
[(-15338, 2588, -5996), (233, -245, 54)]
[(-15338, 2588, -5996), (233, -245, 54)]
[(-15338, 2588, -5996), (233, -245, 54)]
