[(-14665, 3183, -7250), (-130, 243, -5)]
[(-14666, 3189, -7236), (-109, 231, -6)]
[(-14666, 3189, -7236), (-109, 231, -6)]
[(-14681, 3188, -7262), (-112, 218, -14)]
[(-14681, 3188, -7262), (-112, 218, -14)]
[(-14681, 3188, -7262), (-112, 218, -14)]
[(-14681, 3188, -7262), (-112, 218, -14)]
[(-14681, 3188, -7262), (-112, 218, -14)]
[(-14681, 3188, -7262), (-112, 218, -14)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14668, 3205, -7264), (-102, 228, -20)]
[(-14672, 3188, -7275), (-99, 235, -16)]
[(-14672, 3188, -7275), (-99, 235, -16)]
[(-14672, 3188, -7275), (-99, 235, -16)]
[(-14672, 3188, -7275), (-99, 235, -16)]
[(-14672, 3188, -7275), (-99, 235, -16)]
[(-14670, 3174, -7294), (-88, 225, -15)]
[(-14670, 3174, -7294), (-88, 225, -15)]
[(-14670, 3174, -7294), (-88, 225, -15)]
[(-14670, 3174, -7294), (-88, 225, -15)]
[(-14670, 3174, -7294), (-88, 225, -15)]
[(-14670, 3174, -7294), (-88, 225, -15)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14682, 3168, -7301), (-54, 180, 0)]
[(-14709, 3142, -7268), (64, 88, 72)]
[(-14709, 3142, -7268), (64, 88, 72)]
[(-14709, 3142, -7268), (64, 88, 72)]
[(-14709, 3142, -7268), (64, 88, 72)]
[(-14709, 3142, -7268), (64, 88, 72)]
[(-14709, 3142, -7268), (64, 88, 72)]
[(-14702, 3157, -7292), (1, 107, 73)]
[(-14702, 3157, -7292), (1, 107, 73)]
[(-14702, 3157, -7292), (1, 107, 73)]
[(-14702, 3157, -7292), (1, 107, 73)]
[(-14702, 3157, -7292), (1, 107, 73)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
[(-14683, 3151, -7271), (-73, 122, 33)]
