[(-15399, 4588, -2859), (-60, 114, 38)]
[(-15434, 4751, -2717), (111, 160, 72)]
[(-15434, 4751, -2717), (111, 160, 72)]
[(-15434, 4751, -2717), (111, 160, 72)]
[(-15413, 4700, -2762), (69, 193, 79)]
[(-15413, 4700, -2762), (69, 193, 79)]
[(-15413, 4700, -2762), (69, 193, 79)]
[(-15413, 4700, -2762), (69, 193, 79)]
[(-15413, 4700, -2762), (69, 193, 79)]
[(-15413, 4700, -2762), (69, 193, 79)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15393, 4672, -2835), (97, 151, 109)]
[(-15386, 4635, -2844), (100, 159, 108)]
[(-15386, 4635, -2844), (100, 159, 108)]
[(-15386, 4635, -2844), (100, 159, 108)]
[(-15386, 4635, -2844), (100, 159, 108)]
[(-15386, 4635, -2844), (100, 159, 108)]
[(-15419, 4627, -2859), (158, 188, 99)]
[(-15419, 4627, -2859), (158, 188, 99)]
[(-15419, 4627, -2859), (158, 188, 99)]
[(-15419, 4627, -2859), (158, 188, 99)]
[(-15419, 4627, -2859), (158, 188, 99)]
[(-15419, 4627, -2859), (158, 188, 99)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15424, 4601, -2916), (248, 179, 190)]
[(-15369, 4668, -2952), (138, 159, 249)]
[(-15369, 4668, -2952), (138, 159, 249)]
[(-15369, 4668, -2952), (138, 159, 249)]
[(-15369, 4668, -2952), (138, 159, 249)]
[(-15369, 4668, -2952), (138, 159, 249)]
[(-15369, 4668, -2952), (138, 159, 249)]
[(-15412, 4679, -2900), (61, 164, 199)]
[(-15412, 4679, -2900), (61, 164, 199)]
[(-15412, 4679, -2900), (61, 164, 199)]
[(-15412, 4679, -2900), (61, 164, 199)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15398, 4680, -2888), (95, 169, 234)]
[(-15362, 4740, -2896), (57, 167, 248)]
[(-15362, 4740, -2896), (57, 167, 248)]
[(-15362, 4740, -2896), (57, 167, 248)]
[(-15362, 4740, -2896), (57, 167, 248)]
[(-15362, 4740, -2896), (57, 167, 248)]
[(-15362, 4740, -2896), (57, 167, 248)]
[(-15345, 4798, -2854), (-23, 85, 226)]
[(-15345, 4798, -2854), (-23, 85, 226)]
[(-15345, 4798, -2854), (-23, 85, 226)]
[(-15345, 4798, -2854), (-23, 85, 226)]
[(-15345, 4798, -2854), (-23, 85, 226)]
[(-15322, 4861, -2796), (-71, 68, 149)]
[(-15322, 4861, -2796), (-71, 68, 149)]
[(-15322, 4861, -2796), (-71, 68, 149)]
[(-15322, 4861, -2796), (-71, 68, 149)]
[(-15322, 4861, -2796), (-71, 68, 149)]
