accX,accY,accZ,gyrX,gyrY,gyrZ
4513,15584,1828,-163,81,18
4516,15559,1833,-148,112,28
4516,15559,1833,-148,112,28
4516,15559,1833,-148,112,28
4516,15559,1833,-148,112,28
4518,15576,1812,-130,88,22
4518,15576,1812,-130,88,22
4515,15575,1789,-123,85,23
4517,15572,1775,-105,91,12
4517,15572,1775,-105,91,12
4517,15572,1775,-105,91,12
4517,15572,1775,-105,91,12
4517,15572,1775,-105,91,12
4517,15572,1775,-105,91,12
4511,15565,1769,-105,109,13
4511,15565,1769,-105,109,13
4533,15543,1778,-121,136,21
4542,15554,1786,-165,175,31
4542,15554,1786,-165,175,31
4542,15554,1786,-165,175,31
4542,15554,1786,-165,175,31
4509,15547,1793,-203,321,-2
4509,15547,1793,-203,321,-2
4509,15547,1793,-203,321,-2
4509,15547,1793,-203,321,-2
4489,15526,1904,65,465,0
4478,15516,1894,36,521,1
4478,15516,1894,36,521,1
4478,15516,1894,36,521,1
4478,15516,1894,36,521,1
4496,15496,1916,-161,471,0
4496,15496,1916,-161,471,0
4496,15496,1916,-161,471,0
4496,15496,1916,-161,471,0
4496,15496,1916,-161,471,0
4378,15499,2113,-971,37,-7
4378,15499,2113,-971,37,-7
4378,15499,2113,-971,37,-7
4378,15499,2113,-971,37,-7
4400,15516,2057,-772,-190,17
4400,15516,2057,-772,-190,17
4400,15516,2057,-772,-190,17
4400,15516,2057,-772,-190,17
4400,15516,2057,-772,-190,17
4423,15518,2016,-555,-147,-9
4423,15518,2016,-555,-147,-9
4423,15518,2016,-555,-147,-9
4423,15518,2016,-555,-147,-9
4427,15536,2033,-519,62,-20
4427,15536,2033,-519,62,-20
4427,15536,2033,-519,62,-20
4427,15536,2033,-519,62,-20
4427,15536,2033,-519,62,-20
4396,15585,1880,29,-219,147
4396,15585,1880,29,-219,147
4396,15585,1880,29,-219,147
4396,15585,1880,29,-219,147
4408,15580,1887,-16,-259,130
4408,15580,1887,-16,-259,130
4408,15580,1887,-16,-259,130
4408,15580,1887,-16,-259,130
4418,15585,1883,-33,-198,129
4451,15608,1896,-44,-138,100
4451,15608,1896,-44,-138,100
4451,15608,1896,-44,-138,100
4451,15608,1896,-44,-138,100
4470,15588,1907,-52,-90,83
4470,15588,1907,-52,-90,83
4470,15588,1907,-52,-90,83
4470,15588,1907,-52,-90,83
4468,15572,1907,-54,-64,82
4468,15572,1907,-54,-64,82
4468,15572,1907,-54,-64,82
4494,15570,1902,-60,-54,73
4494,15570,1902,-60,-54,73
4515,15573,1883,-62,-45,64
4515,15573,1883,-62,-45,64
4515,15573,1883,-62,-45,64
4515,15573,1883,-62,-45,64
4515,15573,1883,-62,-45,64
4529,15550,1870,-42,25,92
4529,15550,1870,-42,25,92
4529,15550,1870,-42,25,92
4529,15550,1870,-42,25,92
4560,15571,1872,-60,27,98
4560,15571,1872,-60,27,98
4560,15571,1872,-60,27,98
4524,15577,1815,48,117,38
4512,15603,1800,54,134,24
4512,15603,1800,54,134,24
4512,15603,1800,54,134,24
4512,15603,1800,54,134,24
4525,15587,1790,64,131,22
4525,15587,1790,64,131,22
4525,15587,1790,64,131,22
4525,15587,1790,64,131,22
4527,15568,1793,52,111,0
4500,15578,1782,58,120,-4
4500,15578,1782,58,120,-4
4500,15578,1782,58,120,-4
4500,15578,1782,58,120,-4
4500,15578,1782,58,120,-4
4500,15578,1782,58,120,-4
4496,15592,1738,64,136,12
4496,15592,1738,64,136,12
4496,15592,1738,64,136,12
4496,15592,1738,64,136,12
4496,15592,1738,64,136,12
4479,15587,1723,65,105,0
4479,15587,1723,65,105,0
4479,15587,1723,65,105,0
4479,15587,1723,65,105,0
