[(-14054, 4828, -7684), (-104, 157, 121)]
[(-14023, 4898, -7712), (-276, 216, 91)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14049, 4883, -7642), (-309, 113, -4)]
[(-14057, 4886, -7585), (-261, 52, -118)]
[(-14057, 4886, -7585), (-261, 52, -118)]
[(-14057, 4886, -7585), (-261, 52, -118)]
[(-14057, 4886, -7585), (-261, 52, -118)]
[(-14057, 4886, -7585), (-261, 52, -118)]
[(-14057, 4886, -7585), (-261, 52, -118)]
[(-14115, 4819, -7512), (-174, 51, -179)]
[(-14115, 4819, -7512), (-174, 51, -179)]
[(-14115, 4819, -7512), (-174, 51, -179)]
[(-14115, 4819, -7512), (-174, 51, -179)]
[(-14115, 4819, -7512), (-174, 51, -179)]
[(-14144, 4737, -7501), (-72, 155, -196)]
[(-14144, 4737, -7501), (-72, 155, -196)]
[(-14144, 4737, -7501), (-72, 155, -196)]
[(-14144, 4737, -7501), (-72, 155, -196)]
[(-14144, 4737, -7501), (-72, 155, -196)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14150, 4704, -7548), (28, 260, -54)]
[(-14120, 4746, -7586), (-50, 273, 45)]
[(-14120, 4746, -7586), (-50, 273, 45)]
[(-14120, 4746, -7586), (-50, 273, 45)]
[(-14120, 4746, -7586), (-50, 273, 45)]
[(-14120, 4746, -7586), (-50, 273, 45)]
[(-14115, 4734, -7610), (-187, 130, -23)]
[(-14115, 4734, -7610), (-187, 130, -23)]
[(-14115, 4734, -7610), (-187, 130, -23)]
[(-14115, 4734, -7610), (-187, 130, -23)]
[(-14115, 4734, -7610), (-187, 130, -23)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14130, 4707, -7551), (-197, 42, -78)]
[(-14164, 4691, -7516), (-181, 95, -95)]
[(-14164, 4691, -7516), (-181, 95, -95)]
[(-14164, 4691, -7516), (-181, 95, -95)]
[(-14157, 4692, -7499), (-160, 104, -13)]
[(-14157, 4692, -7499), (-160, 104, -13)]
[(-14157, 4692, -7499), (-160, 104, -13)]
[(-14157, 4692, -7499), (-160, 104, -13)]
[(-14157, 4692, -7499), (-160, 104, -13)]
[(-14157, 4692, -7499), (-160, 104, -13)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14180, 4694, -7456), (-182, 146, -18)]
[(-14194, 4677, -7446), (-125, 156, -36)]
[(-14194, 4677, -7446), (-125, 156, -36)]
[(-14194, 4677, -7446), (-125, 156, -36)]
[(-14194, 4677, -7446), (-125, 156, -36)]
[(-14194, 4677, -7446), (-125, 156, -36)]
[(-14186, 4673, -7446), (-91, 178, -46)]
[(-14186, 4673, -7446), (-91, 178, -46)]
[(-14186, 4673, -7446), (-91, 178, -46)]
[(-14186, 4673, -7446), (-91, 178, -46)]
[(-14186, 4673, -7446), (-91, 178, -46)]
[(-14186, 4673, -7446), (-91, 178, -46)]
