[(-13924, 4870, -7805), (-101, 147, -21)]
[(-13934, 4855, -7850), (-122, 174, -42)]
[(-13934, 4855, -7850), (-122, 174, -42)]
[(-13934, 4855, -7850), (-122, 174, -42)]
[(-13934, 4855, -7850), (-122, 174, -42)]
[(-13929, 4858, -7852), (-147, 126, -21)]
[(-13929, 4858, -7852), (-147, 126, -21)]
[(-13929, 4858, -7852), (-147, 126, -21)]
[(-13929, 4858, -7852), (-147, 126, -21)]
[(-13929, 4858, -7852), (-147, 126, -21)]
[(-13929, 4858, -7852), (-147, 126, -21)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13919, 4864, -7855), (-183, 151, -37)]
[(-13938, 4866, -7855), (-189, 134, -16)]
[(-13938, 4866, -7855), (-189, 134, -16)]
[(-13938, 4866, -7855), (-189, 134, -16)]
[(-13938, 4866, -7855), (-189, 134, -16)]
[(-13938, 4866, -7855), (-189, 134, -16)]
[(-13962, 4867, -7847), (-171, 160, -24)]
[(-13962, 4867, -7847), (-171, 160, -24)]
[(-13962, 4867, -7847), (-171, 160, -24)]
[(-13962, 4867, -7847), (-171, 160, -24)]
[(-13962, 4867, -7847), (-171, 160, -24)]
[(-13962, 4867, -7847), (-171, 160, -24)]
[(-13973, 4884, -7828), (-164, 112, 25)]
[(-13973, 4884, -7828), (-164, 112, 25)]
[(-13973, 4884, -7828), (-164, 112, 25)]
[(-13973, 4884, -7828), (-164, 112, 25)]
[(-13973, 4884, -7828), (-164, 112, 25)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13938, 4911, -7842), (-236, 201, 35)]
[(-13973, 4972, -7806), (-377, 100, -78)]
[(-13973, 4972, -7806), (-377, 100, -78)]
[(-13973, 4972, -7806), (-377, 100, -78)]
[(-13973, 4972, -7806), (-377, 100, -78)]
[(-13973, 4972, -7806), (-377, 100, -78)]
[(-13973, 4972, -7806), (-377, 100, -78)]
[(-14020, 4844, -7740), (-326, -14, -374)]
[(-14020, 4844, -7740), (-326, -14, -374)]
[(-14020, 4844, -7740), (-326, -14, -374)]
[(-14020, 4844, -7740), (-326, -14, -374)]
[(-14020, 4844, -7740), (-326, -14, -374)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14096, 4672, -7680), (-107, -2, -475)]
[(-14114, 4585, -7664), (128, 128, -330)]
[(-14114, 4585, -7664), (128, 128, -330)]
[(-14114, 4585, -7664), (128, 128, -330)]
[(-14114, 4585, -7664), (128, 128, -330)]
[(-14104, 4647, -7696), (-26, 216, -114)]
[(-14104, 4647, -7696), (-26, 216, -114)]
[(-14104, 4647, -7696), (-26, 216, -114)]
[(-14104, 4647, -7696), (-26, 216, -114)]
[(-14104, 4647, -7696), (-26, 216, -114)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14108, 4619, -7676), (-242, 242, -108)]
[(-14080, 4555, -7694), (-5, 274, -144)]
[(-14080, 4555, -7694), (-5, 274, -144)]
[(-14080, 4555, -7694), (-5, 274, -144)]
[(-14080, 4555, -7694), (-5, 274, -144)]
[(-14080, 4555, -7694), (-5, 274, -144)]
[(-14080, 4555, -7694), (-5, 274, -144)]
[(-14114, 4540, -7748), (77, 325, -91)]
[(-14114, 4540, -7748), (77, 325, -91)]
[(-14114, 4540, -7748), (77, 325, -91)]
[(-14114, 4540, -7748), (77, 325, -91)]
[(-14114, 4540, -7748), (77, 325, -91)]
