[(-15434, 2991, -4569), (-808, 841, 55)]
[(-15405, 3040, -4739), (-703, 850, 71)]
[(-15405, 3040, -4739), (-703, 850, 71)]
[(-15405, 3040, -4739), (-703, 850, 71)]
[(-15405, 3040, -4739), (-703, 850, 71)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15385, 3026, -4724), (-499, 414, 45)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15358, 3033, -4784), (-565, 466, 20)]
[(-15440, 3070, -4805), (-359, 245, -29)]
[(-15440, 3070, -4805), (-359, 245, -29)]
[(-15440, 3070, -4805), (-359, 245, -29)]
[(-15440, 3070, -4805), (-359, 245, -29)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15428, 3080, -4784), (-338, 287, -41)]
[(-15409, 3072, -4792), (-308, 269, -21)]
[(-15409, 3072, -4792), (-308, 269, -21)]
[(-15409, 3072, -4792), (-308, 269, -21)]
[(-15409, 3072, -4792), (-308, 269, -21)]
[(-15409, 3072, -4792), (-308, 269, -21)]
[(-15409, 3072, -4792), (-308, 269, -21)]
[(-15403, 3065, -4772), (-286, 242, -44)]
[(-15403, 3065, -4772), (-286, 242, -44)]
[(-15403, 3065, -4772), (-286, 242, -44)]
[(-15403, 3065, -4772), (-286, 242, -44)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15394, 3068, -4756), (-209, 270, -19)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15384, 3068, -4726), (-192, 263, 9)]
[(-15376, 3072, -4688), (-116, 216, 26)]
[(-15376, 3072, -4688), (-116, 216, 26)]
[(-15376, 3072, -4688), (-116, 216, 26)]
[(-15376, 3072, -4688), (-116, 216, 26)]
[(-15396, 3094, -4676), (119, 90, 46)]
[(-15396, 3094, -4676), (119, 90, 46)]
[(-15396, 3094, -4676), (119, 90, 46)]
[(-15396, 3094, -4676), (119, 90, 46)]
[(-15396, 3094, -4676), (119, 90, 46)]
