[(-15316, 3328, -4708), (-277, 142, -13)]
[(-15289, 3496, -4751), (-586, 646, 39)]
[(-15289, 3496, -4751), (-586, 646, 39)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15274, 3497, -4763), (-563, 589, 66)]
[(-15278, 3508, -4761), (-478, 549, 69)]
[(-15278, 3508, -4761), (-478, 549, 69)]
[(-15278, 3508, -4761), (-478, 549, 69)]
[(-15278, 3508, -4761), (-478, 549, 69)]
[(-15278, 3508, -4761), (-478, 549, 69)]
[(-15278, 3508, -4761), (-478, 549, 69)]
[(-15286, 3500, -4784), (-475, 492, 67)]
[(-15286, 3500, -4784), (-475, 492, 67)]
[(-15286, 3500, -4784), (-475, 492, 67)]
[(-15286, 3500, -4784), (-475, 492, 67)]
[(-15286, 3500, -4784), (-475, 492, 67)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15277, 3516, -4766), (-394, 381, 81)]
[(-15268, 3504, -4760), (-398, 339, 51)]
[(-15268, 3504, -4760), (-398, 339, 51)]
[(-15268, 3504, -4760), (-398, 339, 51)]
[(-15268, 3504, -4760), (-398, 339, 51)]
[(-15272, 3498, -4753), (-356, 316, 62)]
[(-15272, 3498, -4753), (-356, 316, 62)]
[(-15272, 3498, -4753), (-356, 316, 62)]
[(-15272, 3498, -4753), (-356, 316, 62)]
[(-15272, 3498, -4753), (-356, 316, 62)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15253, 3482, -4746), (-315, 334, 38)]
[(-15254, 3499, -4758), (-273, 327, 28)]
[(-15254, 3499, -4758), (-273, 327, 28)]
[(-15254, 3499, -4758), (-273, 327, 28)]
[(-15254, 3499, -4758), (-273, 327, 28)]
[(-15254, 3499, -4758), (-273, 327, 28)]
[(-15266, 3486, -4744), (-243, 311, 22)]
[(-15266, 3486, -4744), (-243, 311, 22)]
[(-15266, 3486, -4744), (-243, 311, 22)]
[(-15266, 3486, -4744), (-243, 311, 22)]
