[(-14551, 5398, -5763), (-102, 180, 61)]
[(-14545, 5390, -5779), (-113, 171, 15)]
[(-14545, 5390, -5779), (-113, 171, 15)]
[(-14545, 5390, -5779), (-113, 171, 15)]
[(-14545, 5390, -5779), (-113, 171, 15)]
[(-14545, 5390, -5779), (-113, 171, 15)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14570, 5370, -5775), (-97, 128, -3)]
[(-14579, 5368, -5780), (-142, 139, 10)]
[(-14579, 5368, -5780), (-142, 139, 10)]
[(-14579, 5368, -5780), (-142, 139, 10)]
[(-14579, 5368, -5780), (-142, 139, 10)]
[(-14579, 5368, -5780), (-142, 139, 10)]
[(-14586, 5349, -5753), (-274, 235, 2)]
[(-14586, 5349, -5753), (-274, 235, 2)]
[(-14586, 5349, -5753), (-274, 235, 2)]
[(-14586, 5349, -5753), (-274, 235, 2)]
[(-14586, 5349, -5753), (-274, 235, 2)]
[(-14586, 5349, -5753), (-274, 235, 2)]
[(-14555, 5358, -5749), (-500, 363, 30)]
[(-14555, 5358, -5749), (-500, 363, 30)]
[(-14555, 5358, -5749), (-500, 363, 30)]
[(-14555, 5358, -5749), (-500, 363, 30)]
[(-14555, 5358, -5749), (-500, 363, 30)]
[(-14555, 5358, -5749), (-500, 363, 30)]
[(-14536, 5381, -5751), (-772, 581, 114)]
[(-14536, 5381, -5751), (-772, 581, 114)]
[(-14536, 5381, -5751), (-772, 581, 114)]
[(-14536, 5381, -5751), (-772, 581, 114)]
[(-14536, 5381, -5751), (-772, 581, 114)]
[(-14536, 5381, -5751), (-772, 581, 114)]
[(-14507, 5432, -5781), (-884, 650, 166)]
[(-14507, 5432, -5781), (-884, 650, 166)]
[(-14507, 5432, -5781), (-884, 650, 166)]
[(-14507, 5432, -5781), (-884, 650, 166)]
[(-14507, 5432, -5781), (-884, 650, 166)]
[(-14512, 5499, -5823), (-798, 592, 144)]
[(-14512, 5499, -5823), (-798, 592, 144)]
[(-14512, 5499, -5823), (-798, 592, 144)]
[(-14512, 5499, -5823), (-798, 592, 144)]
[(-14512, 5499, -5823), (-798, 592, 144)]
[(-14512, 5499, -5823), (-798, 592, 144)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14470, 5586, -5844), (-687, 482, 103)]
[(-14456, 5629, -5851), (-528, 399, 71)]
[(-14456, 5629, -5851), (-528, 399, 71)]
[(-14456, 5629, -5851), (-528, 399, 71)]
[(-14456, 5629, -5851), (-528, 399, 71)]
[(-14456, 5629, -5851), (-528, 399, 71)]
[(-14456, 5629, -5851), (-528, 399, 71)]
[(-14445, 5661, -5891), (-309, 284, 4)]
[(-14445, 5661, -5891), (-309, 284, 4)]
[(-14445, 5661, -5891), (-309, 284, 4)]
[(-14445, 5661, -5891), (-309, 284, 4)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14432, 5658, -5893), (-92, 173, -54)]
[(-14433, 5621, -5868), (321, -88, -151)]
[(-14433, 5621, -5868), (321, -88, -151)]
[(-14433, 5621, -5868), (321, -88, -151)]
[(-14433, 5621, -5868), (321, -88, -151)]
[(-14474, 5524, -5873), (616, -287, -199)]
[(-14474, 5524, -5873), (616, -287, -199)]
[(-14474, 5524, -5873), (616, -287, -199)]
[(-14474, 5524, -5873), (616, -287, -199)]
[(-14474, 5524, -5873), (616, -287, -199)]
[(-14501, 5424, -5880), (511, -227, -177)]
[(-14501, 5424, -5880), (511, -227, -177)]
[(-14501, 5424, -5880), (511, -227, -177)]
[(-14501, 5424, -5880), (511, -227, -177)]
[(-14501, 5424, -5880), (511, -227, -177)]
[(-14501, 5424, -5880), (511, -227, -177)]
