accX,accY,accZ,gyrX,gyrY,gyrZ
971,16317,334,-187,60,-35
914,16315,371,-170,86,-63
914,16315,371,-170,86,-63
914,16315,371,-170,86,-63
914,16315,371,-170,86,-63
873,16298,363,-180,73,-43
873,16298,363,-180,73,-43
873,16298,363,-180,73,-43
873,16298,363,-180,73,-43
873,16298,363,-180,73,-43
873,16298,363,-180,73,-43
873,16298,363,-180,73,-43
827,16329,353,-199,49,-48
827,16329,353,-199,49,-48
847,16332,343,-206,58,-33
847,16332,343,-206,58,-33
847,16332,343,-206,58,-33
844,16315,358,-203,64,-11
844,16315,358,-203,64,-11
844,16315,358,-203,64,-11
844,16315,358,-203,64,-11
832,16313,389,-202,87,0
832,16313,389,-202,87,0
820,16340,411,-190,89,4
820,16340,411,-190,89,4
820,16340,411,-190,89,4
820,16340,411,-190,89,4
820,16340,411,-190,89,4
868,16315,463,-103,-96,80
868,16315,463,-103,-96,80
868,16315,463,-103,-96,80
868,16315,463,-103,-96,80
875,16304,446,-153,96,0
875,16304,446,-153,96,0
875,16304,446,-153,96,0
767,16163,44,148,-128,96
767,16163,44,148,-128,96
878,16265,94,296,-163,83
878,16265,94,296,-163,83
878,16265,94,296,-163,83
878,16265,94,296,-163,83
882,16288,183,198,-213,67
882,16288,183,198,-213,67
882,16288,183,198,-213,67
883,16300,253,84,-369,47
883,16300,253,84,-369,47
841,16290,312,-109,51,-32
841,16290,312,-109,51,-32
841,16290,312,-109,51,-32
841,16290,312,-109,51,-32
864,16270,394,-48,-14,95
864,16270,394,-48,-14,95
864,16270,394,-48,-14,95
838,16284,376,-45,66,52
838,16284,376,-45,66,52
837,16278,354,-48,142,12
837,16278,354,-48,142,12
837,16278,354,-48,142,12
837,16278,354,-48,142,12
838,16279,338,-41,149,-4
838,16279,338,-41,149,-4
865,16294,322,-82,181,13
865,16294,322,-82,181,13
865,16294,322,-82,181,13
865,16294,322,-82,181,13
865,16294,322,-82,181,13
825,16275,338,-41,168,19
825,16275,338,-41,168,19
825,16275,338,-41,168,19
825,16275,338,-41,168,19
825,16298,339,-67,155,-5
825,16298,339,-67,155,-5
825,16298,339,-67,155,-5
840,16307,332,-84,159,10
840,16307,332,-84,159,10
840,16307,332,-84,159,10
840,16307,332,-84,159,10
840,16307,332,-84,159,10
840,16307,332,-84,159,10
818,16303,319,-93,181,16
818,16303,319,-93,181,16
818,16303,319,-93,181,16
818,16303,319,-93,181,16
818,16303,319,-93,181,16
820,16302,338,-94,170,9
840,16317,324,-99,164,4
840,16317,324,-99,164,4
836,16345,310,-105,176,0
836,16345,310,-105,176,0
836,16345,310,-105,176,0
842,16332,331,-128,206,-9
842,16332,331,-128,206,-9
842,16332,331,-128,206,-9
842,16332,331,-128,206,-9
844,16327,348,-143,173,-24
844,16327,348,-143,173,-24
815,16318,324,-116,138,-2
815,16318,324,-116,138,-2
815,16318,324,-116,138,-2
784,16335,307,-74,119,32
784,16335,307,-74,119,32
784,16335,307,-74,119,32
784,16335,307,-74,119,32
805,16317,299,-68,98,32
805,16317,299,-68,98,32
801,16336,278,-82,93,25
801,16336,278,-82,93,25
801,16336,278,-82,93,25
764,16333,260,-77,114,9
764,16333,260,-77,114,9
