[(-14597, 5432, -5501), (-185, 218, 3)]
[(-14603, 5404, -5495), (-145, 229, 16)]
[(-14613, 5412, -5494), (-194, 238, 30)]
[(-14613, 5412, -5494), (-194, 238, 30)]
[(-14613, 5412, -5494), (-194, 238, 30)]
[(-14613, 5412, -5494), (-194, 238, 30)]
[(-14613, 5412, -5494), (-194, 238, 30)]
[(-14613, 5412, -5494), (-194, 238, 30)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14603, 5421, -5503), (-177, 220, 12)]
[(-14595, 5421, -5542), (-132, 211, -5)]
[(-14595, 5421, -5542), (-132, 211, -5)]
[(-14595, 5421, -5542), (-132, 211, -5)]
[(-14595, 5421, -5542), (-132, 211, -5)]
[(-14595, 5421, -5542), (-132, 211, -5)]
[(-14575, 5432, -5517), (-116, 210, 0)]
[(-14575, 5432, -5517), (-116, 210, 0)]
[(-14575, 5432, -5517), (-116, 210, 0)]
[(-14575, 5432, -5517), (-116, 210, 0)]
[(-14575, 5432, -5517), (-116, 210, 0)]
[(-14575, 5432, -5517), (-116, 210, 0)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14591, 5405, -5516), (-121, 207, -4)]
[(-14628, 5382, -5535), (-136, 192, 17)]
[(-14628, 5382, -5535), (-136, 192, 17)]
[(-14628, 5382, -5535), (-136, 192, 17)]
[(-14628, 5382, -5535), (-136, 192, 17)]
[(-14628, 5382, -5535), (-136, 192, 17)]
[(-14620, 5412, -5488), (-139, 176, 22)]
[(-14620, 5412, -5488), (-139, 176, 22)]
[(-14620, 5412, -5488), (-139, 176, 22)]
[(-14620, 5412, -5488), (-139, 176, 22)]
[(-14620, 5412, -5488), (-139, 176, 22)]
[(-14620, 5412, -5488), (-139, 176, 22)]
[(-14599, 5408, -5480), (-112, 187, 24)]
[(-14599, 5408, -5480), (-112, 187, 24)]
[(-14599, 5408, -5480), (-112, 187, 24)]
[(-14599, 5408, -5480), (-112, 187, 24)]
[(-14599, 5408, -5480), (-112, 187, 24)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5375, -5496), (-78, 168, 42)]
[(-14618, 5388, -5460), (15, 172, 49)]
[(-14618, 5388, -5460), (15, 172, 49)]
[(-14618, 5388, -5460), (15, 172, 49)]
[(-14618, 5388, -5460), (15, 172, 49)]
[(-14618, 5388, -5460), (15, 172, 49)]
[(-14618, 5388, -5460), (15, 172, 49)]
[(-14642, 5384, -5473), (85, 162, 58)]
[(-14642, 5384, -5473), (85, 162, 58)]
[(-14642, 5384, -5473), (85, 162, 58)]
[(-14642, 5384, -5473), (85, 162, 58)]
[(-14642, 5384, -5473), (85, 162, 58)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14626, 5372, -5490), (57, 159, 70)]
[(-14630, 5355, -5486), (145, 127, 63)]
[(-14630, 5355, -5486), (145, 127, 63)]
[(-14630, 5355, -5486), (145, 127, 63)]
[(-14630, 5355, -5486), (145, 127, 63)]
[(-14630, 5355, -5486), (145, 127, 63)]
[(-14630, 5355, -5486), (145, 127, 63)]
[(-14620, 5369, -5510), (177, 94, 53)]
[(-14620, 5369, -5510), (177, 94, 53)]
[(-14620, 5369, -5510), (177, 94, 53)]
[(-14620, 5369, -5510), (177, 94, 53)]
[(-14620, 5369, -5510), (177, 94, 53)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14635, 5385, -5546), (146, 133, 37)]
[(-14658, 5346, -5583), (114, 124, 31)]
[(-14658, 5346, -5583), (114, 124, 31)]
[(-14658, 5346, -5583), (114, 124, 31)]
[(-14658, 5346, -5583), (114, 124, 31)]
[(-14658, 5346, -5583), (114, 124, 31)]
[(-14658, 5346, -5583), (114, 124, 31)]
[(-14644, 5337, -5576), (53, 162, 24)]
[(-14644, 5337, -5576), (53, 162, 24)]
[(-14644, 5337, -5576), (53, 162, 24)]
[(-14644, 5337, -5576), (53, 162, 24)]
[(-14644, 5337, -5576), (53, 162, 24)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14630, 5324, -5577), (39, 153, 18)]
[(-14625, 5331, -5533), (14, 156, 31)]
[(-14625, 5331, -5533), (14, 156, 31)]
[(-14625, 5331, -5533), (14, 156, 31)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14613, 5309, -5518), (-20, 161, 25)]
[(-14617, 5328, -5504), (-128, 198, 4)]
[(-14617, 5328, -5504), (-128, 198, 4)]
[(-14617, 5328, -5504), (-128, 198, 4)]
[(-14617, 5328, -5504), (-128, 198, 4)]
[(-14617, 5328, -5504), (-128, 198, 4)]
[(-14617, 5328, -5504), (-128, 198, 4)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
[(-14642, 5314, -5510), (-220, 197, 0)]
