[(-15122, 5200, -3432), (-46, 263, 20)]
[(-15131, 5196, -3417), (-77, 245, 3)]
[(-15131, 5196, -3417), (-77, 245, 3)]
[(-15131, 5196, -3417), (-77, 245, 3)]
[(-15144, 5190, -3407), (-81, 241, 5)]
[(-15144, 5190, -3407), (-81, 241, 5)]
[(-15144, 5190, -3407), (-81, 241, 5)]
[(-15144, 5190, -3407), (-81, 241, 5)]
[(-15144, 5190, -3407), (-81, 241, 5)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15141, 5172, -3400), (-90, 242, 13)]
[(-15116, 5188, -3402), (-78, 243, 24)]
[(-15116, 5188, -3402), (-78, 243, 24)]
[(-15116, 5188, -3402), (-78, 243, 24)]
[(-15116, 5188, -3402), (-78, 243, 24)]
[(-15116, 5188, -3402), (-78, 243, 24)]
[(-15116, 5188, -3402), (-78, 243, 24)]
[(-15133, 5204, -3413), (-74, 248, 24)]
[(-15133, 5204, -3413), (-74, 248, 24)]
[(-15133, 5204, -3413), (-74, 248, 24)]
[(-15133, 5204, -3413), (-74, 248, 24)]
[(-15133, 5204, -3413), (-74, 248, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15171, 5181, -3400), (-71, 258, 24)]
[(-15176, 5187, -3384), (-87, 261, 25)]
[(-15176, 5187, -3384), (-87, 261, 25)]
[(-15176, 5187, -3384), (-87, 261, 25)]
[(-15176, 5187, -3384), (-87, 261, 25)]
[(-15176, 5187, -3384), (-87, 261, 25)]
[(-15186, 5184, -3384), (-78, 256, 4)]
[(-15186, 5184, -3384), (-78, 256, 4)]
[(-15186, 5184, -3384), (-78, 256, 4)]
[(-15186, 5184, -3384), (-78, 256, 4)]
[(-15186, 5184, -3384), (-78, 256, 4)]
[(-15172, 5168, -3372), (-77, 254, 0)]
[(-15172, 5168, -3372), (-77, 254, 0)]
[(-15172, 5168, -3372), (-77, 254, 0)]
[(-15172, 5168, -3372), (-77, 254, 0)]
[(-15172, 5168, -3372), (-77, 254, 0)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15164, 5165, -3404), (-55, 256, 36)]
[(-15142, 5166, -3386), (-64, 253, 51)]
[(-15142, 5166, -3386), (-64, 253, 51)]
[(-15142, 5166, -3386), (-64, 253, 51)]
[(-15142, 5166, -3386), (-64, 253, 51)]
[(-15142, 5166, -3386), (-64, 253, 51)]
[(-15118, 5181, -3375), (-89, 256, 40)]
[(-15118, 5181, -3375), (-89, 256, 40)]
[(-15118, 5181, -3375), (-89, 256, 40)]
[(-15118, 5181, -3375), (-89, 256, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15143, 5197, -3372), (-70, 238, 40)]
[(-15131, 5214, -3372), (-62, 244, 13)]
[(-15131, 5214, -3372), (-62, 244, 13)]
[(-15131, 5214, -3372), (-62, 244, 13)]
[(-15131, 5214, -3372), (-62, 244, 13)]
[(-15131, 5214, -3372), (-62, 244, 13)]
[(-15180, 5208, -3375), (-52, 237, 5)]
[(-15180, 5208, -3375), (-52, 237, 5)]
[(-15180, 5208, -3375), (-52, 237, 5)]
[(-15180, 5208, -3375), (-52, 237, 5)]
[(-15180, 5208, -3375), (-52, 237, 5)]
[(-15180, 5208, -3375), (-52, 237, 5)]
[(-15182, 5196, -3360), (-33, 221, 19)]
[(-15182, 5196, -3360), (-33, 221, 19)]
[(-15182, 5196, -3360), (-33, 221, 19)]
[(-15182, 5196, -3360), (-33, 221, 19)]
[(-15182, 5196, -3360), (-33, 221, 19)]
