[(-14304, 5666, -6391), (-118, 289, 32)]
[(-14274, 5627, -6436), (-113, 269, 27)]
[(-14274, 5627, -6436), (-113, 269, 27)]
[(-14274, 5627, -6436), (-113, 269, 27)]
[(-14274, 5627, -6436), (-113, 269, 27)]
[(-14274, 5627, -6436), (-113, 269, 27)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14268, 5638, -6430), (-116, 299, 34)]
[(-14255, 5640, -6413), (-30, 202, 40)]
[(-14255, 5640, -6413), (-30, 202, 40)]
[(-14255, 5640, -6413), (-30, 202, 40)]
[(-14255, 5640, -6413), (-30, 202, 40)]
[(-14255, 5640, -6413), (-30, 202, 40)]
[(-14255, 5640, -6413), (-30, 202, 40)]
[(-14269, 5659, -6426), (46, 180, 62)]
[(-14269, 5659, -6426), (46, 180, 62)]
[(-14269, 5659, -6426), (46, 180, 62)]
[(-14269, 5659, -6426), (46, 180, 62)]
[(-14269, 5659, -6426), (46, 180, 62)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14259, 5635, -6464), (23, 209, 31)]
[(-14276, 5649, -6444), (105, 208, -22)]
[(-14276, 5649, -6444), (105, 208, -22)]
[(-14276, 5649, -6444), (105, 208, -22)]
[(-14276, 5649, -6444), (105, 208, -22)]
[(-14276, 5649, -6444), (105, 208, -22)]
[(-14276, 5649, -6444), (105, 208, -22)]
[(-14260, 5605, -6437), (38, 263, -17)]
[(-14260, 5605, -6437), (38, 263, -17)]
[(-14260, 5605, -6437), (38, 263, -17)]
[(-14260, 5605, -6437), (38, 263, -17)]
[(-14260, 5605, -6437), (38, 263, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14288, 5622, -6437), (3, 321, -17)]
[(-14272, 5592, -6464), (-49, 352, -32)]
[(-14272, 5592, -6464), (-49, 352, -32)]
[(-14272, 5592, -6464), (-49, 352, -32)]
[(-14272, 5592, -6464), (-49, 352, -32)]
[(-14272, 5592, -6464), (-49, 352, -32)]
[(-14272, 5592, -6464), (-49, 352, -32)]
[(-14383, 5612, -6494), (-136, 349, 1)]
[(-14383, 5612, -6494), (-136, 349, 1)]
[(-14383, 5612, -6494), (-136, 349, 1)]
[(-14383, 5612, -6494), (-136, 349, 1)]
[(-14383, 5612, -6494), (-136, 349, 1)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14181, 5610, -6559), (-142, 485, -89)]
[(-14127, 5528, -6632), (-165, 461, -147)]
