accX,accY,accZ,gyrX,gyrY,gyrZ
-14822,2889,-7028,-125,258,7
-14821,2882,-7031,-120,281,11
-14821,2882,-7031,-120,281,11
-14821,2882,-7031,-120,281,11
-14821,2882,-7031,-120,281,11
-14826,2877,-7052,-130,256,14
-14826,2877,-7052,-130,256,14
-14826,2877,-7052,-130,256,14
-14826,2877,-7052,-130,256,14
-14826,2877,-7052,-130,256,14
-14826,2877,-7052,-130,256,14
-14826,2871,-7051,-154,243,27
-14826,2871,-7051,-154,243,27
-14826,2871,-7051,-154,243,27
-14826,2871,-7051,-154,243,27
-14826,2871,-7051,-154,243,27
-14826,2871,-7051,-154,243,27
-14826,2871,-7051,-154,243,27
-14808,2869,-7035,-160,228,28
-14808,2869,-7035,-160,228,28
-14808,2869,-7035,-160,228,28
-14808,2869,-7035,-160,228,28
-14808,2869,-7035,-160,228,28
-14840,2853,-7041,-131,227,42
-14840,2853,-7041,-131,227,42
-14840,2853,-7041,-131,227,42
-14840,2853,-7041,-131,227,42
-14840,2853,-7041,-131,227,42
-14840,2853,-7041,-131,227,42
-14824,2868,-7024,-23,190,64
-14824,2868,-7024,-23,190,64
-14824,2868,-7024,-23,190,64
-14824,2868,-7024,-23,190,64
-14824,2868,-7024,-23,190,64
-14824,2868,-7024,-23,190,64
-14824,2868,-7024,-23,190,64
-14826,2830,-7038,112,160,125
-14826,2830,-7038,112,160,125
-14826,2830,-7038,112,160,125
-14826,2830,-7038,112,160,125
-14826,2830,-7038,112,160,125
-14789,2830,-7072,63,195,101
-14789,2830,-7072,63,195,101
-14789,2830,-7072,63,195,101
-14789,2830,-7072,63,195,101
-14789,2830,-7072,63,195,101
-14789,2830,-7072,63,195,101
-14799,2836,-7065,47,222,83
-14799,2836,-7065,47,222,83
-14799,2836,-7065,47,222,83
-14799,2836,-7065,47,222,83
-14799,2836,-7065,47,222,83
-14799,2836,-7065,47,222,83
-14799,2836,-7065,47,222,83
-14811,2872,-7087,-67,307,38
-14811,2872,-7087,-67,307,38
-14811,2872,-7087,-67,307,38
-14811,2872,-7087,-67,307,38
-14811,2872,-7087,-67,307,38
-14811,2872,-7087,-67,307,38
-14799,2896,-7079,-99,339,26
-14799,2896,-7079,-99,339,26
-14799,2896,-7079,-99,339,26
-14799,2896,-7079,-99,339,26
-14799,2896,-7079,-99,339,26
-14813,2882,-7056,-153,336,12
-14813,2882,-7056,-153,336,12
-14813,2882,-7056,-153,336,12
-14813,2882,-7056,-153,336,12
-14813,2882,-7056,-153,336,12
-14813,2882,-7056,-153,336,12
-14813,2882,-7056,-153,336,12
-14824,2895,-7060,-153,309,8
-14824,2895,-7060,-153,309,8
-14824,2895,-7060,-153,309,8
-14824,2895,-7060,-153,309,8
-14824,2895,-7060,-153,309,8
-14842,2884,-7065,-107,278,27
-14842,2884,-7065,-107,278,27
-14842,2884,-7065,-107,278,27
-14842,2884,-7065,-107,278,27
-14842,2884,-7065,-107,278,27
-14842,2884,-7065,-107,278,27
-14854,2890,-7092,-115,270,34
-14854,2890,-7092,-115,270,34
-14854,2890,-7092,-115,270,34
-14854,2890,-7092,-115,270,34
-14854,2890,-7092,-115,270,34
-14854,2890,-7092,-115,270,34
-14854,2890,-7092,-115,270,34
-14827,2893,-7089,-118,252,39
-14827,2893,-7089,-118,252,39
-14827,2893,-7089,-118,252,39
-14827,2893,-7089,-118,252,39
-14824,2895,-7097,-94,265,37
-14824,2895,-7097,-94,265,37
-14824,2895,-7097,-94,265,37
-14824,2895,-7097,-94,265,37
-14824,2895,-7097,-94,265,37
-14824,2895,-7097,-94,265,37
-14827,2900,-7064,-97,278,35
-14827,2900,-7064,-97,278,35
-14827,2900,-7064,-97,278,35
-14827,2900,-7064,-97,278,35
-14827,2900,-7064,-97,278,35
-14827,2900,-7064,-97,278,35
-14827,2900,-7064,-97,278,35
-14823,2898,-7073,-80,273,26
-14823,2898,-7073,-80,273,26
-14823,2898,-7073,-80,273,26
-14823,2898,-7073,-80,273,26
-14823,2898,-7073,-80,273,26
-14817,2891,-7091,-79,255,23
-14817,2891,-7091,-79,255,23
-14817,2891,-7091,-79,255,23
-14817,2891,-7091,-79,255,23
-14817,2891,-7091,-79,255,23
-14817,2891,-7091,-79,255,23
