[(-15799, 764, -4298), (-28, 168, -2)]
[(-15791, 761, -4297), (-52, 161, 2)]
[(-15791, 761, -4297), (-52, 161, 2)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15803, 762, -4315), (-25, 164, 46)]
[(-15822, 747, -4280), (-57, 160, 30)]
[(-15822, 747, -4280), (-57, 160, 30)]
[(-15822, 747, -4280), (-57, 160, 30)]
[(-15822, 747, -4280), (-57, 160, 30)]
[(-15820, 747, -4288), (-87, 174, 26)]
[(-15820, 747, -4288), (-87, 174, 26)]
[(-15820, 747, -4288), (-87, 174, 26)]
[(-15820, 747, -4288), (-87, 174, 26)]
[(-15820, 747, -4288), (-87, 174, 26)]
[(-15820, 747, -4288), (-87, 174, 26)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15837, 761, -4254), (-205, 240, 5)]
[(-15828, 746, -4348), (-872, 776, 84)]
[(-15828, 746, -4348), (-872, 776, 84)]
[(-15828, 746, -4348), (-872, 776, 84)]
[(-15828, 746, -4348), (-872, 776, 84)]
[(-15828, 746, -4348), (-872, 776, 84)]
[(-15782, 786, -4436), (-1261, 886, 217)]
[(-15782, 786, -4436), (-1261, 886, 217)]
[(-15782, 786, -4436), (-1261, 886, 217)]
[(-15782, 786, -4436), (-1261, 886, 217)]
[(-15782, 786, -4436), (-1261, 886, 217)]
[(-15782, 786, -4436), (-1261, 886, 217)]
[(-15744, 876, -4581), (-1171, 939, 339)]
[(-15744, 876, -4581), (-1171, 939, 339)]
[(-15744, 876, -4581), (-1171, 939, 339)]
[(-15744, 876, -4581), (-1171, 939, 339)]
[(-15744, 876, -4581), (-1171, 939, 339)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15668, 1038, -4703), (-862, 988, 373)]
[(-15613, 1151, -4868), (-526, 803, 336)]
[(-15613, 1151, -4868), (-526, 803, 336)]
[(-15613, 1151, -4868), (-526, 803, 336)]
[(-15613, 1151, -4868), (-526, 803, 336)]
[(-15613, 1151, -4868), (-526, 803, 336)]
[(-15613, 1151, -4868), (-526, 803, 336)]
[(-15584, 1244, -5003), (-300, 568, 225)]
[(-15584, 1244, -5003), (-300, 568, 225)]
[(-15584, 1244, -5003), (-300, 568, 225)]
[(-15584, 1244, -5003), (-300, 568, 225)]
[(-15584, 1244, -5003), (-300, 568, 225)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15553, 1286, -5052), (-341, 442, 148)]
[(-15548, 1278, -4999), (-100, 230, 70)]
[(-15548, 1278, -4999), (-100, 230, 70)]
[(-15548, 1278, -4999), (-100, 230, 70)]
[(-15548, 1278, -4999), (-100, 230, 70)]
[(-15548, 1278, -4999), (-100, 230, 70)]
[(-15548, 1278, -4999), (-100, 230, 70)]
[(-15574, 1256, -4801), (1339, -563, -161)]
[(-15574, 1256, -4801), (1339, -563, -161)]
[(-15574, 1256, -4801), (1339, -563, -161)]
[(-15574, 1256, -4801), (1339, -563, -161)]
[(-15574, 1256, -4801), (1339, -563, -161)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15780, 1256, -4887), (2544, -1101, -166)]
[(-15789, 1161, -4816), (2328, -1258, -108)]
[(-15789, 1161, -4816), (2328, -1258, -108)]
[(-15789, 1161, -4816), (2328, -1258, -108)]
[(-15789, 1161, -4816), (2328, -1258, -108)]
[(-15789, 1161, -4816), (2328, -1258, -108)]
[(-15789, 1161, -4816), (2328, -1258, -108)]
[(-15824, 1093, -4677), (1942, -784, -261)]
[(-15824, 1093, -4677), (1942, -784, -261)]
[(-15824, 1093, -4677), (1942, -784, -261)]
[(-15824, 1093, -4677), (1942, -784, -261)]
[(-15824, 1093, -4677), (1942, -784, -261)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1093, -4621), (724, -474, -316)]
[(-15829, 1006, -4568), (408, -260, -298)]
[(-15829, 1006, -4568), (408, -260, -298)]
[(-15829, 1006, -4568), (408, -260, -298)]
[(-15829, 1006, -4568), (408, -260, -298)]
[(-15829, 1006, -4568), (408, -260, -298)]
[(-15829, 1006, -4568), (408, -260, -298)]
[(-15818, 935, -4537), (265, -195, -212)]
[(-15818, 935, -4537), (265, -195, -212)]
[(-15818, 935, -4537), (265, -195, -212)]
[(-15818, 935, -4537), (265, -195, -212)]
[(-15818, 935, -4537), (265, -195, -212)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15823, 851, -4484), (162, -185, -95)]
[(-15798, 883, -4427), (-46, -129, 2)]
[(-15798, 883, -4427), (-46, -129, 2)]
[(-15798, 883, -4427), (-46, -129, 2)]
[(-15798, 883, -4427), (-46, -129, 2)]
[(-15798, 883, -4427), (-46, -129, 2)]
[(-15798, 883, -4427), (-46, -129, 2)]
[(-15776, 928, -4368), (-52, 1, 145)]
[(-15776, 928, -4368), (-52, 1, 145)]
[(-15776, 928, -4368), (-52, 1, 145)]
[(-15776, 928, -4368), (-52, 1, 145)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15769, 828, -4344), (44, 215, 166)]
[(-15757, 847, -4414), (134, 235, 139)]
[(-15757, 847, -4414), (134, 235, 139)]
[(-15757, 847, -4414), (134, 235, 139)]
[(-15757, 847, -4414), (134, 235, 139)]
[(-15757, 847, -4414), (134, 235, 139)]
[(-15757, 847, -4414), (134, 235, 139)]
[(-15741, 964, -4456), (116, 171, 183)]
[(-15741, 964, -4456), (116, 171, 183)]
[(-15741, 964, -4456), (116, 171, 183)]
[(-15741, 964, -4456), (116, 171, 183)]
[(-15741, 964, -4456), (116, 171, 183)]
[(-15919, 972, -4500), (227, 228, -50)]
[(-15919, 972, -4500), (227, 228, -50)]
[(-15919, 972, -4500), (227, 228, -50)]
[(-15919, 972, -4500), (227, 228, -50)]
[(-15919, 972, -4500), (227, 228, -50)]
[(-15919, 972, -4500), (227, 228, -50)]
