[(-14615, 6650, -3259), (-35, 227, -36)]
[(-14619, 6628, -3261), (-20, 194, 0)]
[(-14619, 6628, -3261), (-20, 194, 0)]
[(-14619, 6628, -3261), (-20, 194, 0)]
[(-14619, 6628, -3261), (-20, 194, 0)]
[(-14619, 6628, -3261), (-20, 194, 0)]
[(-14608, 6646, -3274), (-26, 168, 28)]
[(-14608, 6646, -3274), (-26, 168, 28)]
[(-14608, 6646, -3274), (-26, 168, 28)]
[(-14608, 6646, -3274), (-26, 168, 28)]
[(-14608, 6646, -3274), (-26, 168, 28)]
[(-14595, 6667, -3276), (-46, 174, 14)]
[(-14595, 6667, -3276), (-46, 174, 14)]
[(-14595, 6667, -3276), (-46, 174, 14)]
[(-14595, 6667, -3276), (-46, 174, 14)]
[(-14595, 6667, -3276), (-46, 174, 14)]
[(-14595, 6667, -3276), (-46, 174, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14595, 6667, -3263), (-51, 160, 14)]
[(-14593, 6676, -3242), (-65, 150, 29)]
[(-14593, 6676, -3242), (-65, 150, 29)]
[(-14593, 6676, -3242), (-65, 150, 29)]
[(-14593, 6676, -3242), (-65, 150, 29)]
[(-14593, 6676, -3242), (-65, 150, 29)]
[(-14595, 6679, -3238), (-93, 179, 20)]
[(-14595, 6679, -3238), (-93, 179, 20)]
[(-14595, 6679, -3238), (-93, 179, 20)]
[(-14595, 6679, -3238), (-93, 179, 20)]
[(-14595, 6679, -3238), (-93, 179, 20)]
[(-14595, 6679, -3238), (-93, 179, 20)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14570, 6690, -3271), (-152, 166, 12)]
[(-14560, 6676, -3285), (-172, 165, -3)]
[(-14560, 6676, -3285), (-172, 165, -3)]
[(-14560, 6676, -3285), (-172, 165, -3)]
[(-14560, 6676, -3285), (-172, 165, -3)]
[(-14560, 6676, -3285), (-172, 165, -3)]
[(-14578, 6664, -3275), (-193, 158, -27)]
[(-14578, 6664, -3275), (-193, 158, -27)]
[(-14578, 6664, -3275), (-193, 158, -27)]
[(-14578, 6664, -3275), (-193, 158, -27)]
[(-14578, 6664, -3275), (-193, 158, -27)]
[(-14578, 6664, -3275), (-193, 158, -27)]
[(-14590, 6676, -3274), (-208, 167, -32)]
[(-14590, 6676, -3274), (-208, 167, -32)]
[(-14590, 6676, -3274), (-208, 167, -32)]
[(-14590, 6676, -3274), (-208, 167, -32)]
[(-14590, 6676, -3274), (-208, 167, -32)]
[(-14590, 6676, -3274), (-208, 167, -32)]
[(-14608, 6676, -3231), (-221, 184, -6)]
[(-14608, 6676, -3231), (-221, 184, -6)]
[(-14608, 6676, -3231), (-221, 184, -6)]
[(-14608, 6676, -3231), (-221, 184, -6)]
[(-14608, 6676, -3231), (-221, 184, -6)]
[(-14596, 6688, -3225), (-175, 185, -6)]
[(-14596, 6688, -3225), (-175, 185, -6)]
[(-14596, 6688, -3225), (-175, 185, -6)]
[(-14596, 6688, -3225), (-175, 185, -6)]
[(-14596, 6688, -3225), (-175, 185, -6)]
[(-14596, 6688, -3225), (-175, 185, -6)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14628, 6671, -3214), (-124, 166, -5)]
[(-14619, 6653, -3204), (-88, 165, 0)]
[(-14619, 6653, -3204), (-88, 165, 0)]
[(-14619, 6653, -3204), (-88, 165, 0)]
[(-14619, 6653, -3204), (-88, 165, 0)]
[(-14619, 6653, -3204), (-88, 165, 0)]
