[(-14373, 6642, -4419), (-140, 88, 76)]
[(-14357, 6719, -4200), (102, 242, 70)]
[(-14357, 6719, -4200), (102, 242, 70)]
[(-14357, 6719, -4200), (102, 242, 70)]
[(-14362, 6709, -4271), (88, 190, 77)]
[(-14362, 6709, -4271), (88, 190, 77)]
[(-14362, 6709, -4271), (88, 190, 77)]
[(-14362, 6709, -4271), (88, 190, 77)]
[(-14362, 6709, -4271), (88, 190, 77)]
[(-14362, 6709, -4271), (88, 190, 77)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14333, 6694, -4328), (45, 179, 71)]
[(-14336, 6688, -4378), (0, 144, 56)]
[(-14336, 6688, -4378), (0, 144, 56)]
[(-14336, 6688, -4378), (0, 144, 56)]
[(-14336, 6688, -4378), (0, 144, 56)]
[(-14336, 6688, -4378), (0, 144, 56)]
[(-14359, 6718, -4343), (-129, 38, 65)]
[(-14359, 6718, -4343), (-129, 38, 65)]
[(-14359, 6718, -4343), (-129, 38, 65)]
[(-14359, 6718, -4343), (-129, 38, 65)]
[(-14359, 6718, -4343), (-129, 38, 65)]
[(-14359, 6718, -4343), (-129, 38, 65)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14352, 6696, -4365), (-201, -10, 50)]
[(-14341, 6719, -4364), (-306, 65, 9)]
[(-14341, 6719, -4364), (-306, 65, 9)]
[(-14341, 6719, -4364), (-306, 65, 9)]
[(-14341, 6719, -4364), (-306, 65, 9)]
[(-14341, 6719, -4364), (-306, 65, 9)]
[(-14341, 6719, -4364), (-306, 65, 9)]
[(-14396, 6707, -4326), (-315, 42, -30)]
[(-14396, 6707, -4326), (-315, 42, -30)]
[(-14396, 6707, -4326), (-315, 42, -30)]
[(-14396, 6707, -4326), (-315, 42, -30)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14380, 6721, -4292), (-325, 60, -70)]
[(-14476, 6651, -4253), (-232, 58, -95)]
[(-14476, 6651, -4253), (-232, 58, -95)]
[(-14476, 6651, -4253), (-232, 58, -95)]
[(-14476, 6651, -4253), (-232, 58, -95)]
[(-14476, 6651, -4253), (-232, 58, -95)]
[(-14476, 6651, -4253), (-232, 58, -95)]
[(-14440, 6665, -4307), (-178, 12, -10)]
[(-14440, 6665, -4307), (-178, 12, -10)]
[(-14440, 6665, -4307), (-178, 12, -10)]
[(-14440, 6665, -4307), (-178, 12, -10)]
[(-14440, 6665, -4307), (-178, 12, -10)]
[(-14436, 6626, -4238), (-273, 125, -22)]
[(-14436, 6626, -4238), (-273, 125, -22)]
[(-14436, 6626, -4238), (-273, 125, -22)]
[(-14436, 6626, -4238), (-273, 125, -22)]
[(-14436, 6626, -4238), (-273, 125, -22)]
