[(-14570, 6448, -4291), (-45, 261, -93)]
[(-14516, 6441, -4205), (-405, 496, -244)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14543, 6382, -4216), (-488, 640, -217)]
[(-14547, 6340, -4305), (-419, 628, -157)]
[(-14547, 6340, -4305), (-419, 628, -157)]
[(-14547, 6340, -4305), (-419, 628, -157)]
[(-14547, 6340, -4305), (-419, 628, -157)]
[(-14547, 6340, -4305), (-419, 628, -157)]
[(-14547, 6340, -4305), (-419, 628, -157)]
[(-14547, 6346, -4394), (-374, 552, -99)]
[(-14547, 6346, -4394), (-374, 552, -99)]
[(-14547, 6346, -4394), (-374, 552, -99)]
[(-14547, 6346, -4394), (-374, 552, -99)]
[(-14547, 6346, -4394), (-374, 552, -99)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14531, 6363, -4442), (-379, 453, -54)]
[(-14529, 6378, -4502), (-370, 373, -29)]
[(-14529, 6378, -4502), (-370, 373, -29)]
[(-14529, 6378, -4502), (-370, 373, -29)]
[(-14529, 6378, -4502), (-370, 373, -29)]
[(-14529, 6378, -4502), (-370, 373, -29)]
[(-14529, 6378, -4502), (-370, 373, -29)]
[(-14544, 6337, -4526), (-247, 318, -32)]
[(-14544, 6337, -4526), (-247, 318, -32)]
[(-14544, 6337, -4526), (-247, 318, -32)]
[(-14544, 6337, -4526), (-247, 318, -32)]
[(-14544, 6337, -4526), (-247, 318, -32)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14525, 6327, -4566), (-65, 144, -27)]
[(-14522, 6332, -4572), (-94, 134, -36)]
[(-14522, 6332, -4572), (-94, 134, -36)]
[(-14522, 6332, -4572), (-94, 134, -36)]
[(-14522, 6332, -4572), (-94, 134, -36)]
[(-14522, 6332, -4572), (-94, 134, -36)]
[(-14522, 6332, -4572), (-94, 134, -36)]
[(-14528, 6342, -4538), (-83, -15, -55)]
[(-14528, 6342, -4538), (-83, -15, -55)]
[(-14528, 6342, -4538), (-83, -15, -55)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14560, 6340, -4465), (-178, -16, -54)]
[(-14576, 6336, -4420), (-176, 11, -44)]
[(-14576, 6336, -4420), (-176, 11, -44)]
[(-14576, 6336, -4420), (-176, 11, -44)]
[(-14576, 6336, -4420), (-176, 11, -44)]
[(-14576, 6336, -4420), (-176, 11, -44)]
[(-14564, 6338, -4384), (-126, -5, -79)]
[(-14564, 6338, -4384), (-126, -5, -79)]
[(-14564, 6338, -4384), (-126, -5, -79)]
[(-14564, 6338, -4384), (-126, -5, -79)]
[(-14564, 6338, -4384), (-126, -5, -79)]
[(-14585, 6321, -4359), (-161, 51, -146)]
[(-14585, 6321, -4359), (-161, 51, -146)]
[(-14585, 6321, -4359), (-161, 51, -146)]
[(-14585, 6321, -4359), (-161, 51, -146)]
[(-14585, 6321, -4359), (-161, 51, -146)]
