[(-15265, 1789, -6008), (-97, 259, -4)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15289, 1773, -6065), (-95, 243, -10)]
[(-15288, 1741, -6083), (-107, 228, 1)]
[(-15288, 1741, -6083), (-107, 228, 1)]
[(-15288, 1741, -6083), (-107, 228, 1)]
[(-15288, 1741, -6083), (-107, 228, 1)]
[(-15288, 1741, -6083), (-107, 228, 1)]
[(-15288, 1741, -6083), (-107, 228, 1)]
[(-15308, 1741, -6016), (-137, 209, 9)]
[(-15308, 1741, -6016), (-137, 209, 9)]
[(-15308, 1741, -6016), (-137, 209, 9)]
[(-15308, 1741, -6016), (-137, 209, 9)]
[(-15308, 1741, -6016), (-137, 209, 9)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15284, 1740, -6003), (-191, 211, 7)]
[(-15278, 1739, -6000), (-198, 182, 19)]
[(-15278, 1739, -6000), (-198, 182, 19)]
[(-15278, 1739, -6000), (-198, 182, 19)]
[(-15278, 1739, -6000), (-198, 182, 19)]
[(-15278, 1739, -6000), (-198, 182, 19)]
[(-15272, 1772, -6010), (-194, 160, 50)]
[(-15272, 1772, -6010), (-194, 160, 50)]
[(-15272, 1772, -6010), (-194, 160, 50)]
[(-15272, 1772, -6010), (-194, 160, 50)]
[(-15272, 1772, -6010), (-194, 160, 50)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15278, 1775, -6041), (-209, 174, 48)]
[(-15306, 1724, -6062), (-124, 173, 55)]
[(-15306, 1724, -6062), (-124, 173, 55)]
[(-15306, 1724, -6062), (-124, 173, 55)]
[(-15306, 1724, -6062), (-124, 173, 55)]
[(-15306, 1724, -6062), (-124, 173, 55)]
[(-15306, 1724, -6062), (-124, 173, 55)]
[(-15323, 1748, -6051), (-132, 139, 46)]
[(-15323, 1748, -6051), (-132, 139, 46)]
[(-15323, 1748, -6051), (-132, 139, 46)]
[(-15323, 1748, -6051), (-132, 139, 46)]
[(-15323, 1748, -6051), (-132, 139, 46)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15330, 1746, -6007), (-159, 114, 58)]
[(-15334, 1772, -5987), (-120, 87, 100)]
[(-15334, 1772, -5987), (-120, 87, 100)]
[(-15334, 1772, -5987), (-120, 87, 100)]
[(-15344, 1824, -5961), (-156, 39, 108)]
[(-15344, 1824, -5961), (-156, 39, 108)]
[(-15344, 1824, -5961), (-156, 39, 108)]
[(-15344, 1824, -5961), (-156, 39, 108)]
[(-15344, 1824, -5961), (-156, 39, 108)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15332, 1832, -5937), (-115, 55, 124)]
[(-15342, 1874, -5919), (-158, 79, 87)]
[(-15342, 1874, -5919), (-158, 79, 87)]
[(-15342, 1874, -5919), (-158, 79, 87)]
[(-15342, 1874, -5919), (-158, 79, 87)]
[(-15342, 1874, -5919), (-158, 79, 87)]
[(-15342, 1874, -5919), (-158, 79, 87)]
[(-15319, 1882, -5936), (-136, 98, 47)]
[(-15319, 1882, -5936), (-136, 98, 47)]
[(-15319, 1882, -5936), (-136, 98, 47)]
[(-15319, 1882, -5936), (-136, 98, 47)]
[(-15319, 1882, -5936), (-136, 98, 47)]
[(-15336, 1887, -5908), (-110, 112, 26)]
