[(-15309, 470, -6271), (-127, 143, 31)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15340, 476, -6248), (-135, 133, 21)]
[(-15356, 482, -6216), (-116, 156, 26)]
[(-15356, 482, -6216), (-116, 156, 26)]
[(-15356, 482, -6216), (-116, 156, 26)]
[(-15356, 482, -6216), (-116, 156, 26)]
[(-15356, 482, -6216), (-116, 156, 26)]
[(-15356, 482, -6216), (-116, 156, 26)]
[(-15373, 486, -6207), (-135, 175, 19)]
[(-15373, 486, -6207), (-135, 175, 19)]
[(-15373, 486, -6207), (-135, 175, 19)]
[(-15373, 486, -6207), (-135, 175, 19)]
[(-15373, 486, -6207), (-135, 175, 19)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15386, 485, -6156), (-168, 81, 40)]
[(-15374, 493, -6153), (-213, 70, 26)]
[(-15374, 493, -6153), (-213, 70, 26)]
[(-15374, 493, -6153), (-213, 70, 26)]
[(-15374, 493, -6153), (-213, 70, 26)]
[(-15374, 493, -6153), (-213, 70, 26)]
[(-15374, 493, -6153), (-213, 70, 26)]
[(-15352, 488, -6128), (-216, 74, 15)]
[(-15352, 488, -6128), (-216, 74, 15)]
[(-15352, 488, -6128), (-216, 74, 15)]
[(-15352, 488, -6128), (-216, 74, 15)]
[(-15352, 488, -6128), (-216, 74, 15)]
[(-15332, 481, -6131), (-211, 108, 8)]
[(-15332, 481, -6131), (-211, 108, 8)]
[(-15332, 481, -6131), (-211, 108, 8)]
[(-15332, 481, -6131), (-211, 108, 8)]
[(-15332, 481, -6131), (-211, 108, 8)]
[(-15332, 481, -6131), (-211, 108, 8)]
[(-15336, 481, -6110), (-187, 152, 10)]
[(-15336, 481, -6110), (-187, 152, 10)]
[(-15336, 481, -6110), (-187, 152, 10)]
[(-15336, 481, -6110), (-187, 152, 10)]
[(-15336, 481, -6110), (-187, 152, 10)]
[(-15336, 481, -6110), (-187, 152, 10)]
[(-15328, 488, -6120), (-154, 171, 6)]
[(-15328, 488, -6120), (-154, 171, 6)]
[(-15328, 488, -6120), (-154, 171, 6)]
[(-15328, 488, -6120), (-154, 171, 6)]
[(-15340, 509, -6142), (-160, 161, 3)]
[(-15340, 509, -6142), (-160, 161, 3)]
[(-15340, 509, -6142), (-160, 161, 3)]
[(-15340, 509, -6142), (-160, 161, 3)]
[(-15340, 509, -6142), (-160, 161, 3)]
[(-15340, 509, -6142), (-160, 161, 3)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15345, 509, -6164), (-155, 170, 31)]
[(-15340, 533, -6157), (-126, 97, 52)]
[(-15340, 533, -6157), (-126, 97, 52)]
[(-15340, 533, -6157), (-126, 97, 52)]
[(-15340, 533, -6157), (-126, 97, 52)]
[(-15340, 533, -6157), (-126, 97, 52)]
[(-15360, 558, -6140), (-141, 106, 61)]
[(-15360, 558, -6140), (-141, 106, 61)]
