[(-13519, 4373, -8954), (-166, 66, 81)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13553, 4390, -8894), (-231, 58, 51)]
[(-13575, 4404, -8880), (-280, 59, 38)]
[(-13575, 4404, -8880), (-280, 59, 38)]
[(-13575, 4404, -8880), (-280, 59, 38)]
[(-13575, 4404, -8880), (-280, 59, 38)]
[(-13575, 4404, -8880), (-280, 59, 38)]
[(-13591, 4447, -8828), (-276, 25, 27)]
[(-13591, 4447, -8828), (-276, 25, 27)]
[(-13591, 4447, -8828), (-276, 25, 27)]
[(-13591, 4447, -8828), (-276, 25, 27)]
[(-13591, 4447, -8828), (-276, 25, 27)]
[(-13591, 4447, -8828), (-276, 25, 27)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13589, 4451, -8802), (-228, 53, 24)]
[(-13600, 4502, -8773), (-226, 59, 19)]
[(-13600, 4502, -8773), (-226, 59, 19)]
[(-13600, 4502, -8773), (-226, 59, 19)]
[(-13600, 4502, -8773), (-226, 59, 19)]
[(-13600, 4502, -8773), (-226, 59, 19)]
[(-13595, 4518, -8741), (-225, 80, -1)]
[(-13595, 4518, -8741), (-225, 80, -1)]
[(-13595, 4518, -8741), (-225, 80, -1)]
[(-13595, 4518, -8741), (-225, 80, -1)]
[(-13595, 4518, -8741), (-225, 80, -1)]
[(-13595, 4518, -8741), (-225, 80, -1)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13584, 4516, -8729), (-212, 77, -21)]
[(-13582, 4502, -8719), (-201, 85, -21)]
[(-13582, 4502, -8719), (-201, 85, -21)]
[(-13582, 4502, -8719), (-201, 85, -21)]
[(-13582, 4502, -8719), (-201, 85, -21)]
[(-13582, 4502, -8719), (-201, 85, -21)]
[(-13612, 4518, -8683), (-208, 105, -7)]
[(-13612, 4518, -8683), (-208, 105, -7)]
[(-13612, 4518, -8683), (-208, 105, -7)]
[(-13612, 4518, -8683), (-208, 105, -7)]
[(-13612, 4518, -8683), (-208, 105, -7)]
[(-13612, 4518, -8683), (-208, 105, -7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13585, 4521, -8680), (-193, 84, 7)]
[(-13592, 4526, -8655), (-173, 98, 7)]
[(-13592, 4526, -8655), (-173, 98, 7)]
[(-13592, 4526, -8655), (-173, 98, 7)]
[(-13592, 4526, -8655), (-173, 98, 7)]
[(-13592, 4526, -8655), (-173, 98, 7)]
[(-13605, 4523, -8655), (-97, 15, 30)]
[(-13605, 4523, -8655), (-97, 15, 30)]
[(-13605, 4523, -8655), (-97, 15, 30)]
[(-13605, 4523, -8655), (-97, 15, 30)]
[(-13605, 4523, -8655), (-97, 15, 30)]
[(-13605, 4523, -8655), (-97, 15, 30)]
[(-13620, 4581, -8604), (-121, 15, 52)]
[(-13620, 4581, -8604), (-121, 15, 52)]
[(-13620, 4581, -8604), (-121, 15, 52)]
[(-13620, 4581, -8604), (-121, 15, 52)]
[(-13620, 4581, -8604), (-121, 15, 52)]
[(-13557, 4562, -8588), (-116, -14, 100)]
[(-13557, 4562, -8588), (-116, -14, 100)]
[(-13557, 4562, -8588), (-116, -14, 100)]
[(-13557, 4562, -8588), (-116, -14, 100)]
[(-13557, 4562, -8588), (-116, -14, 100)]
