[(-14404, 5025, -6544), (-71, 206, 63)]
[(-14405, 5028, -6488), (-55, 204, 23)]
[(-14405, 5028, -6488), (-55, 204, 23)]
[(-14405, 5028, -6488), (-55, 204, 23)]
[(-14405, 5028, -6488), (-55, 204, 23)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14409, 5016, -6486), (-67, 191, 5)]
[(-14380, 5016, -6512), (-77, 182, 5)]
[(-14380, 5016, -6512), (-77, 182, 5)]
[(-14380, 5016, -6512), (-77, 182, 5)]
[(-14380, 5016, -6512), (-77, 182, 5)]
[(-14380, 5016, -6512), (-77, 182, 5)]
[(-14389, 5024, -6465), (-96, 157, 3)]
[(-14389, 5024, -6465), (-96, 157, 3)]
[(-14389, 5024, -6465), (-96, 157, 3)]
[(-14389, 5024, -6465), (-96, 157, 3)]
[(-14389, 5024, -6465), (-96, 157, 3)]
[(-14389, 5024, -6465), (-96, 157, 3)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14410, 5024, -6475), (-106, 154, -18)]
[(-14407, 5040, -6462), (-103, 178, -14)]
[(-14407, 5040, -6462), (-103, 178, -14)]
[(-14407, 5040, -6462), (-103, 178, -14)]
[(-14407, 5040, -6462), (-103, 178, -14)]
[(-14407, 5040, -6462), (-103, 178, -14)]
[(-14406, 5023, -6477), (-98, 150, -13)]
[(-14406, 5023, -6477), (-98, 150, -13)]
[(-14406, 5023, -6477), (-98, 150, -13)]
[(-14406, 5023, -6477), (-98, 150, -13)]
[(-14406, 5023, -6477), (-98, 150, -13)]
[(-14406, 5023, -6477), (-98, 150, -13)]
[(-14440, 5014, -6460), (184, 103, 38)]
[(-14440, 5014, -6460), (184, 103, 38)]
[(-14440, 5014, -6460), (184, 103, 38)]
[(-14440, 5014, -6460), (184, 103, 38)]
