[(-13913, 5593, -7314), (-44, 168, 37)]
[(-13899, 5572, -7309), (-129, 211, -11)]
[(-13899, 5572, -7309), (-129, 211, -11)]
[(-13899, 5572, -7309), (-129, 211, -11)]
[(-13899, 5572, -7309), (-129, 211, -11)]
[(-13888, 5562, -7321), (-330, 402, -81)]
[(-13888, 5562, -7321), (-330, 402, -81)]
[(-13888, 5562, -7321), (-330, 402, -81)]
[(-13888, 5562, -7321), (-330, 402, -81)]
[(-13888, 5562, -7321), (-330, 402, -81)]
[(-13888, 5562, -7321), (-330, 402, -81)]
[(-13858, 5552, -7376), (-569, 800, -184)]
[(-13858, 5552, -7376), (-569, 800, -184)]
[(-13858, 5552, -7376), (-569, 800, -184)]
[(-13858, 5552, -7376), (-569, 800, -184)]
[(-13858, 5552, -7376), (-569, 800, -184)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13857, 5550, -7436), (-578, 943, -149)]
[(-13824, 5576, -7536), (-486, 795, -154)]
[(-13824, 5576, -7536), (-486, 795, -154)]
[(-13824, 5576, -7536), (-486, 795, -154)]
[(-13824, 5576, -7536), (-486, 795, -154)]
[(-13824, 5576, -7536), (-486, 795, -154)]
[(-13824, 5576, -7536), (-486, 795, -154)]
[(-13780, 5581, -7645), (-450, 695, -155)]
[(-13780, 5581, -7645), (-450, 695, -155)]
[(-13780, 5581, -7645), (-450, 695, -155)]
[(-13780, 5581, -7645), (-450, 695, -155)]
[(-13780, 5581, -7645), (-450, 695, -155)]
[(-13743, 5570, -7698), (-381, 584, -115)]
[(-13743, 5570, -7698), (-381, 584, -115)]
[(-13743, 5570, -7698), (-381, 584, -115)]
[(-13743, 5570, -7698), (-381, 584, -115)]
[(-13743, 5570, -7698), (-381, 584, -115)]
[(-13743, 5570, -7698), (-381, 584, -115)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13721, 5584, -7720), (-342, 489, -109)]
[(-13733, 5583, -7736), (-307, 420, -101)]
[(-13733, 5583, -7736), (-307, 420, -101)]
[(-13733, 5583, -7736), (-307, 420, -101)]
[(-13733, 5583, -7736), (-307, 420, -101)]
[(-13733, 5583, -7736), (-307, 420, -101)]
[(-13719, 5597, -7777), (-253, 361, -78)]
[(-13719, 5597, -7777), (-253, 361, -78)]
[(-13719, 5597, -7777), (-253, 361, -78)]
[(-13719, 5597, -7777), (-253, 361, -78)]
[(-13719, 5597, -7777), (-253, 361, -78)]
[(-13719, 5597, -7777), (-253, 361, -78)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5597, -7792), (-233, 326, -76)]
[(-13695, 5588, -7768), (-177, 250, -81)]
[(-13695, 5588, -7768), (-177, 250, -81)]
[(-13695, 5588, -7768), (-177, 250, -81)]
[(-13695, 5588, -7768), (-177, 250, -81)]
[(-13695, 5588, -7768), (-177, 250, -81)]
[(-13703, 5577, -7781), (-158, 264, -76)]
[(-13703, 5577, -7781), (-158, 264, -76)]
[(-13703, 5577, -7781), (-158, 264, -76)]
[(-13703, 5577, -7781), (-158, 264, -76)]
[(-13703, 5577, -7781), (-158, 264, -76)]
[(-13703, 5577, -7781), (-158, 264, -76)]
[(-13711, 5583, -7802), (-133, 234, -43)]
[(-13711, 5583, -7802), (-133, 234, -43)]
[(-13711, 5583, -7802), (-133, 234, -43)]
[(-13711, 5583, -7802), (-133, 234, -43)]
[(-13711, 5583, -7802), (-133, 234, -43)]
