[(-14598, 5298, -5916), (-68, 124, -3)]
[(-14591, 5256, -5885), (-99, 129, 11)]
[(-14591, 5256, -5885), (-99, 129, 11)]
[(-14591, 5256, -5885), (-99, 129, 11)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14603, 5256, -5832), (-109, 117, 15)]
[(-14610, 5244, -5832), (-124, 75, 21)]
[(-14610, 5244, -5832), (-124, 75, 21)]
[(-14610, 5244, -5832), (-124, 75, 21)]
[(-14610, 5244, -5832), (-124, 75, 21)]
[(-14610, 5244, -5832), (-124, 75, 21)]
[(-14610, 5244, -5832), (-124, 75, 21)]
[(-14597, 5232, -5850), (-87, 86, 24)]
[(-14597, 5232, -5850), (-87, 86, 24)]
[(-14597, 5232, -5850), (-87, 86, 24)]
[(-14597, 5232, -5850), (-87, 86, 24)]
[(-14597, 5232, -5850), (-87, 86, 24)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14617, 5239, -5872), (-97, 104, 27)]
[(-14599, 5245, -5861), (-80, 88, 22)]
[(-14599, 5245, -5861), (-80, 88, 22)]
[(-14599, 5245, -5861), (-80, 88, 22)]
[(-14599, 5245, -5861), (-80, 88, 22)]
[(-14599, 5245, -5861), (-80, 88, 22)]
[(-14599, 5245, -5861), (-80, 88, 22)]
[(-14608, 5231, -5823), (-94, 126, -2)]
[(-14608, 5231, -5823), (-94, 126, -2)]
[(-14608, 5231, -5823), (-94, 126, -2)]
[(-14608, 5231, -5823), (-94, 126, -2)]
[(-14608, 5231, -5823), (-94, 126, -2)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14600, 5214, -5832), (-63, 160, 6)]
[(-14592, 5209, -5860), (-70, 179, 15)]
[(-14592, 5209, -5860), (-70, 179, 15)]
[(-14592, 5209, -5860), (-70, 179, 15)]
[(-14592, 5209, -5860), (-70, 179, 15)]
[(-14592, 5209, -5860), (-70, 179, 15)]
[(-14592, 5209, -5860), (-70, 179, 15)]
[(-14571, 5213, -5855), (-70, 196, 31)]
[(-14571, 5213, -5855), (-70, 196, 31)]
[(-14571, 5213, -5855), (-70, 196, 31)]
[(-14571, 5213, -5855), (-70, 196, 31)]
[(-14571, 5213, -5855), (-70, 196, 31)]
[(-14555, 5200, -5834), (-51, 210, 38)]
[(-14555, 5200, -5834), (-51, 210, 38)]
[(-14555, 5200, -5834), (-51, 210, 38)]
[(-14555, 5200, -5834), (-51, 210, 38)]
[(-14555, 5200, -5834), (-51, 210, 38)]
[(-14555, 5200, -5834), (-51, 210, 38)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14560, 5223, -5848), (-27, 228, 35)]
[(-14550, 5205, -5883), (-41, 219, 34)]
[(-14550, 5205, -5883), (-41, 219, 34)]
[(-14550, 5205, -5883), (-41, 219, 34)]
[(-14550, 5205, -5883), (-41, 219, 34)]
[(-14538, 5236, -5903), (-35, 207, 30)]
[(-14538, 5236, -5903), (-35, 207, 30)]
[(-14538, 5236, -5903), (-35, 207, 30)]
[(-14538, 5236, -5903), (-35, 207, 30)]
[(-14538, 5236, -5903), (-35, 207, 30)]
[(-14538, 5236, -5903), (-35, 207, 30)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14524, 5226, -5952), (-42, 217, 19)]
[(-14494, 5252, -5945), (-48, 182, 31)]
[(-14494, 5252, -5945), (-48, 182, 31)]
[(-14494, 5252, -5945), (-48, 182, 31)]
[(-14494, 5252, -5945), (-48, 182, 31)]
[(-14494, 5252, -5945), (-48, 182, 31)]
[(-14496, 5258, -5925), (-94, 155, 21)]
[(-14496, 5258, -5925), (-94, 155, 21)]
[(-14496, 5258, -5925), (-94, 155, 21)]
[(-14496, 5258, -5925), (-94, 155, 21)]
[(-14496, 5258, -5925), (-94, 155, 21)]
