[(-15254, 4973, -2899), (-49, 230, -42)]
[(-15260, 4970, -2896), (-112, 183, -14)]
[(-15274, 4948, -2910), (-107, 205, -24)]
[(-15274, 4948, -2910), (-107, 205, -24)]
[(-15274, 4948, -2910), (-107, 205, -24)]
[(-15274, 4948, -2910), (-107, 205, -24)]
[(-15274, 4948, -2910), (-107, 205, -24)]
[(-15274, 4948, -2910), (-107, 205, -24)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4918, -2921), (-85, 203, -34)]
[(-15276, 4916, -2898), (-102, 196, -1)]
[(-15276, 4916, -2898), (-102, 196, -1)]
[(-15276, 4916, -2898), (-102, 196, -1)]
[(-15276, 4916, -2898), (-102, 196, -1)]
[(-15276, 4916, -2898), (-102, 196, -1)]
[(-15278, 4908, -2878), (-88, 203, 13)]
[(-15278, 4908, -2878), (-88, 203, 13)]
[(-15278, 4908, -2878), (-88, 203, 13)]
[(-15278, 4908, -2878), (-88, 203, 13)]
[(-15278, 4908, -2878), (-88, 203, 13)]
[(-15278, 4908, -2878), (-88, 203, 13)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15296, 4927, -2899), (-77, 205, 19)]
[(-15305, 4921, -2899), (-88, 212, 17)]
[(-15305, 4921, -2899), (-88, 212, 17)]
[(-15305, 4921, -2899), (-88, 212, 17)]
[(-15305, 4921, -2899), (-88, 212, 17)]
[(-15305, 4921, -2899), (-88, 212, 17)]
[(-15290, 4918, -2900), (-81, 221, 16)]
[(-15290, 4918, -2900), (-81, 221, 16)]
[(-15290, 4918, -2900), (-81, 221, 16)]
[(-15290, 4918, -2900), (-81, 221, 16)]
[(-15290, 4918, -2900), (-81, 221, 16)]
[(-15290, 4918, -2900), (-81, 221, 16)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15300, 4940, -2918), (-76, 225, 31)]
[(-15287, 4957, -2907), (-125, 202, 30)]
[(-15287, 4957, -2907), (-125, 202, 30)]
[(-15287, 4957, -2907), (-125, 202, 30)]
[(-15287, 4957, -2907), (-125, 202, 30)]
[(-15287, 4957, -2907), (-125, 202, 30)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15275, 4988, -2880), (-115, 209, 27)]
[(-15276, 4988, -2860), (-68, 222, 3)]
[(-15276, 4988, -2860), (-68, 222, 3)]
[(-15276, 4988, -2860), (-68, 222, 3)]
[(-15276, 4988, -2860), (-68, 222, 3)]
[(-15276, 4988, -2860), (-68, 222, 3)]
[(-15282, 4990, -2833), (-93, 201, 36)]
[(-15282, 4990, -2833), (-93, 201, 36)]
[(-15282, 4990, -2833), (-93, 201, 36)]
[(-15282, 4990, -2833), (-93, 201, 36)]
[(-15282, 4990, -2833), (-93, 201, 36)]
[(-15292, 4995, -2813), (-79, 212, 35)]
[(-15292, 4995, -2813), (-79, 212, 35)]
[(-15292, 4995, -2813), (-79, 212, 35)]
[(-15292, 4995, -2813), (-79, 212, 35)]
[(-15292, 4995, -2813), (-79, 212, 35)]
[(-15292, 4995, -2813), (-79, 212, 35)]
[(-15284, 5009, -2804), (-82, 228, 39)]
[(-15284, 5009, -2804), (-82, 228, 39)]
[(-15284, 5009, -2804), (-82, 228, 39)]
[(-15284, 5009, -2804), (-82, 228, 39)]
