[(-14752, 4768, -5771), (-332, 559, 105)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14716, 4820, -5849), (-280, 373, 75)]
[(-14691, 4877, -5890), (-228, 242, 119)]
[(-14691, 4877, -5890), (-228, 242, 119)]
[(-14691, 4877, -5890), (-228, 242, 119)]
[(-14691, 4877, -5890), (-228, 242, 119)]
[(-14691, 4877, -5890), (-228, 242, 119)]
[(-14649, 4943, -5910), (-230, 208, 163)]
[(-14649, 4943, -5910), (-230, 208, 163)]
[(-14649, 4943, -5910), (-230, 208, 163)]
[(-14649, 4943, -5910), (-230, 208, 163)]
[(-14649, 4943, -5910), (-230, 208, 163)]
[(-14649, 4943, -5910), (-230, 208, 163)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14630, 4955, -5916), (-202, 200, 114)]
[(-14609, 4976, -5890), (-150, 195, 95)]
[(-14609, 4976, -5890), (-150, 195, 95)]
[(-14609, 4976, -5890), (-150, 195, 95)]
[(-14609, 4976, -5890), (-150, 195, 95)]
[(-14609, 4976, -5890), (-150, 195, 95)]
[(-14609, 4976, -5890), (-150, 195, 95)]
[(-14624, 4985, -5891), (-116, 215, 85)]
[(-14624, 4985, -5891), (-116, 215, 85)]
[(-14624, 4985, -5891), (-116, 215, 85)]
[(-14624, 4985, -5891), (-116, 215, 85)]
[(-14624, 4985, -5891), (-116, 215, 85)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14595, 4989, -5897), (-71, 168, 77)]
[(-14615, 5003, -5916), (-58, 163, 45)]
[(-14615, 5003, -5916), (-58, 163, 45)]
[(-14615, 5003, -5916), (-58, 163, 45)]
[(-14615, 5003, -5916), (-58, 163, 45)]
[(-14615, 5003, -5916), (-58, 163, 45)]
[(-14615, 5003, -5916), (-58, 163, 45)]
[(-14584, 4990, -5913), (-65, 174, 30)]
[(-14584, 4990, -5913), (-65, 174, 30)]
[(-14584, 4990, -5913), (-65, 174, 30)]
[(-14584, 4990, -5913), (-65, 174, 30)]
[(-14584, 4990, -5913), (-65, 174, 30)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14591, 4976, -5911), (43, 148, -1)]
[(-14610, 4961, -5908), (168, 100, -68)]
[(-14610, 4961, -5908), (168, 100, -68)]
[(-14610, 4961, -5908), (168, 100, -68)]
[(-14610, 4961, -5908), (168, 100, -68)]
[(-14610, 4961, -5908), (168, 100, -68)]
[(-14610, 4961, -5908), (168, 100, -68)]
[(-14625, 4954, -5851), (335, -280, -42)]
[(-14625, 4954, -5851), (335, -280, -42)]
[(-14625, 4954, -5851), (335, -280, -42)]
[(-14625, 4954, -5851), (335, -280, -42)]
[(-14625, 4954, -5851), (335, -280, -42)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14651, 4902, -5812), (443, -399, 49)]
[(-14670, 4967, -5708), (508, -373, 163)]
[(-14670, 4967, -5708), (508, -373, 163)]
[(-14670, 4967, -5708), (508, -373, 163)]
[(-14670, 4967, -5708), (508, -373, 163)]
[(-14670, 4967, -5708), (508, -373, 163)]
[(-14670, 4967, -5708), (508, -373, 163)]
[(-14679, 4956, -5680), (422, -286, 183)]
[(-14679, 4956, -5680), (422, -286, 183)]
[(-14679, 4956, -5680), (422, -286, 183)]
[(-14679, 4956, -5680), (422, -286, 183)]
[(-14679, 4956, -5680), (422, -286, 183)]
[(-14716, 4973, -5642), (260, -188, 199)]
[(-14716, 4973, -5642), (260, -188, 199)]
[(-14716, 4973, -5642), (260, -188, 199)]
[(-14716, 4973, -5642), (260, -188, 199)]
[(-14716, 4973, -5642), (260, -188, 199)]
[(-14728, 4969, -5593), (146, -108, 200)]
[(-14728, 4969, -5593), (146, -108, 200)]
[(-14728, 4969, -5593), (146, -108, 200)]
[(-14728, 4969, -5593), (146, -108, 200)]
[(-14728, 4969, -5593), (146, -108, 200)]
[(-14728, 4969, -5593), (146, -108, 200)]
[(-14721, 4986, -5568), (98, -50, 174)]
[(-14721, 4986, -5568), (98, -50, 174)]
[(-14721, 4986, -5568), (98, -50, 174)]
[(-14721, 4986, -5568), (98, -50, 174)]
[(-14721, 4986, -5568), (98, -50, 174)]
[(-14740, 5005, -5562), (62, -6, 158)]
[(-14740, 5005, -5562), (62, -6, 158)]
[(-14740, 5005, -5562), (62, -6, 158)]
[(-14740, 5005, -5562), (62, -6, 158)]
[(-14740, 5005, -5562), (62, -6, 158)]
[(-14740, 5017, -5604), (39, 52, 150)]
[(-14740, 5017, -5604), (39, 52, 150)]
[(-14740, 5017, -5604), (39, 52, 150)]
[(-14740, 5017, -5604), (39, 52, 150)]
[(-14740, 5017, -5604), (39, 52, 150)]
