[(-14704, 4730, -6160), (-152, 149, 9)]
[(-14702, 4740, -6192), (-142, 160, 18)]
[(-14702, 4740, -6192), (-142, 160, 18)]
[(-14702, 4740, -6192), (-142, 160, 18)]
[(-14684, 4735, -6209), (-167, 167, 0)]
[(-14684, 4735, -6209), (-167, 167, 0)]
[(-14684, 4735, -6209), (-167, 167, 0)]
[(-14684, 4735, -6209), (-167, 167, 0)]
[(-14684, 4735, -6209), (-167, 167, 0)]
[(-14700, 4756, -6196), (-201, 113, -41)]
[(-14700, 4756, -6196), (-201, 113, -41)]
[(-14700, 4756, -6196), (-201, 113, -41)]
[(-14700, 4756, -6196), (-201, 113, -41)]
[(-14700, 4756, -6196), (-201, 113, -41)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14708, 4712, -6064), (6, 8, 30)]
[(-14710, 4414, -6178), (-358, -367, 333)]
[(-14710, 4414, -6178), (-358, -367, 333)]
[(-14710, 4414, -6178), (-358, -367, 333)]
[(-14710, 4414, -6178), (-358, -367, 333)]
[(-14710, 4414, -6178), (-358, -367, 333)]
[(-14719, 4468, -6206), (-286, -200, 291)]
[(-14719, 4468, -6206), (-286, -200, 291)]
[(-14719, 4468, -6206), (-286, -200, 291)]
[(-14719, 4468, -6206), (-286, -200, 291)]
[(-14719, 4468, -6206), (-286, -200, 291)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14722, 4523, -6212), (-271, -144, 244)]
[(-14692, 4563, -6196), (-238, -91, 243)]
[(-14692, 4563, -6196), (-238, -91, 243)]
[(-14692, 4563, -6196), (-238, -91, 243)]
[(-14692, 4563, -6196), (-238, -91, 243)]
[(-14692, 4563, -6196), (-238, -91, 243)]
[(-14706, 4623, -6150), (-266, -56, 181)]
[(-14706, 4623, -6150), (-266, -56, 181)]
[(-14706, 4623, -6150), (-266, -56, 181)]
[(-14706, 4623, -6150), (-266, -56, 181)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14716, 4660, -6104), (-293, -22, 113)]
[(-14720, 4689, -6131), (-215, 36, 82)]
[(-14720, 4689, -6131), (-215, 36, 82)]
[(-14720, 4689, -6131), (-215, 36, 82)]
[(-14720, 4689, -6131), (-215, 36, 82)]
[(-14720, 4689, -6131), (-215, 36, 82)]
[(-14709, 4673, -6126), (-210, 107, 36)]
[(-14709, 4673, -6126), (-210, 107, 36)]
[(-14709, 4673, -6126), (-210, 107, 36)]
[(-14709, 4673, -6126), (-210, 107, 36)]
[(-14709, 4673, -6126), (-210, 107, 36)]
[(-14705, 4663, -6160), (-194, 157, 8)]
[(-14705, 4663, -6160), (-194, 157, 8)]
[(-14705, 4663, -6160), (-194, 157, 8)]
[(-14705, 4663, -6160), (-194, 157, 8)]
[(-14705, 4663, -6160), (-194, 157, 8)]
