[(-14546, 6780, -3438), (-199, 447, 31)]
[(-14559, 6784, -3470), (-175, 449, 17)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14566, 6772, -3456), (-150, 465, 10)]
[(-14538, 6779, -3479), (-137, 466, 19)]
[(-14538, 6779, -3479), (-137, 466, 19)]
[(-14538, 6779, -3479), (-137, 466, 19)]
[(-14538, 6779, -3479), (-137, 466, 19)]
[(-14538, 6779, -3479), (-137, 466, 19)]
[(-14538, 6779, -3479), (-137, 466, 19)]
[(-14535, 6794, -3521), (-133, 464, 30)]
[(-14535, 6794, -3521), (-133, 464, 30)]
[(-14535, 6794, -3521), (-133, 464, 30)]
[(-14535, 6794, -3521), (-133, 464, 30)]
[(-14535, 6794, -3521), (-133, 464, 30)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14529, 6810, -3529), (-153, 461, 22)]
[(-14519, 6825, -3516), (-152, 443, 24)]
[(-14519, 6825, -3516), (-152, 443, 24)]
[(-14519, 6825, -3516), (-152, 443, 24)]
[(-14519, 6825, -3516), (-152, 443, 24)]
[(-14519, 6825, -3516), (-152, 443, 24)]
[(-14519, 6825, -3516), (-152, 443, 24)]
[(-14517, 6817, -3502), (-135, 411, 21)]
[(-14517, 6817, -3502), (-135, 411, 21)]
[(-14517, 6817, -3502), (-135, 411, 21)]
[(-14517, 6817, -3502), (-135, 411, 21)]
[(-14517, 6817, -3502), (-135, 411, 21)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14507, 6794, -3520), (-102, 399, 22)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14527, 6812, -3514), (-98, 410, 32)]
[(-14512, 6810, -3508), (-38, 380, 39)]
[(-14512, 6810, -3508), (-38, 380, 39)]
[(-14512, 6810, -3508), (-38, 380, 39)]
[(-14494, 6807, -3515), (-42, 381, 28)]
[(-14494, 6807, -3515), (-42, 381, 28)]
