[(-14647, 4535, -6436), (-108, 329, 20)]
[(-14641, 4530, -6436), (-116, 284, 8)]
[(-14640, 4545, -6437), (-109, 227, 47)]
[(-14640, 4545, -6437), (-109, 227, 47)]
[(-14640, 4545, -6437), (-109, 227, 47)]
[(-14640, 4545, -6437), (-109, 227, 47)]
[(-14640, 4545, -6437), (-109, 227, 47)]
[(-14640, 4545, -6437), (-109, 227, 47)]
[(-14641, 4526, -6410), (-88, 222, -15)]
[(-14641, 4526, -6410), (-88, 222, -15)]
[(-14641, 4526, -6410), (-88, 222, -15)]
[(-14641, 4526, -6410), (-88, 222, -15)]
[(-14641, 4526, -6410), (-88, 222, -15)]
[(-14641, 4526, -6410), (-88, 222, -15)]
[(-14643, 4473, -6389), (-149, 277, -32)]
[(-14643, 4473, -6389), (-149, 277, -32)]
[(-14643, 4473, -6389), (-149, 277, -32)]
[(-14643, 4473, -6389), (-149, 277, -32)]
[(-14643, 4473, -6389), (-149, 277, -32)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14652, 4464, -6396), (-172, 358, -47)]
[(-14639, 4464, -6430), (-205, 408, -46)]
[(-14639, 4464, -6430), (-205, 408, -46)]
[(-14639, 4464, -6430), (-205, 408, -46)]
[(-14639, 4464, -6430), (-205, 408, -46)]
[(-14639, 4464, -6430), (-205, 408, -46)]
[(-14639, 4464, -6430), (-205, 408, -46)]
[(-14659, 4464, -6447), (-191, 363, -55)]
[(-14659, 4464, -6447), (-191, 363, -55)]
[(-14659, 4464, -6447), (-191, 363, -55)]
[(-14659, 4464, -6447), (-191, 363, -55)]
[(-14659, 4464, -6447), (-191, 363, -55)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14689, 4452, -6466), (-211, 351, -44)]
[(-14680, 4435, -6501), (-202, 349, -13)]
[(-14680, 4435, -6501), (-202, 349, -13)]
[(-14680, 4435, -6501), (-202, 349, -13)]
[(-14680, 4435, -6501), (-202, 349, -13)]
[(-14680, 4435, -6501), (-202, 349, -13)]
[(-14680, 4435, -6501), (-202, 349, -13)]
[(-14666, 4456, -6512), (-111, 323, -5)]
[(-14666, 4456, -6512), (-111, 323, -5)]
[(-14666, 4456, -6512), (-111, 323, -5)]
[(-14666, 4456, -6512), (-111, 323, -5)]
[(-14666, 4456, -6512), (-111, 323, -5)]
[(-14660, 4456, -6540), (-110, 275, 0)]
[(-14660, 4456, -6540), (-110, 275, 0)]
[(-14660, 4456, -6540), (-110, 275, 0)]
[(-14660, 4456, -6540), (-110, 275, 0)]
[(-14660, 4456, -6540), (-110, 275, 0)]
[(-14660, 4456, -6540), (-110, 275, 0)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14660, 4464, -6538), (-63, 207, 16)]
[(-14678, 4445, -6515), (-34, 163, 11)]
[(-14678, 4445, -6515), (-34, 163, 11)]
[(-14678, 4445, -6515), (-34, 163, 11)]
[(-14678, 4445, -6515), (-34, 163, 11)]
[(-14678, 4445, -6515), (-34, 163, 11)]
[(-14676, 4457, -6501), (-7, 205, 47)]
[(-14676, 4457, -6501), (-7, 205, 47)]
[(-14676, 4457, -6501), (-7, 205, 47)]
[(-14676, 4457, -6501), (-7, 205, 47)]
[(-14676, 4457, -6501), (-7, 205, 47)]
[(-14676, 4457, -6501), (-7, 205, 47)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14686, 4460, -6487), (-28, 229, 42)]
[(-14664, 4471, -6516), (-51, 260, 40)]
[(-14664, 4471, -6516), (-51, 260, 40)]
[(-14664, 4471, -6516), (-51, 260, 40)]
[(-14664, 4471, -6516), (-51, 260, 40)]
[(-14660, 4484, -6509), (-56, 284, 17)]
[(-14660, 4484, -6509), (-56, 284, 17)]
[(-14660, 4484, -6509), (-56, 284, 17)]
[(-14660, 4484, -6509), (-56, 284, 17)]
[(-14660, 4484, -6509), (-56, 284, 17)]
[(-14660, 4484, -6509), (-56, 284, 17)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14668, 4494, -6508), (3, 295, 8)]
[(-14682, 4477, -6473), (-28, 260, -1)]
[(-14682, 4477, -6473), (-28, 260, -1)]
[(-14682, 4477, -6473), (-28, 260, -1)]
[(-14682, 4477, -6473), (-28, 260, -1)]
[(-14682, 4477, -6473), (-28, 260, -1)]
[(-14697, 4489, -6474), (-91, 254, 15)]
[(-14697, 4489, -6474), (-91, 254, 15)]
[(-14697, 4489, -6474), (-91, 254, 15)]
