[(-15668, 1012, -4758), (-344, 213, -19)]
[(-15667, 1020, -4720), (-301, 208, -26)]
[(-15667, 1020, -4720), (-301, 208, -26)]
[(-15667, 1020, -4720), (-301, 208, -26)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15660, 1000, -4764), (-261, 156, 0)]
[(-15666, 1005, -4756), (-283, 166, -2)]
[(-15666, 1005, -4756), (-283, 166, -2)]
[(-15666, 1005, -4756), (-283, 166, -2)]
[(-15666, 1005, -4756), (-283, 166, -2)]
[(-15666, 1005, -4756), (-283, 166, -2)]
[(-15666, 1005, -4756), (-283, 166, -2)]
[(-15683, 982, -4738), (-272, 161, 10)]
[(-15683, 982, -4738), (-272, 161, 10)]
[(-15683, 982, -4738), (-272, 161, 10)]
[(-15683, 982, -4738), (-272, 161, 10)]
[(-15683, 982, -4738), (-272, 161, 10)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15684, 988, -4744), (-198, 195, 12)]
[(-15689, 976, -4734), (-179, 205, 23)]
[(-15689, 976, -4734), (-179, 205, 23)]
[(-15689, 976, -4734), (-179, 205, 23)]
[(-15689, 976, -4734), (-179, 205, 23)]
[(-15689, 976, -4734), (-179, 205, 23)]
[(-15693, 984, -4750), (-183, 228, 29)]
[(-15693, 984, -4750), (-183, 228, 29)]
[(-15693, 984, -4750), (-183, 228, 29)]
[(-15693, 984, -4750), (-183, 228, 29)]
[(-15693, 984, -4750), (-183, 228, 29)]
[(-15685, 968, -4771), (-194, 235, 44)]
[(-15685, 968, -4771), (-194, 235, 44)]
[(-15685, 968, -4771), (-194, 235, 44)]
[(-15685, 968, -4771), (-194, 235, 44)]
[(-15685, 968, -4771), (-194, 235, 44)]
[(-15685, 968, -4771), (-194, 235, 44)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15696, 985, -4756), (-159, 241, 53)]
[(-15687, 1035, -4744), (-146, 223, 68)]
[(-15687, 1035, -4744), (-146, 223, 68)]
[(-15687, 1035, -4744), (-146, 223, 68)]
[(-15687, 1035, -4744), (-146, 223, 68)]
[(-15687, 1035, -4744), (-146, 223, 68)]
[(-15676, 1057, -4746), (-58, 160, 65)]
[(-15676, 1057, -4746), (-58, 160, 65)]
[(-15676, 1057, -4746), (-58, 160, 65)]
[(-15676, 1057, -4746), (-58, 160, 65)]
[(-15676, 1057, -4746), (-58, 160, 65)]
[(-15676, 1057, -4746), (-58, 160, 65)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15662, 1066, -4735), (-48, 147, 67)]
[(-15655, 1092, -4697), (-21, 129, 54)]
[(-15655, 1092, -4697), (-21, 129, 54)]
[(-15655, 1092, -4697), (-21, 129, 54)]
[(-15655, 1092, -4697), (-21, 129, 54)]
[(-15655, 1092, -4697), (-21, 129, 54)]
[(-15648, 1087, -4705), (-25, 134, 32)]
[(-15648, 1087, -4705), (-25, 134, 32)]
[(-15648, 1087, -4705), (-25, 134, 32)]
[(-15648, 1087, -4705), (-25, 134, 32)]
[(-15648, 1087, -4705), (-25, 134, 32)]
[(-15648, 1087, -4705), (-25, 134, 32)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15648, 1073, -4744), (-5, 153, 24)]
[(-15631, 1068, -4733), (-43, 136, 10)]
[(-15631, 1068, -4733), (-43, 136, 10)]
[(-15631, 1068, -4733), (-43, 136, 10)]
[(-15631, 1068, -4733), (-43, 136, 10)]
[(-15631, 1068, -4733), (-43, 136, 10)]
[(-15654, 1070, -4732), (-55, 131, 7)]
[(-15654, 1070, -4732), (-55, 131, 7)]
[(-15654, 1070, -4732), (-55, 131, 7)]
[(-15654, 1070, -4732), (-55, 131, 7)]
[(-15654, 1070, -4732), (-55, 131, 7)]
[(-15654, 1070, -4732), (-55, 131, 7)]
[(-15644, 1076, -4760), (0, 83, 28)]
