[(-14878, 4361, -5728), (-105, 267, 143)]
[(-14875, 4432, -5760), (-33, 227, 186)]
[(-14875, 4432, -5760), (-33, 227, 186)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14896, 4434, -5786), (-7, 187, 173)]
[(-14882, 4464, -5778), (7, 193, 171)]
[(-14882, 4464, -5778), (7, 193, 171)]
[(-14882, 4464, -5778), (7, 193, 171)]
[(-14882, 4464, -5778), (7, 193, 171)]
[(-14882, 4464, -5778), (7, 193, 171)]
[(-14882, 4464, -5778), (7, 193, 171)]
[(-14879, 4510, -5744), (-53, 197, 146)]
[(-14879, 4510, -5744), (-53, 197, 146)]
[(-14879, 4510, -5744), (-53, 197, 146)]
[(-14879, 4510, -5744), (-53, 197, 146)]
[(-14879, 4510, -5744), (-53, 197, 146)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14845, 4481, -5745), (-290, 266, 90)]
[(-14824, 4496, -5744), (-491, 298, 47)]
[(-14824, 4496, -5744), (-491, 298, 47)]
[(-14824, 4496, -5744), (-491, 298, 47)]
[(-14824, 4496, -5744), (-491, 298, 47)]
[(-14824, 4496, -5744), (-491, 298, 47)]
[(-14824, 4496, -5744), (-491, 298, 47)]
[(-14817, 4530, -5760), (-710, 329, -7)]
[(-14817, 4530, -5760), (-710, 329, -7)]
[(-14817, 4530, -5760), (-710, 329, -7)]
[(-14817, 4530, -5760), (-710, 329, -7)]
[(-14817, 4530, -5760), (-710, 329, -7)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14801, 4534, -5775), (-844, 327, -32)]
[(-14816, 4553, -5769), (-836, 301, -11)]
[(-14816, 4553, -5769), (-836, 301, -11)]
[(-14816, 4553, -5769), (-836, 301, -11)]
[(-14816, 4553, -5769), (-836, 301, -11)]
[(-14816, 4553, -5769), (-836, 301, -11)]
[(-14816, 4553, -5769), (-836, 301, -11)]
[(-14808, 4575, -5750), (-657, 221, -7)]
[(-14808, 4575, -5750), (-657, 221, -7)]
[(-14808, 4575, -5750), (-657, 221, -7)]
[(-14808, 4575, -5750), (-657, 221, -7)]
[(-14808, 4575, -5750), (-657, 221, -7)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14821, 4635, -5740), (-632, 236, 37)]
[(-14820, 4656, -5700), (-433, 200, 37)]
[(-14820, 4656, -5700), (-433, 200, 37)]
[(-14820, 4656, -5700), (-433, 200, 37)]
[(-14820, 4656, -5700), (-433, 200, 37)]
[(-14820, 4656, -5700), (-433, 200, 37)]
[(-14792, 4664, -5686), (-391, 161, 29)]
[(-14792, 4664, -5686), (-391, 161, 29)]
[(-14792, 4664, -5686), (-391, 161, 29)]
[(-14792, 4664, -5686), (-391, 161, 29)]
[(-14792, 4664, -5686), (-391, 161, 29)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14771, 4672, -5658), (-278, 181, 50)]
[(-14757, 4694, -5639), (-248, 170, 53)]
[(-14757, 4694, -5639), (-248, 170, 53)]
[(-14757, 4694, -5639), (-248, 170, 53)]
[(-14757, 4694, -5639), (-248, 170, 53)]
[(-14757, 4694, -5639), (-248, 170, 53)]
[(-14757, 4694, -5639), (-248, 170, 53)]
[(-14740, 4697, -5656), (-205, 177, 57)]
[(-14740, 4697, -5656), (-205, 177, 57)]
[(-14740, 4697, -5656), (-205, 177, 57)]
[(-14740, 4697, -5656), (-205, 177, 57)]
[(-14740, 4697, -5656), (-205, 177, 57)]
[(-14729, 4709, -5638), (-153, 152, 53)]
