[(-14910, 2346, -7105), (-77, 266, -2)]
[(-14907, 2320, -7108), (-63, 260, 2)]
[(-14907, 2320, -7108), (-63, 260, 2)]
[(-14907, 2320, -7108), (-63, 260, 2)]
[(-14952, 2327, -7111), (-42, 231, -7)]
[(-14952, 2327, -7111), (-42, 231, -7)]
[(-14952, 2327, -7111), (-42, 231, -7)]
[(-14952, 2327, -7111), (-42, 231, -7)]
[(-14952, 2327, -7111), (-42, 231, -7)]
[(-14952, 2327, -7111), (-42, 231, -7)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14945, 2349, -7108), (-38, 241, 9)]
[(-14948, 2349, -7044), (169, 220, 50)]
[(-14948, 2349, -7044), (169, 220, 50)]
[(-14948, 2349, -7044), (169, 220, 50)]
[(-14948, 2349, -7044), (169, 220, 50)]
[(-14948, 2349, -7044), (169, 220, 50)]
[(-14953, 2348, -7089), (415, 128, 125)]
[(-14953, 2348, -7089), (415, 128, 125)]
[(-14953, 2348, -7089), (415, 128, 125)]
[(-14953, 2348, -7089), (415, 128, 125)]
[(-14953, 2348, -7089), (415, 128, 125)]
[(-14953, 2348, -7089), (415, 128, 125)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14960, 2392, -7052), (349, 110, 103)]
[(-14963, 2369, -7053), (262, 123, 78)]
[(-14963, 2369, -7053), (262, 123, 78)]
[(-14963, 2369, -7053), (262, 123, 78)]
[(-14963, 2369, -7053), (262, 123, 78)]
[(-14963, 2369, -7053), (262, 123, 78)]
[(-14972, 2353, -7047), (182, 165, 58)]
[(-14972, 2353, -7047), (182, 165, 58)]
[(-14972, 2353, -7047), (182, 165, 58)]
[(-14972, 2353, -7047), (182, 165, 58)]
[(-14972, 2353, -7047), (182, 165, 58)]
[(-14972, 2353, -7047), (182, 165, 58)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15060, 2338, -7223), (-8, 46, 61)]
[(-15010, 2320, -7063), (-370, 253, -89)]
[(-15010, 2320, -7063), (-370, 253, -89)]
[(-15010, 2320, -7063), (-370, 253, -89)]
[(-15010, 2320, -7063), (-370, 253, -89)]
[(-15010, 2320, -7063), (-370, 253, -89)]
[(-14994, 2340, -7116), (-347, 248, -61)]
[(-14994, 2340, -7116), (-347, 248, -61)]
[(-14994, 2340, -7116), (-347, 248, -61)]
[(-14994, 2340, -7116), (-347, 248, -61)]
[(-14994, 2340, -7116), (-347, 248, -61)]
[(-14994, 2340, -7116), (-347, 248, -61)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-15020, 2348, -7115), (-419, 271, -95)]
[(-14994, 2339, -7120), (-299, 325, -60)]
[(-14994, 2339, -7120), (-299, 325, -60)]
[(-14994, 2339, -7120), (-299, 325, -60)]
[(-14994, 2339, -7120), (-299, 325, -60)]
[(-14994, 2339, -7120), (-299, 325, -60)]
[(-14935, 2346, -7174), (-201, 335, -15)]
[(-14935, 2346, -7174), (-201, 335, -15)]
[(-14935, 2346, -7174), (-201, 335, -15)]
[(-14935, 2346, -7174), (-201, 335, -15)]
[(-14935, 2346, -7174), (-201, 335, -15)]
[(-14935, 2346, -7174), (-201, 335, -15)]
[(-14921, 2359, -7214), (-211, 286, -34)]
[(-14921, 2359, -7214), (-211, 286, -34)]
[(-14921, 2359, -7214), (-211, 286, -34)]
[(-14921, 2359, -7214), (-211, 286, -34)]
[(-14899, 2355, -7232), (-183, 262, -29)]
[(-14899, 2355, -7232), (-183, 262, -29)]
[(-14899, 2355, -7232), (-183, 262, -29)]
[(-14899, 2355, -7232), (-183, 262, -29)]
[(-14899, 2355, -7232), (-183, 262, -29)]
[(-14918, 2356, -7232), (-163, 281, -26)]
[(-14918, 2356, -7232), (-163, 281, -26)]
[(-14918, 2356, -7232), (-163, 281, -26)]
[(-14918, 2356, -7232), (-163, 281, -26)]
[(-14918, 2356, -7232), (-163, 281, -26)]
[(-14918, 2356, -7232), (-163, 281, -26)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14922, 2364, -7218), (-119, 293, -19)]
[(-14936, 2368, -7212), (-96, 296, -9)]
[(-14936, 2368, -7212), (-96, 296, -9)]
