[(-14508, 6860, -3628), (-578, 593, -58)]
[(-14512, 6831, -3598), (-665, 562, -42)]
[(-14512, 6831, -3598), (-665, 562, -42)]
[(-14512, 6831, -3598), (-665, 562, -42)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14458, 6818, -3602), (-560, 429, -19)]
[(-14432, 6890, -3559), (-603, 571, -19)]
[(-14432, 6890, -3559), (-603, 571, -19)]
[(-14432, 6890, -3559), (-603, 571, -19)]
[(-14432, 6890, -3559), (-603, 571, -19)]
[(-14432, 6890, -3559), (-603, 571, -19)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14464, 6870, -3556), (-448, 561, -3)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14468, 6846, -3544), (-339, 503, 37)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14477, 6871, -3571), (-390, 494, 55)]
[(-14469, 6981, -3405), (-291, 236, 29)]
[(-14469, 6981, -3405), (-291, 236, 29)]
[(-14469, 6981, -3405), (-291, 236, 29)]
[(-14469, 6981, -3405), (-291, 236, 29)]
[(-14469, 6981, -3405), (-291, 236, 29)]
[(-14496, 6993, -3383), (-199, 255, 12)]
[(-14496, 6993, -3383), (-199, 255, 12)]
[(-14496, 6993, -3383), (-199, 255, 12)]
[(-14496, 6993, -3383), (-199, 255, 12)]
[(-14505, 6971, -3365), (-106, 365, 95)]
[(-14505, 6971, -3365), (-106, 365, 95)]
[(-14505, 6971, -3365), (-106, 365, 95)]
[(-14505, 6971, -3365), (-106, 365, 95)]
[(-14505, 6971, -3365), (-106, 365, 95)]
[(-14468, 6982, -3348), (49, 368, 43)]
[(-14468, 6982, -3348), (49, 368, 43)]
[(-14468, 6982, -3348), (49, 368, 43)]
[(-14468, 6982, -3348), (49, 368, 43)]
[(-14468, 6982, -3348), (49, 368, 43)]
[(-14490, 6974, -3301), (15, 273, 71)]
[(-14490, 6974, -3301), (15, 273, 71)]
[(-14490, 6974, -3301), (15, 273, 71)]
[(-14490, 6974, -3301), (15, 273, 71)]
