[(-15244, 2842, -5516), (-159, 151, 18)]
[(-15204, 2824, -5472), (-120, 147, 26)]
[(-15204, 2824, -5472), (-120, 147, 26)]
[(-15204, 2824, -5472), (-120, 147, 26)]
[(-15204, 2824, -5472), (-120, 147, 26)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15208, 2835, -5464), (-112, 172, 24)]
[(-15212, 2852, -5477), (-125, 168, 19)]
[(-15212, 2852, -5477), (-125, 168, 19)]
[(-15212, 2852, -5477), (-125, 168, 19)]
[(-15212, 2852, -5477), (-125, 168, 19)]
[(-15212, 2852, -5477), (-125, 168, 19)]
[(-15222, 2844, -5448), (-123, 169, 27)]
[(-15222, 2844, -5448), (-123, 169, 27)]
[(-15222, 2844, -5448), (-123, 169, 27)]
[(-15222, 2844, -5448), (-123, 169, 27)]
[(-15222, 2844, -5448), (-123, 169, 27)]
[(-15222, 2844, -5448), (-123, 169, 27)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15241, 2838, -5464), (-119, 166, 24)]
[(-15268, 2836, -5464), (-120, 188, 14)]
[(-15268, 2836, -5464), (-120, 188, 14)]
[(-15268, 2836, -5464), (-120, 188, 14)]
[(-15268, 2836, -5464), (-120, 188, 14)]
[(-15268, 2836, -5464), (-120, 188, 14)]
[(-15262, 2829, -5404), (-75, 165, 10)]
[(-15262, 2829, -5404), (-75, 165, 10)]
[(-15262, 2829, -5404), (-75, 165, 10)]
[(-15262, 2829, -5404), (-75, 165, 10)]
[(-15262, 2829, -5404), (-75, 165, 10)]
[(-15262, 2829, -5404), (-75, 165, 10)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15274, 2845, -5382), (-119, 158, 19)]
[(-15264, 2866, -5424), (-75, 205, 10)]
[(-15264, 2866, -5424), (-75, 205, 10)]
[(-15264, 2866, -5424), (-75, 205, 10)]
[(-15264, 2866, -5424), (-75, 205, 10)]
[(-15264, 2866, -5424), (-75, 205, 10)]
[(-15272, 2862, -5417), (-91, 212, 8)]
[(-15272, 2862, -5417), (-91, 212, 8)]
[(-15272, 2862, -5417), (-91, 212, 8)]
[(-15272, 2862, -5417), (-91, 212, 8)]
[(-15272, 2862, -5417), (-91, 212, 8)]
[(-15272, 2862, -5417), (-91, 212, 8)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15276, 2860, -5406), (-76, 227, 18)]
[(-15268, 2858, -5434), (-95, 207, 22)]
[(-15268, 2858, -5434), (-95, 207, 22)]
[(-15268, 2858, -5434), (-95, 207, 22)]
[(-15268, 2858, -5434), (-95, 207, 22)]
[(-15268, 2858, -5434), (-95, 207, 22)]
[(-15255, 2845, -5432), (-113, 199, 29)]
[(-15255, 2845, -5432), (-113, 199, 29)]
[(-15255, 2845, -5432), (-113, 199, 29)]
[(-15255, 2845, -5432), (-113, 199, 29)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15254, 2852, -5445), (-104, 222, 28)]
[(-15228, 2871, -5415), (-85, 208, 37)]
[(-15228, 2871, -5415), (-85, 208, 37)]
[(-15228, 2871, -5415), (-85, 208, 37)]
[(-15240, 2884, -5414), (-62, 178, 22)]
[(-15240, 2884, -5414), (-62, 178, 22)]
[(-15240, 2884, -5414), (-62, 178, 22)]
[(-15240, 2884, -5414), (-62, 178, 22)]
