[(-15040, 5794, -2897), (-181, 412, -18)]
[(-15026, 5780, -2888), (-157, 409, -4)]
[(-15026, 5780, -2888), (-157, 409, -4)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15025, 5816, -2880), (-115, 423, 14)]
[(-15012, 5804, -2917), (-84, 383, 63)]
[(-15012, 5804, -2917), (-84, 383, 63)]
[(-15012, 5804, -2917), (-84, 383, 63)]
[(-15012, 5804, -2917), (-84, 383, 63)]
[(-15012, 5804, -2917), (-84, 383, 63)]
[(-14995, 5803, -2931), (-84, 368, 78)]
[(-14995, 5803, -2931), (-84, 368, 78)]
[(-14995, 5803, -2931), (-84, 368, 78)]
[(-14995, 5803, -2931), (-84, 368, 78)]
[(-14995, 5803, -2931), (-84, 368, 78)]
[(-14995, 5803, -2931), (-84, 368, 78)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-15000, 5834, -2938), (-69, 373, 82)]
[(-14984, 5834, -2940), (-199, 355, 111)]
[(-14984, 5834, -2940), (-199, 355, 111)]
[(-14984, 5834, -2940), (-199, 355, 111)]
[(-14984, 5834, -2940), (-199, 355, 111)]
[(-14984, 5834, -2940), (-199, 355, 111)]
[(-14957, 5845, -2946), (-279, 486, 66)]
[(-14957, 5845, -2946), (-279, 486, 66)]
[(-14957, 5845, -2946), (-279, 486, 66)]
[(-14957, 5845, -2946), (-279, 486, 66)]
[(-14957, 5845, -2946), (-279, 486, 66)]
[(-14957, 5845, -2946), (-279, 486, 66)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14966, 5839, -2936), (-242, 462, 45)]
[(-14964, 5851, -2954), (-199, 446, 62)]
[(-14964, 5851, -2954), (-199, 446, 62)]
[(-14964, 5851, -2954), (-199, 446, 62)]
[(-14964, 5851, -2954), (-199, 446, 62)]
[(-14964, 5851, -2954), (-199, 446, 62)]
[(-14960, 5845, -2996), (-198, 419, 43)]
[(-14960, 5845, -2996), (-198, 419, 43)]
[(-14960, 5845, -2996), (-198, 419, 43)]
[(-14960, 5845, -2996), (-198, 419, 43)]
[(-14960, 5845, -2996), (-198, 419, 43)]
[(-14960, 5845, -2996), (-198, 419, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14980, 5841, -2963), (-162, 392, 43)]
[(-14986, 5856, -3012), (-157, 379, 18)]
[(-14986, 5856, -3012), (-157, 379, 18)]
[(-14986, 5856, -3012), (-157, 379, 18)]
[(-14986, 5856, -3012), (-157, 379, 18)]
[(-14986, 5856, -3012), (-157, 379, 18)]
[(-15010, 5863, -2989), (-208, 354, -3)]
[(-15010, 5863, -2989), (-208, 354, -3)]
[(-15010, 5863, -2989), (-208, 354, -3)]
[(-15010, 5863, -2989), (-208, 354, -3)]
[(-15010, 5863, -2989), (-208, 354, -3)]
[(-15010, 5863, -2989), (-208, 354, -3)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15005, 5865, -2962), (-180, 281, -31)]
[(-15020, 5855, -2917), (-313, 207, 62)]
[(-15020, 5855, -2917), (-313, 207, 62)]
[(-15020, 5855, -2917), (-313, 207, 62)]
[(-15020, 5855, -2917), (-313, 207, 62)]
[(-15020, 5855, -2917), (-313, 207, 62)]
[(-15020, 5855, -2917), (-313, 207, 62)]
[(-15038, 5853, -2892), (-252, 190, 85)]
[(-15038, 5853, -2892), (-252, 190, 85)]
[(-15038, 5853, -2892), (-252, 190, 85)]
[(-15038, 5853, -2892), (-252, 190, 85)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15033, 5868, -2833), (-235, 231, 98)]
[(-15052, 5845, -2874), (-134, 196, 126)]
[(-15052, 5845, -2874), (-134, 196, 126)]
[(-15052, 5845, -2874), (-134, 196, 126)]
[(-15052, 5845, -2874), (-134, 196, 126)]
[(-15052, 5845, -2874), (-134, 196, 126)]
[(-15008, 5850, -2864), (-165, 253, 70)]
[(-15008, 5850, -2864), (-165, 253, 70)]
[(-15008, 5850, -2864), (-165, 253, 70)]
[(-15008, 5850, -2864), (-165, 253, 70)]
[(-15008, 5850, -2864), (-165, 253, 70)]
[(-15008, 5850, -2864), (-165, 253, 70)]
[(-15030, 5826, -2829), (-68, 224, 65)]
[(-15030, 5826, -2829), (-68, 224, 65)]
