[(-15090, 5760, -2637), (-112, 288, -17)]
[(-15077, 5752, -2640), (-108, 299, 6)]
[(-15077, 5752, -2640), (-108, 299, 6)]
[(-15076, 5756, -2658), (-101, 322, 9)]
[(-15076, 5756, -2658), (-101, 322, 9)]
[(-15076, 5756, -2658), (-101, 322, 9)]
[(-15076, 5756, -2658), (-101, 322, 9)]
[(-15076, 5756, -2658), (-101, 322, 9)]
[(-15076, 5756, -2658), (-101, 322, 9)]
[(-15092, 5760, -2659), (-80, 318, 22)]
[(-15092, 5760, -2659), (-80, 318, 22)]
[(-15092, 5760, -2659), (-80, 318, 22)]
[(-15092, 5760, -2659), (-80, 318, 22)]
[(-15092, 5760, -2659), (-80, 318, 22)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15087, 5756, -2674), (-95, 318, 31)]
[(-15086, 5780, -2652), (-102, 339, 25)]
[(-15086, 5780, -2652), (-102, 339, 25)]
[(-15086, 5780, -2652), (-102, 339, 25)]
[(-15086, 5780, -2652), (-102, 339, 25)]
[(-15086, 5780, -2652), (-102, 339, 25)]
[(-15086, 5780, -2652), (-102, 339, 25)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15074, 5790, -2657), (-78, 379, 8)]
[(-15076, 5820, -2632), (-87, 413, 2)]
[(-15076, 5820, -2632), (-87, 413, 2)]
[(-15076, 5820, -2632), (-87, 413, 2)]
[(-15076, 5820, -2632), (-87, 413, 2)]
[(-15076, 5820, -2632), (-87, 413, 2)]
[(-15078, 5810, -2629), (-5, 322, 6)]
[(-15078, 5810, -2629), (-5, 322, 6)]
[(-15078, 5810, -2629), (-5, 322, 6)]
