[(-14266, 4951, -7127), (-241, 389, -37)]
[(-14281, 4967, -7116), (-217, 428, -58)]
[(-14281, 4967, -7116), (-217, 428, -58)]
[(-14281, 4967, -7116), (-217, 428, -58)]
[(-14281, 4967, -7116), (-217, 428, -58)]
[(-14272, 4961, -7175), (-259, 444, -65)]
[(-14272, 4961, -7175), (-259, 444, -65)]
[(-14272, 4961, -7175), (-259, 444, -65)]
[(-14272, 4961, -7175), (-259, 444, -65)]
[(-14272, 4961, -7175), (-259, 444, -65)]
[(-14272, 4961, -7175), (-259, 444, -65)]
[(-14259, 4942, -7226), (-337, 483, -70)]
[(-14259, 4942, -7226), (-337, 483, -70)]
[(-14259, 4942, -7226), (-337, 483, -70)]
[(-14259, 4942, -7226), (-337, 483, -70)]
[(-14259, 4942, -7226), (-337, 483, -70)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14226, 4960, -7251), (-346, 534, -33)]
[(-14204, 4971, -7278), (-244, 345, -60)]
[(-14204, 4971, -7278), (-244, 345, -60)]
[(-14204, 4971, -7278), (-244, 345, -60)]
[(-14204, 4971, -7278), (-244, 345, -60)]
[(-14204, 4971, -7278), (-244, 345, -60)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14208, 4973, -7256), (-187, 326, -56)]
[(-14199, 4957, -7278), (-193, 316, -49)]
[(-14199, 4957, -7278), (-193, 316, -49)]
[(-14199, 4957, -7278), (-193, 316, -49)]
[(-14199, 4957, -7278), (-193, 316, -49)]
[(-14199, 4957, -7278), (-193, 316, -49)]
[(-14199, 4957, -7278), (-193, 316, -49)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14220, 4917, -7259), (21, 248, -12)]
[(-14221, 4944, -7260), (81, 136, 72)]
[(-14221, 4944, -7260), (81, 136, 72)]
[(-14221, 4944, -7260), (81, 136, 72)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14237, 4948, -7218), (-158, 135, 84)]
[(-14243, 4965, -7188), (-66, 188, 128)]
[(-14243, 4965, -7188), (-66, 188, 128)]
[(-14243, 4965, -7188), (-66, 188, 128)]
[(-14243, 4965, -7188), (-66, 188, 128)]
[(-14232, 5012, -7133), (-91, 202, 72)]
[(-14232, 5012, -7133), (-91, 202, 72)]
[(-14232, 5012, -7133), (-91, 202, 72)]
[(-14232, 5012, -7133), (-91, 202, 72)]
[(-14258, 5001, -7044), (-75, 228, 36)]
[(-14258, 5001, -7044), (-75, 228, 36)]
[(-14258, 5001, -7044), (-75, 228, 36)]
[(-14258, 5001, -7044), (-75, 228, 36)]
[(-14258, 5001, -7044), (-75, 228, 36)]
[(-14258, 5001, -7044), (-75, 228, 36)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14277, 5019, -7052), (-12, 249, 29)]
[(-14296, 5057, -7003), (-85, 260, 44)]
[(-14296, 5057, -7003), (-85, 260, 44)]
[(-14296, 5057, -7003), (-85, 260, 44)]
[(-14296, 5057, -7003), (-85, 260, 44)]
[(-14296, 5057, -7003), (-85, 260, 44)]
[(-14289, 5034, -7020), (-87, 260, 49)]
[(-14289, 5034, -7020), (-87, 260, 49)]
[(-14289, 5034, -7020), (-87, 260, 49)]
[(-14289, 5034, -7020), (-87, 260, 49)]
