[(-15164, 3490, -5489), (-68, 222, 79)]
[(-15173, 3534, -5552), (-140, 208, 27)]
[(-15173, 3534, -5552), (-140, 208, 27)]
[(-15173, 3534, -5552), (-140, 208, 27)]
[(-15173, 3534, -5552), (-140, 208, 27)]
[(-15173, 3534, -5552), (-140, 208, 27)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15364, 3577, -5523), (101, -410, 165)]
[(-15266, 3507, -5509), (75, -124, 156)]
[(-15266, 3507, -5509), (75, -124, 156)]
[(-15266, 3507, -5509), (75, -124, 156)]
[(-15266, 3507, -5509), (75, -124, 156)]
[(-15266, 3507, -5509), (75, -124, 156)]
[(-15280, 3442, -5487), (22, 0, 117)]
[(-15280, 3442, -5487), (22, 0, 117)]
[(-15280, 3442, -5487), (22, 0, 117)]
[(-15280, 3442, -5487), (22, 0, 117)]
[(-15280, 3442, -5487), (22, 0, 117)]
[(-15280, 3442, -5487), (22, 0, 117)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15302, 3390, -5464), (-111, 51, 77)]
[(-15236, 3376, -5448), (-89, 91, 142)]
[(-15236, 3376, -5448), (-89, 91, 142)]
[(-15236, 3376, -5448), (-89, 91, 142)]
[(-15236, 3376, -5448), (-89, 91, 142)]
[(-15236, 3376, -5448), (-89, 91, 142)]
[(-15235, 3446, -5444), (-207, 122, 47)]
[(-15235, 3446, -5444), (-207, 122, 47)]
[(-15235, 3446, -5444), (-207, 122, 47)]
[(-15235, 3446, -5444), (-207, 122, 47)]
[(-15235, 3446, -5444), (-207, 122, 47)]
[(-15235, 3446, -5444), (-207, 122, 47)]
[(-15264, 3452, -5471), (-413, 327, -43)]
[(-15264, 3452, -5471), (-413, 327, -43)]
[(-15264, 3452, -5471), (-413, 327, -43)]
[(-15264, 3452, -5471), (-413, 327, -43)]
[(-15264, 3452, -5471), (-413, 327, -43)]
[(-15198, 3424, -5477), (-418, 415, -78)]
[(-15198, 3424, -5477), (-418, 415, -78)]
[(-15198, 3424, -5477), (-418, 415, -78)]
[(-15198, 3424, -5477), (-418, 415, -78)]
[(-15198, 3424, -5477), (-418, 415, -78)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15221, 3397, -5551), (-456, 435, -96)]
[(-15194, 3396, -5530), (-281, 289, -44)]
[(-15194, 3396, -5530), (-281, 289, -44)]
[(-15194, 3396, -5530), (-281, 289, -44)]
[(-15194, 3396, -5530), (-281, 289, -44)]
[(-15194, 3396, -5530), (-281, 289, -44)]
[(-15214, 3376, -5504), (-130, 203, -23)]
[(-15214, 3376, -5504), (-130, 203, -23)]
[(-15214, 3376, -5504), (-130, 203, -23)]
[(-15214, 3376, -5504), (-130, 203, -23)]
[(-15214, 3376, -5504), (-130, 203, -23)]
