accX,accY,accZ,gyrX,gyrY,gyrZ
-14323,7069,-4319,-99,105,-1
-14328,7056,-4300,-91,73,-3
-14328,7056,-4300,-91,73,-3
-14328,7056,-4300,-91,73,-3
-14328,7056,-4300,-91,73,-3
-14331,7050,-4271,-210,236,-59
-14331,7050,-4271,-210,236,-59
-14331,7050,-4271,-210,236,-59
-14331,7050,-4271,-210,236,-59
-14331,7050,-4271,-210,236,-59
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14304,7040,-4286,-168,228,-39
-14318,7028,-4360,-106,402,-54
-14318,7028,-4360,-106,402,-54
-14318,7028,-4360,-106,402,-54
-14318,7028,-4360,-106,402,-54
-14318,7028,-4360,-106,402,-54
-14292,6971,-4393,-101,323,-3
-14292,6971,-4393,-101,323,-3
-14292,6971,-4393,-101,323,-3
-14292,6971,-4393,-101,323,-3
-14292,6971,-4393,-101,323,-3
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14316,6916,-4374,-86,298,0
-14301,6921,-4346,-88,265,21
-14301,6921,-4346,-88,265,21
-14301,6921,-4346,-88,265,21
-14301,6921,-4346,-88,265,21
-14301,6921,-4346,-88,265,21
-14304,6929,-4355,-80,237,32
-14304,6929,-4355,-80,237,32
-14304,6929,-4355,-80,237,32
-14304,6929,-4355,-80,237,32
-14304,6929,-4355,-80,237,32
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14287,6972,-4318,-83,140,53
-14296,6984,-4289,-35,156,55
-14296,6984,-4289,-35,156,55
-14296,6984,-4289,-35,156,55
-14296,6984,-4289,-35,156,55
-14296,6984,-4289,-35,156,55
-14284,7003,-4262,33,131,91
-14284,7003,-4262,33,131,91
-14284,7003,-4262,33,131,91
-14284,7003,-4262,33,131,91
-14284,7003,-4262,33,131,91
-14283,6988,-4291,60,110,109
-14283,6988,-4291,60,110,109
-14283,6988,-4291,60,110,109
-14283,6988,-4291,60,110,109
-14283,6988,-4291,60,110,109
-14283,6988,-4291,60,110,109
-14282,7025,-4327,31,117,87
-14282,7025,-4327,31,117,87
-14282,7025,-4327,31,117,87
-14282,7025,-4327,31,117,87
-14282,7025,-4327,31,117,87
-14289,7028,-4301,-37,145,48
-14289,7028,-4301,-37,145,48
-14289,7028,-4301,-37,145,48
-14289,7028,-4301,-37,145,48
-14289,7028,-4301,-37,145,48
-14289,7028,-4301,-37,145,48
-14285,7054,-4262,-69,129,36
-14285,7054,-4262,-69,129,36
-14285,7054,-4262,-69,129,36
-14285,7054,-4262,-69,129,36
-14285,7054,-4262,-69,129,36
-14285,7054,-4262,-69,129,36
-14285,7054,-4262,-69,129,36
-14291,7052,-4240,-65,152,24
-14291,7052,-4240,-65,152,24
-14291,7052,-4240,-65,152,24
-14291,7052,-4240,-65,152,24
-14291,7052,-4240,-65,152,24
-14285,7067,-4223,-59,136,10
