accX,accY,accZ,gyrX,gyrY,gyrZ
935,16383,47,-74,79,-9
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
888,16343,32,-153,103,-3
933,16334,92,-190,122,-14
933,16334,92,-190,122,-14
933,16334,92,-190,122,-14
933,16334,92,-190,122,-14
933,16334,92,-190,122,-14
933,16334,92,-190,122,-14
933,16334,92,-190,122,-14
923,16329,126,-190,167,-21
923,16329,126,-190,167,-21
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
882,16333,133,-194,208,-17
875,16333,151,-231,343,-21
875,16333,151,-231,343,-21
966,16368,224,-15,300,85
970,16340,245,36,-78,131
970,16340,245,36,-78,131
970,16340,245,36,-78,131
970,16340,245,36,-78,131
970,16340,245,36,-78,131
970,16340,245,36,-78,131
909,16346,232,-109,-247,41
909,16346,232,-109,-247,41
909,16346,232,-109,-247,41
930,16358,142,189,-482,194
930,16358,142,189,-482,194
930,16358,142,189,-482,194
930,16358,142,189,-482,194
914,16356,126,220,-456,206
914,16356,126,220,-456,206
914,16356,126,220,-456,206
914,16356,126,220,-456,206
889,16343,83,174,-248,112
889,16343,83,174,-248,112
889,16343,83,174,-248,112
863,16304,71,61,-16,31
863,16304,71,61,-16,31
863,16304,71,61,-16,31
863,16304,71,61,-16,31
871,16304,43,24,-15,45
871,16304,43,24,-15,45
871,16304,43,24,-15,45
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
852,16304,49,-29,-2,60
860,16304,68,-26,95,33
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16318,61,-46,111,40
848,16350,54,-85,177,30
848,16350,54,-85,177,30
848,16350,54,-85,177,30
848,16350,54,-85,177,30
848,16350,54,-85,177,30
848,16350,54,-85,177,30
848,16350,54,-85,177,30
848,16357,14,-105,174,29
860,16330,32,-9,54,76
860,16330,32,-9,54,76
860,16330,32,-9,54,76
860,16330,32,-9,54,76
860,16330,32,-9,54,76
860,16330,32,-9,54,76
860,16330,32,-9,54,76
909,16331,26,-21,54,76
909,16331,26,-21,54,76
909,16331,26,-21,54,76
909,16331,26,-21,54,76
904,16346,48,-34,103,45
904,16346,48,-34,103,45
904,16346,48,-34,103,45
904,16346,48,-34,103,45
926,16341,9,-79,151,43
926,16341,9,-79,151,43
926,16341,9,-79,151,43
912,16332,-18,-100,113,25
912,16332,-18,-100,113,25
912,16332,-18,-100,113,25
912,16332,-18,-100,113,25
912,16332,-18,-100,113,25
912,16332,-18,-100,113,25
