[(-15307, 1797, -6038), (-115, 240, 43)]
[(-15304, 1803, -6037), (-225, 316, 48)]
[(-15304, 1803, -6037), (-225, 316, 48)]
[(-15304, 1803, -6037), (-225, 316, 48)]
[(-15304, 1803, -6037), (-225, 316, 48)]
[(-15297, 1817, -6039), (-203, 348, 45)]
[(-15297, 1817, -6039), (-203, 348, 45)]
[(-15297, 1817, -6039), (-203, 348, 45)]
[(-15297, 1817, -6039), (-203, 348, 45)]
[(-15297, 1817, -6039), (-203, 348, 45)]
[(-15288, 1845, -6058), (-296, 421, 39)]
[(-15288, 1845, -6058), (-296, 421, 39)]
[(-15288, 1845, -6058), (-296, 421, 39)]
[(-15288, 1845, -6058), (-296, 421, 39)]
[(-15288, 1845, -6058), (-296, 421, 39)]
[(-15304, 1873, -6105), (-412, 494, 32)]
[(-15304, 1873, -6105), (-412, 494, 32)]
[(-15304, 1873, -6105), (-412, 494, 32)]
[(-15304, 1873, -6105), (-412, 494, 32)]
[(-15304, 1873, -6105), (-412, 494, 32)]
[(-15304, 1873, -6105), (-412, 494, 32)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15324, 1898, -6163), (-364, 459, 20)]
[(-15306, 1897, -6199), (-361, 401, 5)]
[(-15306, 1897, -6199), (-361, 401, 5)]
[(-15306, 1897, -6199), (-361, 401, 5)]
[(-15306, 1897, -6199), (-361, 401, 5)]
[(-15306, 1897, -6199), (-361, 401, 5)]
[(-15306, 1897, -6199), (-361, 401, 5)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15281, 1916, -6202), (-381, 342, -31)]
[(-15268, 1916, -6216), (-322, 305, -41)]
[(-15268, 1916, -6216), (-322, 305, -41)]
[(-15268, 1916, -6216), (-322, 305, -41)]
[(-15268, 1916, -6216), (-322, 305, -41)]
[(-15268, 1916, -6216), (-322, 305, -41)]
[(-15244, 1896, -6216), (-266, 268, -57)]
[(-15244, 1896, -6216), (-266, 268, -57)]
[(-15244, 1896, -6216), (-266, 268, -57)]
[(-15244, 1896, -6216), (-266, 268, -57)]
[(-15244, 1896, -6216), (-266, 268, -57)]
[(-15244, 1896, -6216), (-266, 268, -57)]
[(-15265, 1900, -6193), (-180, 193, -47)]
[(-15265, 1900, -6193), (-180, 193, -47)]
[(-15265, 1900, -6193), (-180, 193, -47)]
[(-15265, 1900, -6193), (-180, 193, -47)]
[(-15265, 1900, -6193), (-180, 193, -47)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15252, 1904, -6184), (-90, 107, -17)]
[(-15276, 1892, -6157), (-65, 61, -35)]
[(-15276, 1892, -6157), (-65, 61, -35)]
[(-15276, 1892, -6157), (-65, 61, -35)]
[(-15276, 1892, -6157), (-65, 61, -35)]
[(-15276, 1892, -6157), (-65, 61, -35)]
[(-15276, 1892, -6157), (-65, 61, -35)]
[(-15305, 1895, -6134), (-14, 65, -46)]
[(-15305, 1895, -6134), (-14, 65, -46)]
[(-15305, 1895, -6134), (-14, 65, -46)]
[(-15305, 1895, -6134), (-14, 65, -46)]
[(-15305, 1895, -6134), (-14, 65, -46)]
[(-15290, 1904, -6137), (-32, 152, -42)]
[(-15290, 1904, -6137), (-32, 152, -42)]
[(-15290, 1904, -6137), (-32, 152, -42)]
[(-15290, 1904, -6137), (-32, 152, -42)]
[(-15290, 1904, -6137), (-32, 152, -42)]
[(-15290, 1904, -6137), (-32, 152, -42)]
[(-15271, 1877, -6116), (-52, 195, -23)]
[(-15271, 1877, -6116), (-52, 195, -23)]
[(-15271, 1877, -6116), (-52, 195, -23)]
[(-15271, 1877, -6116), (-52, 195, -23)]
[(-15271, 1877, -6116), (-52, 195, -23)]
[(-15271, 1877, -6116), (-52, 195, -23)]
[(-15274, 1855, -6087), (-41, 187, -2)]
[(-15274, 1855, -6087), (-41, 187, -2)]
[(-15274, 1855, -6087), (-41, 187, -2)]
[(-15274, 1855, -6087), (-41, 187, -2)]
[(-15274, 1855, -6087), (-41, 187, -2)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15278, 1851, -6096), (-54, 142, 9)]
[(-15296, 1832, -6092), (-64, 150, 10)]
[(-15296, 1832, -6092), (-64, 150, 10)]
[(-15296, 1832, -6092), (-64, 150, 10)]
[(-15296, 1832, -6092), (-64, 150, 10)]
[(-15296, 1832, -6092), (-64, 150, 10)]
