[(-15348, 1687, -6150), (-151, 285, -69)]
[(-15340, 1664, -6117), (-18, 37, -6)]
[(-15340, 1664, -6117), (-18, 37, -6)]
[(-15340, 1664, -6117), (-18, 37, -6)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15379, 1625, -6124), (18, -59, -55)]
[(-15378, 1612, -6060), (176, -114, -7)]
[(-15378, 1612, -6060), (176, -114, -7)]
[(-15378, 1612, -6060), (176, -114, -7)]
[(-15378, 1612, -6060), (176, -114, -7)]
[(-15378, 1612, -6060), (176, -114, -7)]
[(-15380, 1598, -6020), (312, -41, 23)]
[(-15380, 1598, -6020), (312, -41, 23)]
[(-15380, 1598, -6020), (312, -41, 23)]
[(-15380, 1598, -6020), (312, -41, 23)]
[(-15380, 1598, -6020), (312, -41, 23)]
[(-15380, 1598, -6020), (312, -41, 23)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15372, 1589, -6026), (280, 82, 22)]
[(-15376, 1568, -6010), (240, 114, 37)]
[(-15376, 1568, -6010), (240, 114, 37)]
[(-15376, 1568, -6010), (240, 114, 37)]
[(-15376, 1568, -6010), (240, 114, 37)]
[(-15376, 1568, -6010), (240, 114, 37)]
[(-15398, 1537, -5994), (216, 160, 61)]
[(-15398, 1537, -5994), (216, 160, 61)]
[(-15398, 1537, -5994), (216, 160, 61)]
[(-15398, 1537, -5994), (216, 160, 61)]
[(-15398, 1537, -5994), (216, 160, 61)]
[(-15398, 1537, -5994), (216, 160, 61)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15384, 1555, -6033), (376, 164, 124)]
[(-15335, 1544, -6050), (314, 175, 109)]
[(-15335, 1544, -6050), (314, 175, 109)]
[(-15335, 1544, -6050), (314, 175, 109)]
[(-15335, 1544, -6050), (314, 175, 109)]
[(-15335, 1544, -6050), (314, 175, 109)]
[(-15334, 1544, -6064), (316, 175, 90)]
[(-15334, 1544, -6064), (316, 175, 90)]
[(-15334, 1544, -6064), (316, 175, 90)]
[(-15334, 1544, -6064), (316, 175, 90)]
[(-15334, 1544, -6064), (316, 175, 90)]
[(-15334, 1544, -6064), (316, 175, 90)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15320, 1526, -6081), (272, 179, 84)]
[(-15309, 1532, -6118), (191, 210, 61)]
[(-15309, 1532, -6118), (191, 210, 61)]
[(-15309, 1532, -6118), (191, 210, 61)]
[(-15309, 1532, -6118), (191, 210, 61)]
[(-15309, 1532, -6118), (191, 210, 61)]
[(-15284, 1532, -6103), (132, 199, 30)]
[(-15284, 1532, -6103), (132, 199, 30)]
[(-15284, 1532, -6103), (132, 199, 30)]
[(-15284, 1532, -6103), (132, 199, 30)]
