[(-15374, 3256, -4728), (-389, 367, -31)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15372, 3296, -4765), (-125, 402, 8)]
[(-15327, 3221, -4834), (-90, 372, 24)]
[(-15327, 3221, -4834), (-90, 372, 24)]
[(-15327, 3221, -4834), (-90, 372, 24)]
[(-15327, 3221, -4834), (-90, 372, 24)]
[(-15327, 3221, -4834), (-90, 372, 24)]
[(-15345, 3271, -4867), (-58, 274, 10)]
[(-15345, 3271, -4867), (-58, 274, 10)]
[(-15345, 3271, -4867), (-58, 274, 10)]
[(-15345, 3271, -4867), (-58, 274, 10)]
[(-15345, 3271, -4867), (-58, 274, 10)]
[(-15345, 3271, -4867), (-58, 274, 10)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15396, 3305, -4898), (-51, 141, 15)]
[(-15397, 3283, -4836), (-78, 89, 67)]
[(-15397, 3283, -4836), (-78, 89, 67)]
[(-15397, 3283, -4836), (-78, 89, 67)]
[(-15397, 3283, -4836), (-78, 89, 67)]
[(-15397, 3283, -4836), (-78, 89, 67)]
[(-15368, 3232, -4807), (-112, 125, 50)]
[(-15368, 3232, -4807), (-112, 125, 50)]
[(-15368, 3232, -4807), (-112, 125, 50)]
[(-15368, 3232, -4807), (-112, 125, 50)]
[(-15368, 3232, -4807), (-112, 125, 50)]
[(-15368, 3232, -4807), (-112, 125, 50)]
[(-15386, 3201, -4786), (-129, 156, 61)]
[(-15386, 3201, -4786), (-129, 156, 61)]
[(-15386, 3201, -4786), (-129, 156, 61)]
[(-15386, 3201, -4786), (-129, 156, 61)]
[(-15386, 3201, -4786), (-129, 156, 61)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3182, -4768), (-119, 202, 55)]
[(-15353, 3199, -4744), (-92, 203, 44)]
[(-15353, 3199, -4744), (-92, 203, 44)]
[(-15353, 3199, -4744), (-92, 203, 44)]
[(-15353, 3199, -4744), (-92, 203, 44)]
[(-15353, 3199, -4744), (-92, 203, 44)]
[(-15353, 3199, -4744), (-92, 203, 44)]
[(-15340, 3156, -4724), (-123, 287, 15)]
[(-15340, 3156, -4724), (-123, 287, 15)]
[(-15340, 3156, -4724), (-123, 287, 15)]
[(-15340, 3156, -4724), (-123, 287, 15)]
[(-15340, 3156, -4724), (-123, 287, 15)]
[(-15365, 3124, -4742), (-11, 343, 13)]
[(-15365, 3124, -4742), (-11, 343, 13)]
[(-15365, 3124, -4742), (-11, 343, 13)]
[(-15365, 3124, -4742), (-11, 343, 13)]
[(-15365, 3124, -4742), (-11, 343, 13)]
[(-15365, 3124, -4742), (-11, 343, 13)]
[(-15359, 3164, -4783), (12, 353, 43)]
[(-15359, 3164, -4783), (12, 353, 43)]
[(-15359, 3164, -4783), (12, 353, 43)]
[(-15359, 3164, -4783), (12, 353, 43)]
[(-15359, 3164, -4783), (12, 353, 43)]
[(-15359, 3164, -4783), (12, 353, 43)]
[(-15358, 3141, -4801), (-61, 350, 44)]
[(-15358, 3141, -4801), (-61, 350, 44)]
[(-15358, 3141, -4801), (-61, 350, 44)]
[(-15358, 3141, -4801), (-61, 350, 44)]
[(-15358, 3141, -4801), (-61, 350, 44)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
[(-15354, 3148, -4808), (-121, 311, 58)]
