[(-14159, 7499, -3808), (-60, 178, 32)]
[(-14180, 7530, -3767), (-20, 140, 62)]
[(-14180, 7530, -3767), (-20, 140, 62)]
[(-14180, 7530, -3767), (-20, 140, 62)]
[(-14180, 7530, -3767), (-20, 140, 62)]
[(-14164, 7528, -3761), (-8, 138, 61)]
[(-14164, 7528, -3761), (-8, 138, 61)]
[(-14164, 7528, -3761), (-8, 138, 61)]
[(-14164, 7528, -3761), (-8, 138, 61)]
[(-14164, 7528, -3761), (-8, 138, 61)]
[(-14164, 7528, -3761), (-8, 138, 61)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14162, 7534, -3780), (-2, 153, 54)]
[(-14155, 7522, -3768), (-20, 141, 40)]
[(-14155, 7522, -3768), (-20, 141, 40)]
[(-14155, 7522, -3768), (-20, 141, 40)]
[(-14155, 7522, -3768), (-20, 141, 40)]
[(-14155, 7522, -3768), (-20, 141, 40)]
[(-14137, 7523, -3776), (-32, 157, 32)]
[(-14137, 7523, -3776), (-32, 157, 32)]
[(-14137, 7523, -3776), (-32, 157, 32)]
[(-14137, 7523, -3776), (-32, 157, 32)]
[(-14137, 7523, -3776), (-32, 157, 32)]
[(-14137, 7523, -3776), (-32, 157, 32)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14124, 7512, -3783), (-63, 134, 42)]
[(-14116, 7534, -3794), (-75, 127, 47)]
[(-14116, 7534, -3794), (-75, 127, 47)]
[(-14116, 7534, -3794), (-75, 127, 47)]
[(-14116, 7534, -3794), (-75, 127, 47)]
[(-14116, 7534, -3794), (-75, 127, 47)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14106, 7526, -3786), (-74, 155, 30)]
[(-14121, 7524, -3794), (-82, 164, 29)]
[(-14121, 7524, -3794), (-82, 164, 29)]
[(-14121, 7524, -3794), (-82, 164, 29)]
[(-14121, 7524, -3794), (-82, 164, 29)]
[(-14121, 7524, -3794), (-82, 164, 29)]
[(-14121, 7524, -3794), (-82, 164, 29)]
[(-14120, 7501, -3816), (-122, 74, 44)]
[(-14120, 7501, -3816), (-122, 74, 44)]
[(-14120, 7501, -3816), (-122, 74, 44)]
[(-14120, 7501, -3816), (-122, 74, 44)]
[(-14120, 7501, -3816), (-122, 74, 44)]
[(-14117, 7517, -3808), (-156, 113, 42)]
[(-14117, 7517, -3808), (-156, 113, 42)]
[(-14117, 7517, -3808), (-156, 113, 42)]
[(-14117, 7517, -3808), (-156, 113, 42)]
[(-14117, 7517, -3808), (-156, 113, 42)]
[(-14117, 7517, -3808), (-156, 113, 42)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14127, 7526, -3800), (-159, 148, 38)]
[(-14116, 7528, -3768), (-143, 164, 21)]
[(-14116, 7528, -3768), (-143, 164, 21)]
[(-14116, 7528, -3768), (-143, 164, 21)]
[(-14116, 7528, -3768), (-143, 164, 21)]
[(-14116, 7528, -3768), (-143, 164, 21)]
[(-14088, 7516, -3779), (-123, 178, 21)]
[(-14088, 7516, -3779), (-123, 178, 21)]
[(-14088, 7516, -3779), (-123, 178, 21)]
[(-14088, 7516, -3779), (-123, 178, 21)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14084, 7533, -3769), (-116, 181, 25)]
[(-14086, 7532, -3795), (-129, 178, 19)]
[(-14086, 7532, -3795), (-129, 178, 19)]
[(-14086, 7532, -3795), (-129, 178, 19)]
[(-14086, 7532, -3795), (-129, 178, 19)]
[(-14086, 7532, -3795), (-129, 178, 19)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14084, 7549, -3800), (-132, 167, 10)]
[(-14100, 7576, -3795), (-167, 139, -8)]
[(-14100, 7576, -3795), (-167, 139, -8)]
[(-14100, 7576, -3795), (-167, 139, -8)]
[(-14100, 7576, -3795), (-167, 139, -8)]
