[(-14506, 6900, -3462), (-60, 110, 88)]
[(-14488, 6907, -3476), (-33, 282, 63)]
[(-14488, 6907, -3476), (-33, 282, 63)]
[(-14463, 6924, -3516), (-71, 247, 83)]
[(-14463, 6924, -3516), (-71, 247, 83)]
[(-14463, 6924, -3516), (-71, 247, 83)]
[(-14463, 6924, -3516), (-71, 247, 83)]
[(-14463, 6924, -3516), (-71, 247, 83)]
[(-14447, 6956, -3539), (-82, 241, 100)]
[(-14447, 6956, -3539), (-82, 241, 100)]
[(-14447, 6956, -3539), (-82, 241, 100)]
[(-14447, 6956, -3539), (-82, 241, 100)]
[(-14447, 6956, -3539), (-82, 241, 100)]
[(-14447, 6956, -3539), (-82, 241, 100)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14431, 6973, -3564), (-97, 236, 80)]
[(-14404, 6982, -3594), (-101, 210, 60)]
[(-14404, 6982, -3594), (-101, 210, 60)]
[(-14404, 6982, -3594), (-101, 210, 60)]
[(-14404, 6982, -3594), (-101, 210, 60)]
[(-14404, 6982, -3594), (-101, 210, 60)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14410, 7004, -3561), (-110, 196, 30)]
[(-14423, 7001, -3562), (-103, 146, 11)]
[(-14423, 7001, -3562), (-103, 146, 11)]
[(-14423, 7001, -3562), (-103, 146, 11)]
[(-14423, 7001, -3562), (-103, 146, 11)]
[(-14423, 7001, -3562), (-103, 146, 11)]
[(-14423, 7001, -3562), (-103, 146, 11)]
[(-14420, 6986, -3566), (-101, 154, -5)]
[(-14420, 6986, -3566), (-101, 154, -5)]
[(-14420, 6986, -3566), (-101, 154, -5)]
[(-14420, 6986, -3566), (-101, 154, -5)]
[(-14420, 6986, -3566), (-101, 154, -5)]
[(-14407, 7000, -3576), (-111, 154, 9)]
[(-14407, 7000, -3576), (-111, 154, 9)]
[(-14407, 7000, -3576), (-111, 154, 9)]
[(-14407, 7000, -3576), (-111, 154, 9)]
[(-14407, 7000, -3576), (-111, 154, 9)]
[(-14407, 7000, -3576), (-111, 154, 9)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14392, 7030, -3586), (-129, 140, 4)]
[(-14400, 7030, -3564), (-173, 147, -30)]
[(-14400, 7030, -3564), (-173, 147, -30)]
[(-14400, 7030, -3564), (-173, 147, -30)]
[(-14400, 7030, -3564), (-173, 147, -30)]
[(-14429, 7031, -3563), (-141, 140, -18)]
[(-14429, 7031, -3563), (-141, 140, -18)]
[(-14429, 7031, -3563), (-141, 140, -18)]
[(-14429, 7031, -3563), (-141, 140, -18)]
[(-14429, 7031, -3563), (-141, 140, -18)]
[(-14429, 7031, -3563), (-141, 140, -18)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14442, 7037, -3523), (-112, 146, -11)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14452, 7029, -3527), (-93, 145, 0)]
[(-14460, 6989, -3544), (-65, 122, 15)]
[(-14460, 6989, -3544), (-65, 122, 15)]
[(-14460, 6989, -3544), (-65, 122, 15)]
[(-14450, 6977, -3525), (-84, 140, 16)]
[(-14450, 6977, -3525), (-84, 140, 16)]
