[(-15181, 3344, -5262), (-121, 188, -20)]
[(-15187, 3340, -5286), (-536, 432, 29)]
[(-15187, 3340, -5286), (-536, 432, 29)]
[(-15187, 3340, -5286), (-536, 432, 29)]
[(-15141, 3391, -5305), (-644, 568, 65)]
[(-15141, 3391, -5305), (-644, 568, 65)]
[(-15141, 3391, -5305), (-644, 568, 65)]
[(-15141, 3391, -5305), (-644, 568, 65)]
[(-15141, 3391, -5305), (-644, 568, 65)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15136, 3439, -5280), (-705, 631, 102)]
[(-15117, 3480, -5324), (-591, 530, 65)]
[(-15117, 3480, -5324), (-591, 530, 65)]
[(-15117, 3480, -5324), (-591, 530, 65)]
[(-15117, 3480, -5324), (-591, 530, 65)]
[(-15117, 3480, -5324), (-591, 530, 65)]
[(-15117, 3480, -5324), (-591, 530, 65)]
[(-15140, 3489, -5384), (-498, 450, 41)]
[(-15140, 3489, -5384), (-498, 450, 41)]
[(-15140, 3489, -5384), (-498, 450, 41)]
[(-15140, 3489, -5384), (-498, 450, 41)]
[(-15140, 3489, -5384), (-498, 450, 41)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15109, 3534, -5362), (-508, 387, 38)]
[(-15084, 3523, -5330), (-430, 338, 40)]
[(-15084, 3523, -5330), (-430, 338, 40)]
[(-15084, 3523, -5330), (-430, 338, 40)]
[(-15084, 3523, -5330), (-430, 338, 40)]
[(-15084, 3523, -5330), (-430, 338, 40)]
[(-15084, 3523, -5330), (-430, 338, 40)]
[(-15092, 3543, -5342), (-371, 322, 60)]
[(-15092, 3543, -5342), (-371, 322, 60)]
[(-15092, 3543, -5342), (-371, 322, 60)]
[(-15092, 3543, -5342), (-371, 322, 60)]
[(-15092, 3543, -5342), (-371, 322, 60)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15088, 3545, -5353), (-356, 292, 46)]
[(-15090, 3543, -5375), (-312, 280, 33)]
[(-15090, 3543, -5375), (-312, 280, 33)]
[(-15090, 3543, -5375), (-312, 280, 33)]
[(-15090, 3543, -5375), (-312, 280, 33)]
[(-15090, 3543, -5375), (-312, 280, 33)]
[(-15074, 3556, -5382), (-296, 284, 25)]
[(-15074, 3556, -5382), (-296, 284, 25)]
[(-15074, 3556, -5382), (-296, 284, 25)]
[(-15074, 3556, -5382), (-296, 284, 25)]
[(-15074, 3556, -5382), (-296, 284, 25)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15061, 3556, -5386), (-303, 265, 32)]
[(-15057, 3568, -5404), (-289, 269, 37)]
[(-15057, 3568, -5404), (-289, 269, 37)]
[(-15057, 3568, -5404), (-289, 269, 37)]
[(-15057, 3568, -5404), (-289, 269, 37)]
[(-15057, 3568, -5404), (-289, 269, 37)]
[(-15057, 3568, -5404), (-289, 269, 37)]
[(-15084, 3571, -5421), (-263, 269, 36)]
[(-15084, 3571, -5421), (-263, 269, 36)]
